Source,t0,u0,te,rho,piEN,piEE,categories,piE
5446,2462279.1713064746,0.1269212682639083,1.866772861035747,0.0061191452589048,0.0020769497952493,0.0010774624204918,B,0.0023397960850377875
5447,2461713.074642037,1.959576849801312,4.020928467966209,0.0043700101463818,0.0012870195573961,-0.0003677435783297,C,0.0013385270563282556
5448,2462924.102940884,2.3496475223437763,2.7067021800980413,0.0047107632450142,0.0002034111495427,0.0005285096930106,D,0.0005663025616792153
5449,2463161.1372129684,0.7741885341871189,1.2157045219042482,0.0086659054026409,0.0002622729966712,-0.0003502480582843,C,0.0004375623693998533
5450,2462178.645526896,0.2987762988129014,1.306315874111721,0.0113227984009394,0.0001593084018007,0.001028703343162,C,0.0010409657703867928
5457,2462536.744535055,0.9437074908709115,2.403207636795941,0.0093996198750933,8.318966968319679e-05,-0.0014526924049675,C,0.0014550724190198433
5459,2463279.381852783,0.1045052530465865,0.7841354260710724,0.0200769365155528,9.170303073101157e-05,0.0009263962243173,C,0.0009309239551513335
5460,2462146.318305917,2.19654449599896,1.9120614061196133,0.0128672735793163,1.838238650697104e-05,-0.0002284832230952,C,0.00022922149848926172
5461,2461510.278543272,1.7559348346046084,1.27517987104873,0.0130757132185307,0.0005760443418668,0.0001254650118362,A,0.0005895494491489349
5463,2462961.621949982,0.1833337737833494,2.288119196370862,0.0054807039203854,0.0004927864372775,-0.00051337793613,A,0.0007116146274984444
5468,2462407.099055556,0.3108188117212105,5.005992963226225,0.0075536785393306,0.0007599684487849,-0.0005208286347586,B,0.0009213112991454269
5469,2461893.9606400984,1.0974524272366275,1.1751900254744614,0.0157288651321652,6.760133843236112e-05,0.0005435343084045,B,0.0005477220877147504
5470,2463175.7241939707,1.3024147018920216,0.8099898374458582,0.0555981948112682,0.0015730021855436,-0.0029079748413092,C,0.003306153891368671
5471,2463166.0105237607,2.2163302014883888,1.4104970622285466,0.0098739339501983,0.0001643139020579,0.0002714194331588,C,0.00031728152657496065
5472,2463115.79793512,1.3167549851598928,3.7729532973797673,0.001579980857572,0.0023348934113507,0.0019857945102411,B,0.003065143892099129
5473,2462268.731850511,1.1786417377657927,1.3455295161096446,0.0517446528690778,8.248025695313783e-06,-0.0003784184161975,B,0.00037850829270346894
5475,2461598.09115007,0.5692433360128275,1.29936835553847,0.0133333036232979,0.0002351578921564,0.0001685842251329,B,0.00028934387017371104
5477,2462843.188132796,2.811876972153562,1.1932831731602929,0.0098965711950027,0.0007855944607324,0.0006160831436812,C,0.0009983571989330975
5481,2462014.639679241,0.2659628972157244,7.611702978477856,0.0018354645917039,0.0017802435679169,-0.000759640741407,B,0.0019355415823781392
5483,2462138.5599332764,2.694932485752016,0.5619557859965576,0.0166992272550977,0.0004486023313607,0.0006685508065678,C,0.0008051113169399069
5484,2462456.561181296,1.0594133628800564,3.0296073035063094,0.0109544898791765,0.000244534501366,-0.0001349580698118,C,0.0002793041406167208
5485,2461639.8691155347,1.763048632893152,0.1596442463331615,0.0538711225460694,8.760819608269825e-05,-0.0001358424001699,A,0.00016164267290781772
5486,2461737.639004107,1.5040235843797891,3.5475078681105914,0.0098584987020517,0.0055177960677845,-0.0020352163729057,C,0.0058811715780277595
5487,2462419.433909899,1.9626759630438488,8.812795568971966,0.0067614404660989,0.0007301868283943,-0.0008409758543042,B,0.001113738385745596
5488,2462283.4966560807,2.227519464016731,1.3212551240258943,0.0192861627380884,0.00085316934758,0.0001905336295313,B,0.0008741859067912577
5489,2462172.387261211,1.805393350213428,1.4655961914105966,0.0168829133916266,0.0004776772758595,5.192469013556684e-05,C,0.00048049115841837037
5490,2463058.752259966,2.581554241814513,0.8333003370510262,0.0287524026695938,0.0004685367415671,-0.0002660486279203,B,0.0005388028866075141
5492,2461766.216402367,1.0585096691041502,4.531823561842717,0.0062541036405641,1.9916329327000133e-05,-0.0007056364587167,C,0.0007059174682950597
5498,2462695.0807629167,1.9351474501057715,17.70498405770812,0.002113078684305,0.0039213500162378,0.005942480400731,B,0.007119695166432356
5501,2461824.9262147173,0.9167056293247372,1.0804099717025255,0.0107796658455144,0.0004802275749766,0.0001517627360628,D,0.0005036372224381088
5505,2462727.71669241,0.0475680518514564,0.2402035516675655,0.1084780960242639,0.0006839631002125,-0.0005209293642,B,0.0008597516646905143
5506,2462210.0186041296,1.8125590101914644,0.3179444317051283,0.0306681945824953,3.058172636695734e-05,9.702835907481176e-05,C,0.00010173369379086782
5507,2462279.0506589217,2.946854981869755,1.183407899167855,0.0193621654421183,0.0001950636422633,-0.0003176119478773,B,0.00037272935753363646
5508,2462112.969683829,0.0077502545126081,2.481425486981594,0.0053635578386883,0.0004675112989057,0.0001663334598632,C,0.0004962193410927848
5509,2461916.793604932,1.4058847933299194,1.8337977345580547,0.0044492841437143,0.0006003450020219,-4.117551874023088e-05,B,0.0006017553861796354
5510,2461839.9700691337,1.1233574738808167,1.3915586427070794,0.0102191339176736,0.0004483455750508,-0.0002912195005647,A,0.0005346237482349487
5511,2461860.4109087093,0.5057569314477973,1.95000523012492,0.0127725910544011,0.0002710278155089,0.0017212801655072,A,0.0017424871548875245
5512,2462803.099981581,1.8336887024873043,1.0631744273535717,0.0145127729337207,0.0001274481734277,-0.0002705615823405,C,0.00029907625574199676
5513,2462965.7352302605,1.2276813638183268,2.236365087617749,0.0036992620685983,0.0010270574672557,0.000784716567059,A,0.0012925274200815064
5514,2461694.234979614,0.3032428580345129,3.714694139193848,0.0037963331289185,0.0016923513054258,0.001998969779617,D,0.0026191474034117377
5515,2462597.1988315126,1.3208597059449192,0.9138100013643266,0.0254781979233928,0.0019321395234381,0.002290641516526,A,0.002996698465856073
5516,2461817.4635196263,1.6677664315667244,2.028516097922143,0.0097632166321252,0.0004731446498388,-4.076766744715371e-05,D,0.00047489773886612936
5517,2461741.021961956,1.4067073620718265,2.53337953829228,0.0042518600008824,0.0012962800560296,-0.0011283709806022,C,0.0017185933357037298
5518,2462133.020300409,0.7338581135612466,0.3454137948336346,0.0692538262746185,0.0028015914469621,0.0025383866431664,C,0.0037805186662542454
5520,2462416.7253985987,0.6131758960528512,5.240106399581162,0.0037625871563619,0.0004624344465544,-0.0015568635377894,B,0.001624090420099263
5526,2462519.059509305,0.7087160602625321,0.2596966421027762,0.0239651745441907,4.435831314062493e-05,0.0004821528429451,C,0.0004841890373652878
5527,2463109.200798868,0.1027823480675782,0.4976889157543723,0.0382818263032963,0.0001247462336826,0.0002122923500393,B,0.00024623091743971253
5534,2462629.6463572187,0.5447749669816208,6.205856891493271,0.0030112365646678,0.0032764047338533,0.0008996751581587,B,0.003397682058436927
5536,2463247.8837303887,0.4890770090848294,1.849022866646728,0.0146021995366319,0.0001791894973696,7.062138195170586e-05,C,0.00019260388250587942
5537,2462625.6510060453,1.4515490213285365,1.1380556217514626,0.0125347128216,7.539930861186835e-05,0.0003913221882698,B,0.0003985199000946033
5541,2462927.4693908924,0.3394793571888691,2.69790772459504,0.0052499202752892,0.0006979727450546,-0.0002452957717447,A,0.000739821578811325
5542,2461632.2464478486,0.2651889790165163,0.7171133322058819,0.0206708020205184,0.0003320865581216,-7.272197727270448e-05,B,0.00033995583251872965
5543,2461659.986221423,0.0370348414742909,0.5097615015587829,0.0186940664999179,6.578763591395857e-06,-0.0002903907483301,A,0.0002904652592757126
5544,2461908.873611067,0.9247105646609378,5.149136455214283,0.0018894301634458,0.0020932939446073,0.0001833662466577,B,0.002101309762729646
5545,2462630.901190322,0.418052320177485,2.4254742693351687,0.0041557277875297,0.0111849015168644,0.0039219299724426,B,0.011852575950007627
5546,2463310.7162032304,0.3978925106879056,1.2964174277595937,0.0217738200510937,0.000163094755366,-0.0001572903321827,C,0.0002265836442156395
5551,2462724.7342642,1.7106005559280335,0.8885070519976566,0.0312596736529947,5.049008857963985e-05,-0.0002160520894125,B,0.00022187328452133838
5554,2462273.707555236,0.0697382910626279,6.321413888772054,0.0019381799025908,0.0023697260446429,0.0017494524707195,B,0.002945536534142031
5555,2462650.611810488,1.0112772997052777,0.3600118212768916,0.0259520222862103,0.0002717680775723,0.0003716072801023,B,0.0004603801240413979
5556,2462678.02754729,0.0412355511966113,2.945402013743323,0.002581457247038,0.0008256376843287,0.0010991298997125,B,0.0013746869178928227
5557,2462613.0880158828,1.0190816976660524,2.4128216693215423,0.0040645505144203,0.0020667169066189,-0.0001659173936705,A,0.00207336618898515
5558,2461651.163878073,1.4002148932288965,1.0674893513030923,0.0064215833673842,0.0001367287397391,-0.000464100617554,A,0.00048382241730271936
5562,2462985.007964469,1.0881618654411145,2.333141222927312,0.0082592783582808,0.0007840088229306,0.0002129929627337,B,0.0008124258960712073
5570,2463204.5324840667,0.077131202944086,1.572844963663765,0.0072596146122874,0.0002914419332461,0.0005569189098054,C,0.0006285674765314058
5571,2462837.1029580045,1.420127686342719,2.302705253562108,0.0062774644189683,0.0003248644158814,0.0007479733784764,C,0.000815475973659165
5572,2462005.168352038,0.7345937437781161,0.694416528223566,0.0218221445337728,0.0021605722969373,-0.0003046346523465,B,0.002181942923566791
5573,2463074.2114267284,0.9136977971071992,3.5738702900101784,0.0037255328965569,0.0040466245582836,-0.0018263483616863,B,0.004439675512234895
5574,2462451.832922279,2.614416393894624,3.838149719837116,0.0133199399752592,0.0018393453529882,0.0010187852444889,C,0.0021026446922738974
5575,2461670.5190916467,0.6086146154581783,4.7041531374954895,0.0057499836010749,0.0004123027849227,0.0019363726980041,A,0.0019797810010278136
5581,2462369.278464196,2.973080685447964,3.998937848309439,0.0022011856252291,0.0012079394270189,-0.0002747861978385,B,0.001238799868368288
5590,2463133.1772059086,0.8585976715270003,3.66307890138788,0.005221845374115,0.00059835294888,-0.0006255153662367,B,0.0008656186948256286
5591,2462421.901871892,2.289647388233478,7.830916866933309,0.006481588368165,0.0005512456439488,0.0003020891335644,B,0.0006285933539182681
5592,2462119.2825658787,1.603148566280013,3.904743788409942,0.003169111680802,0.0058990660675901,0.0001348138315191,C,0.005900606345026059
5593,2462275.663200685,0.7521237657826007,4.237686282615121,0.0040194641779536,0.000424145929564,0.0008756133867972,B,0.0009729329744150789
5599,2463023.146913898,1.1356437051967478,0.7262521821746251,0.0211483789543509,9.806264897068856e-05,-0.000113347837512,B,0.000149880003308631
5600,2461630.292468067,2.541921514131169,3.255451372298471,0.0048314586818367,0.0010206706532503,0.0005504464017097,A,0.001159637798436025
5601,2462883.2368717683,1.8753783621223905,2.3639414570612103,0.0076049780698988,0.0006245324650842,-0.0001694657775907,C,0.0006471162567256119
5602,2461889.309379043,1.9757883826323948,5.524471447141522,0.0042651384383444,0.0007071066071479,0.0011855751632893,A,0.0013804304479692793
5603,2462712.845768383,2.933245269027539,2.852490198992736,0.0055119041700163,0.0006505882643401,0.0004445393434477,B,0.000787959591330657
5604,2461942.5829717857,1.679871620730258,0.1040132268750053,0.1337382141147102,0.0003126527829012,3.391492596734268e-06,B,0.0003126711769221759
5605,2463019.000456758,2.44715861843822,2.515919283187072,0.0179791518394,0.0002906198242931,0.0003678928891126,B,0.0004688337233303169
5606,2462109.808829732,2.3544434421583325,3.563860763832779,0.0037212569691183,7.566330143050215e-05,-0.0019161362899879,C,0.001917629582842306
5607,2462860.532362956,0.3763378113038458,0.8669247570799911,0.0157703702896401,0.0015178645011181,0.0011903585586906,C,0.0019289546759844983
5608,2462342.344498627,2.8370577229733893,1.590155298844102,0.0243137326442676,0.0003005210266641,0.0003396338791712,B,0.00045350199486675027
5609,2461815.5770545504,2.361602732291986,1.4847712886489266,0.0116323597274452,0.0001060317791439,-0.0006970050399608,D,0.0007050239456353076
5610,2462553.5281831603,1.3847850863507658,0.1998767230001148,0.0879400486182964,0.0007996380456219,0.0004906087042223,D,0.0009381459932572841
