Source,Set,t0,u0,te,rho,s,q,alpha,piEN,piEE,t0_err,u0_err,te_err,rho_err,s_err,q_err,alpha_err,piEN_err,piEE_err,piE,piE_err,piE_err_MC,mass_thetaE,mass_mu,mass_thetaS,err_mass_thetaE_NotMC,mass_err_thetaE,mass_err_mu,mass_err_thetaS,chichi,dof
2127,2,2463332.5591300516,1.875933505819302,365.93684223509973,0.00010313499910807307,1.108816880859527,3.489887481237817e-06,0.9619134994211537,1.3552894933430605e-25,-0.01034916599255595,52.462622511111064,7.878903229624648,1153.1993880855448,13.739565480025714,19.6840349501843,0.30714334731009507,17.174042034115505,0.06770427919643748,0.08785509965156041,0.009972635986227513,0.09731698050938448,,,,,,,,,41151.74581135613,41557
2128,2,2462869.288971613,1.1628183131824006,800.3981858994202,0.00014879292270485232,0.9715571388197007,9.999464606312022e-05,0.6998870115675443,0.0012075458972018586,0.0031410764240701996,69.0881185311434,7.787509340071946,3581.6495819039656,23.364756473164885,22.85507497801274,0.3347105187513577,23.03135334176395,0.010306628158968822,0.03376632626659604,0.0032983106622891433,0.0174067534842983,,,,,,,,,41567.34702065446,41557
2130,2,2461735.7475118395,0.18906072489475925,2148.1521583592275,1.3129307990283792e-07,1.2751094928064248,0.00013008040083603694,0.4771821376443147,0.009195124395363833,0.013941943593354942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03131692885925082,322.64256161192066,,,,,,,,,105732591.66441183,41557
2131,2,2462613.552776354,2.549666325030328,898.0980416203982,3.458879661387687e-05,0.1731080936086253,5.2502952790302025e-05,1.7240065095806463,0.026224958682009997,3.5230784012715686e-07,823.1062057528732,8.07795999782681,115.8402839184098,96.69582834603303,6227.396322875518,34.48164373487361,2278.654441932808,0.03598980053041033,0.01567940078791118,0.02622495868456709,0.06042257500224087,,,,,,,,,69811.78075560476,41557
2132,2,2461950.0755009972,2.089805212301216,78.86177491354343,0.0006694412152995774,0.12109994894247482,0.00010074445494146358,0.00934337040824231,1.2596390692481766e-09,0.008861518426538198,10.677254902719527,0.03803869781406714,4.168660552658097,3154.5649655545785,4.296913708193858,0.09071214666013178,114.50551256075326,0.028341043414261448,0.023802432510145598,0.008861518426538196,0.015570727058901137,,,,,,,,,41016.72980634003,41557
2133,2,2461634.633876301,2.8351493821854126,354.01276324941546,4.385741554825777e-09,1.4659153155707723,0.0002983423575610342,3.009400103904408,1.0761013404965758e-34,0.002922195126424349,865.6678106363493,4.461728650465149,689.121545637543,25761.24378160336,4435.358258400082,3.2758758840053126,5054.594828286746,0.017977728128905003,0.08624710552569587,0.002843267418488955,0.08652415313331356,,,,,,,,,41703.77693927356,41557
2135,2,2461952.2608339065,0.09740522768330108,1017.2365545459174,1.0507149945975537e-06,0.7032743757285008,9.253463644071482e-05,1.0191072265388736,0.016691889591125206,-0.0003868270118192071,0.7701017392400125,0.0031678832613073445,20.849036090736426,0.032542129350135465,0.03285854556063839,6.582304748178513e-05,0.03303947638747231,0.0003672076210599083,0.00023744743101918712,0.016658552677236958,0.0006509580426382228,,,,,,,,,41445.831679040995,41557
2137,2,2462129.2791474187,1.0359551543637004,1880.3674608346496,1.8785885539377463e-05,0.14575079008252412,3.820423576364305e-06,1.4447953279012236,0.006804509449599879,-0.013377036790341815,244.05261167713147,1.010008684663822,1828.7609873436918,7.263750077845301,7.8057162850794,6.8503398728627465,11.0298852079299,0.00680871953723426,0.0003175359403764358,0.014916239801617848,0.0708368167987261,,,,,,,,,41227.978634961735,41557
2142,2,2461961.661893067,0.43035070293166294,142.16424887881766,0.00041227568835542174,0.5825388133442826,7.014946465022724e-05,3.141592653589788,1.415749783171372e-10,-1.233287591328701e-22,584.5017101991697,1.6684583143860479,325.3316150267785,0.025624297385673036,122.79957484948604,0.43144716377646647,538.3840210753781,2.144115685504119,0.8130115315274866,5.356708611290695e-24,0.1467707642325285,,,,,,,,,2000400.1904109975,41557
2143,2,2463236.7792384815,2.2584010293038332,286.73308902842916,0.000779717262849058,0.3720612931046118,0.0004299972562644768,3.1415926535897927,5.20547204729706e-34,-0.004491405811128207,344.6374223589807,0.25269913083024703,120.78474391359295,1.0178354071722147,78.49934205030588,0.8154906292782828,413.69122677508466,0.021029206104710554,0.030477749160625456,0.00574764661305237,0.012390126967206906,,,,,,,,,41718.10686865228,41557
2146,2,2462875.4861177583,1.4904079177796477,131.95665756453704,2.044884269264287e-06,0.11015462230456889,0.00015870071639091792,3.141089099745219,2.4298078989136193e-15,-0.004590128795007199,2.1869669661008566,1.639001537651131,111.02657624758608,0.00549845276062909,3.159786122935008,0.142284511231501,85.100702124315,0.007635950341973714,0.02797824469128914,0.004590128795007199,0.027687641006650672,,,,,,,,,41781.34342589605,41557
2147,2,2462556.5035760836,1.9774188541150195,2903.081982574293,5.531051628659706e-05,1.0629922845844872,8.118538715188977e-06,1.8516593576439715,0.0028802376808423997,-1.4354880708516867e-36,798.2537790374142,1.0468506841836351,1512.9750892778263,0.53126012892152,0.5755351695347751,0.1428826931129399,0.9988198564191062,0.003079636624633658,0.005141501086362175,0.0028802376808423997,0.0006464377274185811,,,,,,,,,41711.78859223284,41557
2148,2,2461697.2453612518,1.0723238135689424,297.3321238494846,2.0063333094492e-05,0.1309173480091174,6.199939930165134e-05,0.6546970621343203,0.0010049583962837467,-0.013614448866784598,16.27601350184824,0.6354013195691753,129.4174492913623,1.794946813481143,1.796030399694884,1.2541362974349015,1.8170674391403416,0.006504705552160095,0.012864581741240246,0.013648101593161708,0.013047264988811437,,,,,,,,,41052.38584161675,41557
2149,2,2462184.3896684125,4.228535013360167e-08,150.33098881176062,0.00040563746253458125,0.37571959315407616,0.0003848307525459999,2.992577939154745,0.0036479758821867997,-0.010665331156400398,1.0598218762740987,1.1634759053613517,6.9243063339420035,0.00878062324801782,0.020665214484976758,0.0011046421154453148,0.4777214832782015,0.06315728056228197,0.006577895096065219,0.004624655408413236,0.0017225599454389056,,,,,,,,,41244.714969775996,41557
2150,2,2462651.963609584,2.454314407214886,599.6302451998793,1.175028862695978e-10,0.3264629772080399,4.563158878877165e-05,2.7639084869097228e-05,1.7922290265894962e-42,0.0070852919022679995,1222.6467683747126,0.8951372860262088,188.38692267297435,12.85596651284474,5158.8968363498725,3.435540222180717,5183.414510656114,0.007650532625469953,0.011427782485017454,0.0070852919022679995,0.011491188134359703,,,,,,,,,49588.87494140447,41557
2151,2,2461983.557280347,2.3645940018947824,214.31316329507595,0.000318423139533082,0.38851250629344813,7.74266013692202e-05,6.3330938875926e-08,0.0016427778540498113,1.3960879231818177e-19,41.25321574340456,10.054363503376504,724.327398233128,26.12597395441514,324.6889516429199,0.5554760103424363,1744.8490986978945,0.01050190737110322,0.015306777761944147,0.001667393153925664,0.01419075298579888,,,,,,,,,42222.9529961013,41557
2153,2,2463296.280283276,0.22195422371062437,326.3928845109698,2.6425826590222717e-05,0.48071712969334107,0.00019886803691067254,3.1415926535897927,7.497204295646076e-14,0.026495104531678894,278.26760849949744,0.3475904271817651,174.68052105071658,0.2127258192241666,0.31873192059424005,0.001854283207196233,0.3855260001304316,0.06611694435731538,0.01689441098834543,0.02395126843575857,0.0013366798111745727,,,,,,,,,41443.45249937722,41557
2158,2,2462413.7754052198,1.0641624651464505,192.11915317547164,0.00039836203289600827,6.233472526744586,0.00044591699181946036,1.464581022993388,0.00964451036232499,0.008038212936770157,3604.748172165926,148.19737741511483,867.8651176229645,3853.490106988877,6562.839100366241,26.340128016056564,1426.246202559656,0.47343115448423656,0.343437396309588,0.01242203887447501,0.15228253384640272,,,,,,,,,41629.349622355876,41557
2162,2,2462172.935539053,0.21547206599683955,58.71545417555598,0.00010501372413064278,0.19496328595756798,0.00021894775997778154,3.0964130064344095,0.0032668002926908705,-0.0028181263678421745,14.882392712914724,1.7506500916309224,16.884583682114684,1.8086325004379138,0.06716701234765315,1.607386237894523e-05,0.9772362232461153,1.1417450842377699,0.3584213852546352,0.005178350383458645,1.4216860122479422,,,,,,,,,41899.928041494335,41557
2164,2,2462353.276963302,1.5803657950892422,458.7451445007626,2.2945639410934368e-05,0.30562017807364594,0.00033000152538459993,4.104290439412072e-32,0.011203670149766757,-0.013579907315024793,109.95862984181782,4.826505965688364,1046.7273216520396,0.8109643918286349,749.5429007482861,2.051495587082475,1477.4416375469814,0.01737603696192738,0.03236254765851695,0.017597939223591867,0.026626633004638748,,,,,,,,,41582.57368360198,41557
