Source,Set,t0,u0,te,rho,s,q,alpha,piEN,piEE,t0_err,u0_err,te_err,rho_err,s_err,q_err,alpha_err,piEN_err,piEE_err,piE,piE_err,piE_err_MC,mass_thetaE,mass_mu,mass_thetaS,err_mass_thetaE_NotMC,mass_err_thetaE,mass_err_mu,mass_err_thetaS,chichi,dof
3347,2,2461693.9465217167,0.20752827650348024,442.8656055087832,0.00025102132150273636,1.2426714990832597,0.00024299466563157895,2.7060832300911453,1.259169895233658e-18,0.006272867430675198,1.3409701411545702,0.0035042014781308563,8.964059729837173,0.14096176130180707,0.0049364001849801714,5.1265033324125385e-05,0.008236326443513079,0.0037248560776993347,0.0011520899755812122,0.006272867430675198,0.0011520899755812122,,,,,,,,,21369685.67873936,42398
3349,2,2461544.7136894492,0.3978964993105154,107.84367020895432,4.322555970726136e-06,0.1339518138393595,0.00017519039761360907,0.4780314851113059,0.0017373412142850657,-0.002225658554426137,0.841593077329922,0.05330136501332914,9.562172917794888,0.8253385724052527,0.7932967109126278,0.2791165780645138,0.8938336881305079,0.02364144156652881,0.01787112888685822,0.0028234571885799417,0.004506136633568317,,,,,,,,,41103.58247374695,41587
3351,2,2462203.777213465,0.41200713376351283,100.13295130680171,0.0011208385190373572,0.49346174923909425,4.470134646177425e-06,3.120706648283389,0.003035476410136646,0.00011874566332693177,0.9364142912960495,0.048815275526143634,6.023436711249442,88.85206974799246,130.68110545216047,0.011427110810719586,297.8687540632284,0.06325374106954848,0.009931460832713387,0.0030377981448830686,0.06298008867145245,,,,,,,,,42462.534661462676,42398
3359,2,2462052.5705976193,1.7529410891490704,144.76632651315663,1.362176657979416e-06,0.23922022283060762,0.00018040478160708881,3.1415926535897927,2.671009963006539e-22,-1.829811789321616e-39,10.439159370834322,1.618948125621242,96.78907969265038,5.000797617617743,1.9493663845358855,0.056149559421942635,54.88768403980911,0.016424058378348223,0.01474013421709787,2.671009963006539e-22,0.016424058378348223,,,,,,,,,44086.28127668606,42398
3363,2,2462725.6681748605,0.11113678784532299,729.3527830400167,0.00025421616023762935,0.6536914674302221,0.00029441379696327027,0.960411268311748,3.649384136076483e-22,3.65173880772709e-28,14.634630537947103,0.0769906663614679,462.51118100241325,5064.176209071883,16.822315322582156,0.0312586667833514,10.08343138109579,0.026621411669537253,0.005878904863857958,3.64938413607831e-22,0.026621407938637796,,,,,,,,,129626.76056849123,42398
3373,2,2462452.4307456883,1.5515431268085986,1762.4450917277882,1.543786350437807e-05,0.6234504738283193,0.000135444400280932,3.1415926535550596,5.1433606191007364e-21,-4.2746079113885483e-19,10528.47774543059,2.971795717847746,8536.337068749992,4.10057872493694,5430.567617001031,10.661765690689377,17404.189420884108,0.014173807920455177,0.04602859559224436,4.2749173339318947e-19,0.04600834551099894,,,,,,,,,2300477.712526843,42398
3374,2,2463145.8277115496,2.2124708553566292,85.64757887641971,2.4477352435085932e-09,6.820141555542378e-05,0.00011279184995543004,0.18586151142946195,0.004145130816114725,-0.017245764987212024,1.047892847870785,0.0012508797884051746,0.16490015283411102,0.0011939996281886771,0.0012669274239967168,0.0007921763686157064,0.0008117967854728289,0.0010278848598851429,0.0003958869037357118,0.017736925310685957,0.000446951896978497,,,,,,,,,42554.95210535629,42225
3375,2,2463036.6901935223,1.5763882285217392,112.26142398902851,0.00029850464834496983,3.858622090947825,0.0002808108561642167,3.0111598901751444,0.003794019469854163,0.004933922977737783,339.35558777062704,5.970779067145741,285.57565385584167,377.79490329221227,295.6219987255767,0.75439651307349,216.7984683920791,0.06135962055098547,0.022770135885043733,0.006224000296262955,0.05255519506432875,,,,,,,,,42632.59056420753,42060
3376,2,2463069.1576736826,1.3657173371678437,541.2163337285967,0.00011838605981533534,1.8442841064828002,0.0003367141360956093,0.3722411119699158,0.016991014479678098,0.009662526479414542,5.175360610443022,0.010475626953583244,5.6264285163600185,0.8209559195217853,1.5598109311672446,0.0014047631456825705,0.8994592781793948,0.0005821009524933929,0.001201795802897131,0.019546329348857753,0.0010413926457390247,,,,,,,,,41970.99016472235,42383
3377,2,2461891.6769524147,0.16724963890154096,139.95560435952385,5.817122167314086e-09,0.013275054075833454,7.05461533278688e-07,0.0013017589663474084,0.0034029940203125,-0.002573956958503576,0.13240085646677432,0.002813427395219992,3.6823463641914373,2.167297080207991,2.9710137622136568,33.88797242183639,6.776459417835095,0.0041655224983150885,0.002396458127473524,0.00426680474436218,0.0032690703664276406,,,,,,,,,41480.91519407274,41915
3378,2,2461958.262429132,1.8142577136900695,88.51170588053544,0.000624647413369868,4.092218461913514,0.0004179953185040176,0.5502078366404763,1.5200161003749895e-15,-2.1816515369843008e-29,33.56552421089556,5.1714689673561365,182.8750168223801,0.14627328833946615,8.151938140739249,0.0003974365104148398,0.45683199168995287,0.10051183202189955,0.07335150812608697,1.5200161003749895e-15,0.10051183202189876,,,,,,,,,41719.51644407299,41990
3379,2,2463285.7228999925,1.3145003534417279,939.1203009225488,3.267652560897528e-05,0.11158868246561673,1.776375587779933e-05,0.12656394094438772,0.02011719030398255,0.005676405535042399,1310.3640042731981,4.2072092795760305,2582.2787238601486,14.014576853347666,3002.9899890159713,33.53772765292398,2965.474069870039,0.027929325812166644,0.013852197657163178,0.02090270139299965,0.030574906830363263,,,,,,,,,41711.73263584066,41960
3380,2,2462988.5672560246,3.5412121382575377,97.53073848010102,0.0003600325356568314,3.9156905809224365,0.0001229430692418663,1.4347952291341861,3.648670483191119e-20,0.002421986304734795,324.61356628074645,3.342060699631127,120.45281584233426,0.019224442712344362,3.3076448220037387,0.0002150475313189546,0.8121389447648077,0.7030209828233162,0.9866941391964374,0.002421986304734795,0.9866941391964374,,,,,,,,,41618.768954042505,41965
3383,2,2462158.3825101494,0.9545384544212588,1405.1873192823996,1.918570655734459e-06,1.0733311315044605,0.00015004775791609904,3.032196368322122,0.0205709940047442,0.013475587365334753,17.879786139121553,0.026732492704955608,33.088172348166346,0.030029953216944683,0.033309653832895164,0.010282016200253699,0.09397799255656689,0.000472961563650401,0.00046930351260720523,0.024591812645349903,0.0005051619634458749,,,,,,,,,42374.04621696386,41915
