Source,t0,u0,te,piEN,piEE,piE,categories
5142,2461781.7622896284,1.5069954962561354,280.60054745673284,0.0039910380297327,0.0013199727770447,0.00420365468216786,A
5144,2461809.3886793177,1.3843819929425802,1212.3314181447188,0.0145633434289233,-0.0246112459396097,0.028597279565173998,A
5150,2461790.567918801,2.085854124492924,134.2903632897726,0.0111173716860663,-0.0320271821233906,0.03390186348817685,A
5156,2463288.915719984,0.3952681696236167,846.4850616136654,0.0251405516755157,0.0049406958853581,0.025621432715226322,A
5159,2462905.546174045,1.624709458296815,476.9303542338735,0.0121071724915821,-0.0076648824423614,0.014329481797892847,A
5161,2462113.10305142,0.4653371443459427,233.8811516056552,0.0047857027131115,0.0106982221046668,0.011719850965736045,A
5163,2461752.4782503378,1.1453654779657332,109.18453364418872,0.0007062844065162,-0.0016615564752843,0.0018054383355426815,A
5164,2462353.478148485,0.7715642633530906,162.13581912792586,0.0082636478065946,0.0061716621530048,0.010313936629738793,B
5165,2462183.18058673,1.2897070213459676,380.2970639457539,0.0129225427290869,0.0084738823502649,0.015453115953464134,A
5166,2462436.1808495545,2.553660438381544,92.17874531296016,0.0040228912438494,-0.0070742230823568,0.008138076319302363,B
5167,2461563.447025834,0.2665670852577875,450.3413078070001,0.0068897008881137,-0.0066812617262488,0.009597251511881504,A
5168,2463085.016290219,1.7447156568724176,1138.9303159608442,0.0053781644010788,-0.0198730183104269,0.020587897150792116,A
5169,2462636.8479618053,1.9323419267902064,547.150834452967,0.0156321082617191,-0.0129725122478583,0.02031376092029588,A
5170,2462752.146272841,0.7651568181063781,360.19711759177704,0.008457873170708,-0.0275391978135734,0.028808731919105848,A
5172,2461697.2351856264,0.0529544713194348,123.45750683575444,0.0008154530728784,-0.0015374916973315,0.001740357559075181,A
5173,2462208.295138218,2.930668708938438,197.7942900726884,0.0013048459130364,0.0021292399639323,0.0024972556298413304,B
5175,2462132.463288194,2.248161574406235,141.8078427820122,0.0016521687977201,-0.0027792246113417,0.0032332261251646634,B
5180,2462629.0451133,1.2938430366854812,183.32183804966635,0.0047358039326701,0.0017679657680933,0.005055051121981193,A
5184,2462140.634356024,0.5257093595028225,26.065081494571395,0.0005273413806249,0.0003879480234738,0.0006546698409401519,C
5185,2461667.850096216,0.8817609051720805,538.9110671116014,0.0077228517497271,0.0048793906760502,0.009135146004185624,A
5187,2462070.7180813537,2.072936510052851,479.7209795419944,0.0029687408099346,0.0150217092443143,0.015312255569225875,A
5191,2462788.737401124,2.4663775624864845,331.8146755401128,0.0029566009939977,0.000195806169947,0.0029630777063549144,A
5195,2463239.205157351,2.530722758040006,728.0526591635876,0.0035695611088988,0.0293918678232581,0.029607831069668675,A
5198,2462625.5523998644,0.8318155594083974,79.16841444794288,0.0033135692559955,0.0070595750886836,0.0077985474062187135,A
5199,2462559.812643711,0.64979634075091,628.2811107286827,0.002600346756195,-0.0056243365373635,0.006196367059654867,A
5200,2462818.905461942,0.3041858671652896,113.65585441835395,0.0008129663046708,0.0059903462815371,0.0060452595300165115,A
5201,2461833.311709301,1.8511755095656968,268.2106943757981,0.0013388995314689,-0.0094100877026023,0.00950486204665984,A
5202,2461984.659647256,0.3347081131421562,31.13302018063748,0.0012438649022319,-0.0022016034013703,0.0025286868987539064,B
5203,2462668.690959131,0.4830022011342733,131.44515538132333,0.0326462119594404,0.0061992013514528,0.03322958399824716,A
5204,2462304.852850677,1.535361194702833,449.427731194424,0.0419069319536968,-0.0086151136247875,0.04278330432002386,A
5206,2461926.6320892405,0.8053450956534973,296.88293654560306,0.007683239052421,-0.0164201104164274,0.01812876687544729,A
5207,2462173.522860801,1.9018018310238745,1686.8893407595397,0.0067548753558263,0.0154189848205151,0.01683369935480685,A
5208,2462245.7868800266,1.8297449031109,199.124573104934,0.0039983970010715,-0.00657786203329,0.0076977560046532795,B
5209,2463027.170166105,2.300134814174651,82.66483451667948,0.0043015719658514,-0.0050664461042858,0.0066462318275118445,A
5210,2462265.256922853,1.544106642522824,115.85455733386544,0.0040998346128933,-0.0020671855809115,0.0045915030304908185,B
5212,2462609.50808956,2.6862076022724866,156.75383561104508,0.0007698036021589,-0.0086407167228406,0.008674939946205622,A
5213,2462020.4603252,2.4556189894408,191.3198395845072,0.0021012999313915,-0.0025509429810265,0.003304961647903692,A
5219,2462656.9291190663,0.0710944131750688,206.0858120868022,0.0052518781580008,-0.0026345022368601,0.005875612838037131,A
5224,2463332.3359874925,1.314708707607393,312.8235206277249,0.0108862187104435,0.0025387124855865,0.011178319144490504,B
5233,2461670.5890650367,0.2445613701513987,104.8416152570517,0.0068198299305083,-0.0012394637802081,0.006931547499909713,A
5234,2463228.3052483685,1.0920324941959252,185.10361211081232,0.0038671073141466,-0.0015724148140065,0.004174566723198136,B
5235,2462188.8783791484,2.660988630469945,64.960722095327,0.0022550129425274,0.0019108561627479,0.002955749422004124,B
5236,2462605.914932912,2.532331749300238,134.63348992692607,0.0010290294716465,-0.005323362586392,0.005421908416758364,A
5238,2462528.2467402983,1.5397656137687157,618.9271672599917,0.0167468322828543,-0.0033977396728112,0.017088037523198683,A
5240,2462893.9487698963,0.7396126766097261,76.04438139397118,0.0004775635680312,0.0035147282201572,0.003547024305397426,A
5241,2463127.01333926,0.1062884539600481,42.54720196645852,0.0051962962227794,-0.0025817250683634,0.005802309778311346,B
5245,2462152.9902219973,1.481483468816004,206.23186915976925,0.0009244487696553,0.0019136098722333,0.00212520781826765,B
5247,2461957.15294399,0.2227174552845435,428.67384180355793,0.0080739922255125,-0.0049916991171349,0.009492439651303643,A
5248,2462110.872246379,1.5297343775768313,69.96760488971974,0.0093249545007997,-0.0053379777337789,0.010744709522751366,B
5251,2461926.533115861,0.5818471252221987,167.23808055965472,0.0012308225281131,-0.0034383266087293,0.0036519876730359657,A
5252,2463297.072204931,2.7633405190457045,161.4654287890053,0.0033342794726472,-0.0078784455943549,0.008554959063895433,B
5256,2461854.361824455,2.6985933532792736,201.185897034108,0.0052442075107891,-0.0061644054525141,0.008093306308252664,A
5260,2463199.452415194,0.3872148299245294,532.8667291952735,0.0002328618463147,0.0111289184706111,0.01113135440838077,A
5269,2462283.060818397,0.7502645560765321,216.69127266601828,0.0005152225372001,0.0032878296714479,0.0033279540578698068,B
5271,2462156.7630385663,0.4903769253706936,72.27683240054756,0.0016328101346651,0.0145218072256654,0.014613314272787434,B
5272,2461577.0673978208,1.9969226649925813,288.0444777868434,0.0003030166555422,-0.0050570807922112,0.0050661509287118,A
5276,2462910.177386155,0.6479569923794843,706.1177685981672,0.0164082090208581,0.0100631759532792,0.019248294302062867,A
5278,2463192.9765600427,2.7919373042341804,211.0469061262343,0.00588269800251,0.0002433746692558,0.005887730209373601,B
5279,2462287.673358752,0.2239753455036898,200.6277360153001,0.0182611002413993,0.0033463656006679,0.018565180978373653,B
5280,2463057.6759947347,2.682074887939679,144.7869763097623,0.0042313057780959,0.0027559747775086,0.005049687669748628,A
5281,2463329.84425276,1.3866359714420229,71.54611175779463,0.0023365811951273,-0.0024204413159176,0.0033642455090589695,B
5282,2463201.5723936744,1.2809815055269425,1874.59191605999,0.0014481519291612,-0.0060880774276586,0.006257941416719996,A
5283,2462733.9860902466,2.8429665623883853,587.1681688650762,0.0058562829288238,-0.0052346488226163,0.007854781858113648,A
5284,2463073.593297123,0.5838667152236225,237.37237335299943,0.0023751562777384,0.0013083701022633,0.0027116783858298185,A
5285,2461517.197260788,2.090337946777102,356.8929644796264,0.0025202030093827,0.0298371574711513,0.029943403099293532,A
5287,2463091.9206225923,2.2187510065014826,180.3000057282772,0.0148445589034218,-0.0004932312630625,0.014852750792901012,A
5289,2462409.4748465293,0.4202318850351365,174.70625598478878,0.0015829055781941,-0.0020139811103182,0.0025615834911625517,A
5291,2463306.160549466,1.5641420256046057,28.158014958573112,0.0074858900818586,0.0028974306762176,0.00802705767022735,B
5294,2462634.6452944907,1.1934990559882568,452.84346977095913,0.0054550327533006,-0.0249484261239587,0.0255378414984941,A
5295,2462798.7324341894,2.7104993807768945,125.8459361428612,0.0017752783491907,0.0002892467326479,0.001798687546366167,A
5298,2462848.115404814,0.0387150128320389,369.6412869849714,0.0003017007019798,0.00134436854404,0.0013778062620627522,A
5301,2461962.071287048,0.9169480477979368,305.8988605815268,0.0064852907346404,0.0014388794777908,0.0066429940587373814,A
5302,2463144.199081465,2.712970665162161,38.01218034019392,0.0097239323719827,-0.0018082109622819,0.009890626252114147,B
5307,2461960.138306465,2.9793361639611216,414.6329230893801,0.005599662501615,0.0128058672167532,0.013976639628505398,A
5315,2461599.324928068,1.8969431857674768,96.504737411715,0.0006106613968073,0.0123295952525722,0.012344708438590259,A
5323,2462524.962092937,0.00313648042559,649.9670997573477,0.0058286389056321,0.0219047324372939,0.022666943654619246,A
5326,2463224.1767410687,1.1568018965835374,85.39723462478487,0.005199854598067,0.0010151924309837,0.005298028266531344,B
5328,2462232.5206973306,1.2630188561213846,188.3488369329578,0.0025744705105502,-0.0049255351967149,0.005557768921408113,B
5329,2462987.825879651,2.0648464207281845,272.511536959875,0.0012506424783232,0.0031921083105511,0.0034283614271070945,A
5330,2461959.094363008,0.1266443304224992,89.20577679671766,0.001346281711571,0.0016143330275283,0.002102033674963184,A
5331,2461567.3955099974,2.84165873245827,2238.4025248011303,0.0194938486595685,0.0048696984363677,0.02009288676182003,A
5332,2461937.8742060694,0.719654859300138,557.4036425503074,0.0038418925091204,0.0011202434006847,0.0040018849719117445,A
5333,2462225.6612083106,2.724434376940163,66.29790162775862,0.0052944555493064,-0.0026893183207352,0.005938324055979374,B
5334,2462905.04859148,0.1180127998457789,273.9122064016203,0.0049869723928676,-0.0010738572708473,0.005101280533883154,A
5335,2463300.4244781826,1.0248191251067649,444.41438264904406,0.0011954809670697,-0.016931815906235,0.01697396726240682,A
5336,2462124.746829487,0.155289704250815,57.32762500988961,0.0016531790383145,3.124307396794895e-05,0.0016534742400150727,C
5339,2462632.707009729,1.8085373282868424,1199.0468455788684,0.0071011015858219,-0.0122236072638648,0.014136556096637208,A
5340,2463080.141373902,0.0769975839337577,362.8566829041984,0.0095846207461121,0.0027265003222963,0.009964876258854612,A
5341,2461686.559213266,2.392882772657524,139.3918968498971,0.0043619257790439,0.0040066870263242,0.005922831875783947,A
5342,2462376.8542789565,1.073068702640393,189.36019472372715,0.0043509756348436,-0.0010186866829539,0.004468636428825944,A
5343,2462837.3160303035,0.1949729076679034,8.595181125269873,0.0004148781100047,-0.0029734977230136,0.003002301209893527,C
5344,2462966.0974315307,1.926953587069793,574.2369350965147,0.0158550718123334,-0.0326905519915447,0.03633256792034023,A
5345,2462630.470455481,0.9569761340743316,297.0943602006995,0.0480702896705123,-0.0119444317199515,0.04953203204108979,A
5346,2462217.3355510887,2.531215995299792,289.96022195081,0.0021599846402276,-0.0014298134150826,0.0025903474762991397,B
5347,2463316.761030929,0.0733559221304226,107.72798430580204,0.0010501635319696,0.0017687335722292,0.0020570031340300704,B
5350,2462540.946148192,1.8148349761130893,98.0715681738574,0.0002175874677361,0.0025903020767145,0.0025994247738196346,A
5352,2462425.895945921,1.986732717408128,1172.957909955698,0.0042199228525774,0.0072258804504901,0.008367860967205418,A
5354,2462907.536024747,0.6999602365734328,261.05732146594147,0.0043882295548903,0.0005646033317565,0.0044244022815113975,A
5355,2463203.9308210905,0.928959096015212,147.59534620891003,0.0046274457864891,0.0011623409500931,0.0047711938748241055,B
5356,2461966.632677297,1.6389041679070098,195.04019029295205,0.0022958583890318,-0.0001681904885803,0.0023020108129495334,A
5363,2462783.487327469,0.1770383863272463,135.95314205816888,0.0004594921438879,0.0066517009699236,0.006667552686224328,A
5364,2462300.990151727,0.2666063409597982,581.2905477642552,0.0003668618704256,0.0054911914899809,0.005503432711645599,A
5365,2461949.5738729173,0.195854077965066,67.59469662543404,0.0026506701292168,-0.0028691826941807,0.0039061824671292847,A
5367,2462304.25352448,1.6578252983970705,594.9662699273013,0.0024216211805723,-0.0037648637572051,0.004476432536352232,A
5368,2462967.5160738663,1.973327854752252,467.8991937938383,0.0022795689901216,-0.0044988245838973,0.005043397408236111,A
5369,2463326.979858623,1.505240117167288,101.76273527772608,0.007820644652239,-0.0005382620133645,0.00783914592105707,B
5372,2461532.510772343,1.8125218245869288,100.75091698324212,0.000977410051526,-0.001035058481324,0.001423613876226557,A
5377,2462928.9146645265,1.347162242652991,497.5265755378743,0.004008176555798,0.0140270313909709,0.014588457387459846,A
5385,2463126.094240904,0.7401968997609673,402.59659920926873,0.0049366842208493,0.0032107381450084,0.005888946470481324,A
5386,2462969.9190846365,0.278375292513795,101.31884260234256,0.0056929554863247,-0.0019473007023347,0.006016786700107269,A
5387,2463199.810622202,0.0612206870093871,931.8954764515644,0.0033901048345415,-0.0021883834023578,0.004035075303497662,A
5388,2463164.9489117744,2.1279888775853584,740.9694190867406,0.0103149034254626,0.0070682993175781,0.012504322769326419,A
5389,2463061.4532675724,2.08412621392682,356.0464397345594,0.0026018984701836,-0.0037714294957692,0.004581872552865442,A
5392,2462864.545667784,1.0780649150242911,2504.8813490669195,0.0203330940080739,-0.0460326796834206,0.05032337737848658,A
5393,2463012.646452152,0.9375247909671478,336.7017943325132,0.0040908977971041,-0.0155764057621624,0.016104653403717733,A
5396,2462337.922661724,0.7345362536859,61.8661762673084,0.0054229481306118,-0.000377983976929,0.005436105068348208,B
5399,2461803.572646154,1.82365364883665,894.1483114626758,0.0249058780125233,-0.0170593581279888,0.030188150975402072,A
5402,2462726.952786584,2.431056189386279,457.7818229399516,0.005067368613681,-0.0106081514331491,0.011756321767268136,A
5403,2461809.4080959344,0.8001622098952064,97.11442527379408,0.0129592014542084,-0.0058538609736468,0.014220006702865585,A
5404,2462860.040121133,1.8666682113636104,307.9912533215604,0.0007254616976589,0.0071744491420616,0.007211034264708396,A
5405,2463294.7664111694,2.742437098675814,288.9600509331611,9.092337435679265e-05,0.0024420458905061,0.0024437379547206277,B
5407,2463325.381010307,2.324464459413541,100.1107336566416,0.0035545949896092,0.0001921351801174,0.003559783907429435,B
5413,2462097.9132040087,0.6063711587754519,284.7617140281693,0.0023339614548102,0.0078073108985677,0.008148710299147573,A
5417,2462108.273119993,1.525749896678077,126.93730329451384,0.0014163167118494,0.0040459040967671,0.004286641224607058,B
5427,2462781.757936579,0.1134254433357307,37.73334671273109,0.0053594530546021,0.0011091542333477,0.005473021117978342,A
5428,2463137.6220677784,0.7981772855619302,11.703736458592164,0.0027183487283232,-0.0004986372799769,0.002763703845523091,B
5429,2461918.7142453785,1.2653115105369372,348.8009336860332,0.0053209037357411,0.000161964262844,0.005323368199501345,A
5434,2462946.220618312,2.611930773759385,127.99554028932572,0.0009250499168783,-0.0033196657210012,0.0034461424590267547,A
5438,2461513.353411274,2.9853292616791824,255.4859624436513,0.0007734520249158,0.0047570981899537,0.004819565460050015,A
5440,2461832.4267170453,0.0517685286302057,131.92589116051656,0.0081682291644668,-0.001801483385816,0.00836452688874972,A
5441,2462124.343160531,2.95534780826486,156.7542502511185,0.0034961206526869,-0.0008559628286365,0.003599379388471195,B
5442,2461917.0854853806,0.5914666205244196,364.66776319325845,0.0086950103804886,-0.0781463068662458,0.07862854750248321,A
5443,2462177.677852707,1.8541442232388603,576.856847984316,0.0178415958022587,-0.0035882847278924,0.018198855130463595,A
5444,2461673.7535121734,2.3562921318247603,338.3603512652373,0.0071548287136938,-0.0100424907382313,0.012330579635595348,A
5445,2462238.317356404,0.408881552243316,40.54207824899471,0.0047054538513773,0.0031021662561801,0.005636020886088334,B
5446,2462646.6475121584,1.0702530062725597,197.49801018679912,0.0023908852099459,0.002910909804557,0.0037669255338278356,A
5447,2462941.87265917,0.6736077985645622,213.81695180962043,0.0005795650346019,0.0158808671245414,0.01589143908702648,A
5448,2461773.074504074,1.7639319300425211,24.254960459089432,0.0111196580385026,-0.0069434864299484,0.013109492694079091,C
5449,2461965.4298022403,2.328176823698,227.90092839227245,0.0026125620101806,0.0016844660838245,0.003108521552859807,A
5450,2462798.41217294,2.280759254583538,215.37928489639785,0.0044959602663154,0.001853985202982,0.004863221139241259,A
5451,2461808.380793062,2.25252510694477,382.216202453595,0.0026795177188858,0.0023770226743805,0.0035819061964744397,A
5452,2461823.133092766,0.2235752932817567,67.85149073841404,0.0016252242277881,-0.0021215770757793,0.0026725349537586353,A
5454,2461848.888877049,2.4838269122746097,225.7780651965592,0.0005470533859491,-0.0038504323519373,0.0038890997292334614,A
5455,2461704.368080011,2.4829958639769303,179.38798581330988,0.0019575325130231,-0.000278895654609,0.001977300261898105,A
5456,2461742.010826801,2.5307576247229338,282.3075888144656,0.0085259247320212,-0.0056698213566925,0.010239055950276722,A
5457,2462749.0884067207,1.3335876036278194,68.90894991702895,0.0013057287321407,0.0030440565879184,0.003312281393901667,A
5459,2462601.9976683864,2.4699579175457,206.20112833115363,0.0006453623644693,0.0083801891423616,0.008405002239335135,A
5460,2461715.3484273725,0.0705418561777739,661.3631139546694,0.0140547119683776,-0.0043450461632004,0.014711028335041676,A
5461,2462238.275617827,1.3518928166011246,154.0143785477644,0.0064121482530209,0.0222127402040804,0.02311972042635223,B
5466,2463249.79066603,2.5268523464274435,297.97733964723847,0.0080634954980593,0.0044086527615168,0.009190004288293467,A
5467,2463292.249799099,0.4085230177329603,149.83611214487354,0.0018929631560321,-0.0061442883541949,0.006429275922651794,B
5468,2462910.212206908,0.3570360602320497,140.42187978343222,0.0020157262622114,-0.0014047674520552,0.002456933853102765,A
5471,2461720.247078231,0.1384469565817047,81.78807344170492,0.0023341796511572,0.0006207385517345,0.002415307639512158,A
5473,2462310.8963196804,1.752677137488786,316.9992498669771,0.0037612690683289,-0.0132095169387943,0.013734572536510238,A
5475,2463069.048007767,1.986930278335366,30.17229689307158,0.0150900707536492,0.0024379983251164,0.015285747321718009,B
5476,2462300.107429482,1.0816955882632329,322.8904043492409,0.0022346310391253,0.0033707901741419,0.004044230740093077,A
5483,2463216.415522193,1.0358900894412764,182.269954420276,0.003302703756874,0.002347483088859,0.004051978400503713,B
5484,2462537.0807101666,0.3526732458768149,76.08239198582119,0.0063764362638776,0.0038009098719746,0.007423331818137143,A
5485,2462028.4047409976,0.2823685328907316,408.18459908051966,0.0091882429166169,-0.004678424848735,0.010310745218461259,A
5491,2462937.9901993186,1.431619818457488,138.76681236021847,0.0025911797680196,0.0061096341193131,0.006636402765208639,A
5495,2461706.5730519253,2.064920595866472,779.0424366149512,0.0021438364727364,-0.0107117629043737,0.010924188726919328,A
5496,2462609.941761079,0.2488481930361833,875.2399698934341,0.0060580641800636,-0.0106333439999593,0.012237979662968888,A
5501,2461848.900727492,0.5766917808574259,198.84198317042825,0.0023883487749838,-0.005798992216073,0.006271564445418851,A
5504,2461836.08577116,0.4647669767350305,1940.0913719393247,0.0071414353894097,-0.0237036928037455,0.024756113425888352,A
5509,2462155.7521845684,1.2503778477127914,46.166305541188166,0.0022204772696641,-0.0015773129928671,0.002723680521383208,C
5510,2462284.055336471,0.9931965951800088,295.92747890560946,0.001981266049043,-0.0048026808535794,0.0051953015830102315,A
5511,2462358.911411515,0.1873310221908495,921.9720905758934,0.0230573246727031,0.0173615758757809,0.028862857411436942,A
5512,2463323.6977376672,0.8717788586002317,319.24757545339736,0.0094317252917464,0.0267861656010529,0.02839817088451294,B
5513,2463094.183320076,1.945388990391039,87.08894752371687,0.0004828431192709,0.0013217062208637,0.0014071406511422574,B
5514,2462355.758549134,1.7919832196898478,390.576298616414,0.0043583635804921,0.0011831777213914,0.004516109234745863,A
5515,2461588.411321044,0.6319430578076577,71.22396344768343,0.0024501648988034,-0.0001025474478688,0.002452309933591731,A
5516,2462716.2738246312,2.9093007994850693,793.9324780149648,0.0061409596052239,-0.0089900240025545,0.010887236400459839,A
5517,2462970.8035200867,1.5749436983476932,23.18472564597669,0.0005187386764187,-3.5043680121907174e-05,0.0005199210266272285,A
5518,2463219.8439767226,0.679033537857904,62.13089464566023,0.0021169794238852,-0.0008520722879141,0.002282023020257351,C
5523,2462280.5560913123,2.9657326252918583,275.179894910325,0.0121485097721518,0.0012440822546456,0.012212044478316962,A
5526,2462691.7746038395,1.8859581190090025,25.69917805555396,0.0022349425327574,-3.3968727501879533e-06,0.0022349451141968884,B
5527,2461685.387013426,0.3971475125048407,175.65791186762556,0.3468935019329183,0.1502910215968775,0.3780509130473258,A
5528,2462346.9100672044,2.223590235369192,63.49273754536416,0.0261769219108039,-0.0163980639842641,0.03088895827243685,B
5538,2461924.141780909,0.5476074053390836,127.1322691943158,0.0004294428004961,0.0045692191199826,0.004589355563182318,A
