Source,t0,u0,te,rho,piEN,piEE,piE
5000,2.0731304299728795e-07,0.9999999991952635,0.9999999193590092,0.9999999996256453,0.9999937670163547,-0.9999952921267395,0.9999943510239107
5002,4.060188668268189e-06,0.9870405133500583,0.9990199700193655,0.5332994159201512,0.9994084957530002,0.9999004636045759,0.9994130728283928
5004,3.130314894775088e-06,0.2273564119898338,0.9998619979571817,0.5168823039355823,0.7052033731496254,0.6304427158335962,0.6465471204160902
5006,6.461496752865216e-07,0.08163625166597771,0.09426659906801436,0.5103053026633412,0.9845914282430462,0.9910751878418066,0.9854802696880384
5007,4.061433284618877e-06,0.9442659551190342,0.999999763726023,0.999997772278808,0.9999922605324276,-0.9999703304275537,0.9999703774952652
5009,3.7190517946841844e-06,0.9936270156962833,0.9745773306130433,0.9901255682039722,0.9875029417426769,-0.9874555210651885,0.9874964563029109
5010,4.059644442199123e-06,0.8941591566874841,0.9999998442722986,0.024694270581501615,0.9887883335768074,0.9828117875565404,0.23949388856459744
5011,1.849318842019504e-10,0.006754761721544432,0.003675871221606051,0.2783907707043443,0.016930922292579927,0.323509725515066,0.04071755710653553
5018,4.0610496899771845e-06,0.9999998864489191,0.9999999999999998,1.0,0.999999995059615,-0.5020244447760918,0.9317176435704223
5020,4.06206364965979e-06,0.9999999999999997,0.9999906823178609,0.9999999999999996,0.9999999945735873,0.9999999999999998,0.9999999960723687
5023,7.629408364112118e-10,0.00017073060833867188,0.0011444334946390737,0.9938589060813635,0.08486593169665048,0.7656205040524379,0.07246600592168374
5026,1.101927941003611e-07,0.6306648373184615,0.9999999229379509,0.9999999999999998,0.9997668371033445,0.9999811485172592,0.4398769567957741
5030,1.1480778233769976e-07,0.9908966432626349,0.19338005785660642,1.0,0.9998131526804783,0.9999999999607618,0.7792707102133569
5040,2.8194010808721163e-06,0.7984461804465277,0.7188704965261814,0.9988147705100516,0.7386540929184888,0.752248161817707,0.7517966465596005
