Source,t0,u0,te,piEN,piEE,t0_err,u0_err,te_err,piEN_err,piEE_err,chi2,dof,cov_piEE_piEN,piE,piE_err
11347,2462960.3994218106,1.3440868636865395,374.5877209661351,0.003643059945285608,1.2170847219979498e-38,28.659709168742317,1.2367238344374092,230.684532124437,0.010750466896842982,0.022360970611518833,42126.77707064996,42355,0.0002122891810803245,0.003643059945285608,0.010750466896842982
11348,2463294.899069594,0.15436334756787023,858.1483090087572,0.003809840228592241,0.0006514055151512178,15.840657525029988,0.014763294855088064,21.752010780501653,0.00368879343564681,0.0009323365406761134,41899.74650623831,41571,3.2575466209362842e-06,0.0038651276450551025,0.003639421932989002
11351,2462196.7338879425,0.4476323490177694,136.24279490788672,0.014250806970549704,-0.0010571487083963329,0.49919463668376635,0.011780253546270098,1.6526643612646879,0.010118055486258562,0.0015981745516603014,42321.58445284952,42398,1.7756680417715797e-06,0.014289963705465878,0.010091023072942344
11360,2461947.9451049543,1.710746326526621,292.13232193372005,1.711565890538769e-39,-1.0263033627944437e-40,45.35812901119896,8.937038143637428,1100.0053258898186,0.013338566166714439,0.03414196412865129,41684.11913951892,41572,0.0002529951210594663,1.7146401323836445e-39,0.0134705657684123
11365,2463197.128859739,1.2138389733982977,723.4454495080054,0.0002518133832515089,-0.016895221036195063,33.80556275642752,0.3423558730905528,141.29393048893579,0.004625844915243818,0.0081613465384718,42116.150617448315,42398,3.455154591437244e-05,0.016897097497554803,0.008160731384039069
11368,2462731.85241506,0.05595720380961019,596.0743891425299,0.0017601630854072623,-0.00815967832297688,0.013080845153750126,0.00028308481257183324,2.5724468681001627,0.0002368987783190994,8.010754343130673e-05,42060.81328401266,42130,-1.7173518960227615e-08,0.00834736631649104,9.288293926770136e-05
11371,2461690.788489705,0.5197292285125416,54.070608759343585,0.0021538920706788644,-0.0033165608250984736,0.0014438685317389411,0.000659956228350722,0.027703227130385234,0.0023436669209109507,0.00046614241441740627,42135.76779740049,41783,1.0005971767520064e-06,0.003954595650469357,0.0013350128497260332
11373,2462645.047886686,1.4294309098813414,189.7602554375074,0.007334085668954799,-0.005515910180257582,3.5279693559142715,0.922754820523694,92.75361968344157,0.00696081408239641,0.017481807178920172,42279.924816501654,42360,-9.945833275167803e-05,0.00917682285522813,0.01188954007296099
11375,2461607.2400545552,1.2451515692336517,1480.017151259176,0.0026867299218484354,0.0023502453598347995,29.099390023131463,0.05195165251708998,67.22144592689955,0.0009157960291757548,0.003496511042714966,42282.282109285574,42398,-1.6908568318239445e-06,0.0035696177560602628,0.0024030890604050358
11384,2462459.035636177,0.7954010116780322,535.6532342490341,0.001829301941677195,0.0012819054958463521,1.6121436976145715,0.05961540544125006,26.023582767912714,0.0002922915606711008,0.0005938977719646119,41917.412556549556,41976,-1.291662981293595e-07,0.0022337473657746162,0.0004164856594533273
11388,2462358.6613991535,2.096743183937457,101.68351895391912,1.9986183982796055e-36,-0.009998055925059797,2.687100012674881,0.07101608143133797,3.10692977742385,0.016596811794483073,0.009141390701102028,42728.718492633656,42398,-0.00012943574052352204,0.009998055925059797,0.009141390701102028
11389,2461629.9748041253,1.9958624140520898,188.38408958865676,4.652836543514282e-16,0.0031171436143760684,5.230586780271103,3.022500189767955,223.18058748758813,0.006289991848998192,0.01406138367864461,41913.40401283366,42024,-3.0445971761479567e-05,0.0031171436143760684,0.014061383678644608
11390,2462994.688966834,0.5059125745420076,183.13598086888427,0.012971774709401127,-0.003436889361192595,1.0411383116768334,0.04991386782232019,8.282498585829554,0.008845489327359929,0.0012165213269425751,41497.58013355533,41649,5.790121029616875e-06,0.013419357197441967,0.008556136034644463
11392,2461799.6437706933,0.26391499364122606,409.2079457448922,0.02026894043866561,-0.001914724754531382,0.11689349343805577,0.0021654281633566594,2.9189770693284354,0.0002196692979279931,0.00031464968365653667,42175.49478618925,41893,4.34527992579686e-08,0.02035917771894998,0.00022068864231859677
11394,2461636.7081127604,0.4594970457825823,316.38200487974575,0.0060599829533279515,-0.0005717534169317134,0.13120646808110736,0.009446881332499041,4.696295545217026,0.0005486763353264273,0.000421158756879679,42266.66126200968,41702,-1.8522286144271084e-07,0.006086895379780932,0.0005476810636101434
11401,2461907.135122123,0.8913289209446086,418.5942057111673,0.07832599446354468,0.06576892342153343,8.540142789206989,0.08557259433131413,20.81882747951453,0.00635752649882873,0.007019826655525469,41964.659201391514,41570,3.600536719320413e-05,0.10227664785634481,0.006639411836539015
11403,2461901.936951303,0.568162229749931,410.3786843283483,0.01063148066770685,-0.007101788033510943,0.38516465479172096,0.007405573387053376,2.947757789953369,0.0001813218794937917,0.00021426850965204424,42700.281209728586,42398,3.6233258817283873e-08,0.012785295243393629,0.00019209102630715288
11407,2462197.3197281295,0.4082177379841336,192.2730348010299,7.885004828367923e-14,-4.887528414124371e-38,28.944600963319612,0.3722509293926025,70.35404977814558,0.33983277123343225,0.03408934162179331,42411.394603912806,42361,0.0015014815150067183,7.885004828367923e-14,0.33983277123343225
11408,2463098.3956849608,1.3343615671113231,185.26323038751843,0.004091600291885599,0.000456598059087429,7.729780763421116,0.35145480996887246,29.661534529648083,0.008957616433861799,0.006469003511832399,42309.298612267994,42398,5.4789332209874823e-05,0.004116998267684932,0.008931219541365887
11414,2462497.7782192086,0.1746627794725224,381.0818085773787,0.008128965743464903,-0.00604014631281565,0.1548089356300235,0.0004616311753568786,0.5237878516188003,0.00033664983002161086,6.145589992666485e-05,42511.751617945534,42397,-8.289115833390536e-09,0.010127361528979124,0.0002726944917181806
11415,2462840.861346456,0.603821615035647,376.50919357249063,0.001971962068008838,0.009236465066845063,0.42929072270888263,0.027098608328587556,13.784878086721646,0.0006816340086671927,0.00148624495522933,41274.91118750429,41571,6.937197524543726e-07,0.00944462393791912,0.0014604392851279926
11416,2462684.2132861568,1.7150899300821838,329.4204866807421,0.011239472146322123,0.00840087972538122,0.6038764476132527,0.007228708033250542,3.257735294213709,0.000353425690768588,0.0017000738728902309,42463.064205054856,42398,-4.543607945289282e-07,0.014032124368329697,0.001056450305456177
11420,2461600.074407978,0.4786588436501823,240.87023635586905,0.0007855532894762848,-0.003115820721622263,0.096041759042412,0.011503341588552233,4.719476490668701,0.0005268542352311316,0.0011453142973460427,42866.13517457902,42349,-4.490319295354536e-07,0.0032133211386193086,0.001118006375131115
