u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN
28.258,25.751,24.599,23.689,23.249,23.033,22.9988,0.3781404710477008,3365,2302,8.948152,2463249.955425749,2.928714298652144,2.375531405997526,0.0072835741843944,-0.9320544119625944,1.6701166345676568
31.498,28.218,26.813,25.217,24.441,24.097,23.9748,0.3816393617472886,7874,6947,5.201961,2461838.95019138,0.7180710081975492,1.5852586380735214,0.0220399234516916,-1.6225125256294968,0.3366871585306645
30.519,27.268,25.871,24.31,23.55,23.214,23.0968,0.4146227815831173,7861,7791,7.477608,2461532.262569224,0.461064474579945,0.9105452665436088,0.0259859037458828,-0.0663261753551997,0.1013044358782934
29.91,26.74,25.363,23.901,23.187,22.873,22.7708,0.4832291904615906,7109,6847,7.789291,2462927.319469238,0.507226782956681,0.6473596351110397,0.0292234412899918,0.4951141285326478,0.0497017457387255
30.717,27.726,26.402,25.168,24.562,24.298,24.2258,0.3034961322919948,7874,3579,5.439905,2462949.8838145626,6.667665489755755,1.2279844902890646,0.001805009314274,0.9197601923340898,1.2285880077359974
30.955,28.031,26.731,25.635,25.096,24.861,24.8038,0.2183499822055512,7755,6416,4.934172,2463298.775097258,2.8821893391177844,2.229136059221793,0.0033629575298781,0.0838167009542006,0.686073807742535
27.819,25.347,24.216,23.427,23.042,22.845,22.7998,0.430678469332503,7832,6188,5.86548,2461712.871809164,3.5359210728038493,0.733161554628294,0.0045036141748653,0.4927862480351798,0.3377050762098633
29.928,27.041,25.754,24.706,24.189,23.963,23.9078,0.2541868978067999,1238,842,10.58594,2462756.166757526,6.354986930076899,2.1705776797944134,0.0051841223445179,1.340290475365368,1.567741767472227
30.845,27.591,26.192,24.628,23.866,23.529,23.4118,0.4075239722825528,7721,7287,2.70511,2462073.0026757647,3.6315644421349056,0.2542514845445709,0.0091261528718174,0.0153713008334843,0.2863876523407813
29.76,26.901,25.624,24.615,24.117,23.898,23.8458,0.275202998106558,7838,7740,8.517275,2462515.972607865,0.4692377855446583,2.752877386286736,0.0149224822640833,0.0653498184543464,0.132379002274435
