u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN
28.258,25.786,24.652,23.998,23.672,23.498,23.4458,0.4689787458069434,7342,1381,4.148333,2461649.224751969,2320.8597826820287,2.3622091573393336,1.1269459377612444e-05,-0.0222467051318096,0.0015948047777312
28.02,25.519,24.371,23.647,23.284,23.099,23.0538,0.4673617446729038,7702,5959,4.710137,2461784.678870936,416.8628479372361,2.484127404781294,5.2494007864259e-05,-0.0018955799777878,0.0068054774509025
30.111,27.305,26.043,25.072,24.591,24.377,24.3288,0.2972714221902829,7637,2364,9.003686,2463263.925488844,476.3860076990947,2.1795091884504862,1.5414798371199956e-05,0.0202443687190013,0.0144480739413445
31.307,28.107,26.721,25.222,24.49,24.168,24.0598,0.4098766338492581,7914,3601,3.580153,2462338.992751455,727.0172696379783,2.8083349670977324,3.37985148094948e-05,0.0136227669376163,0.0162927379064948
26.834,24.402,23.372,22.967,22.773,22.654,22.6308,0.6000026394326471,7728,6637,8.345873,2462700.6672026985,143.29328241842498,1.2753011033600608,0.0001102745414335,-0.0061685450841505,0.0020379816333733
28.445,25.943,24.786,23.947,23.535,23.331,23.2998,0.4146227815831166,7999,7366,8.610564,2462518.3587732543,139.22239746175768,1.6559300402545576,7.344522619712567e-05,-0.0019900829924623,0.0025988579888934
25.749,23.508,22.626,22.332,22.204,22.12,22.1808,0.7081954967678572,7902,3924,11.72423,2463071.75430836,377.6090864147898,2.9277194589471778,3.4385566651972574e-05,0.010083576277081,0.0032169758168769
28.67,26.19,25.049,24.318,23.958,23.771,23.7278,0.4422350506102527,7336,4346,4.766784,2463049.612392989,383.73538968422594,2.8884876338880296,5.5978766910539765e-05,-0.0134412975470558,0.0130388182772589
28.018,25.538,24.397,23.666,23.306,23.119,23.0758,0.4437651171732513,7373,7299,4.050192,2462923.4321790147,89.12986972636863,2.027972919619148,0.0002832023544585,-0.0008497027428527,0.0011016685077764
18.525,17.632,17.848,18.067,18.221,18.259,18.9418,1.8393024988116489,7989,4522,8.29252,2462145.179524871,424.9273657387547,2.289997589248108,0.0001109804105364,-0.0083902992507256,0.0053439992727233
27.612,25.138,24.019,23.43,23.136,22.975,22.9218,0.501941565512031,7845,4313,10.14825,2462472.9100013394,299.4609238462675,0.5180590882792857,3.576149872937431e-05,0.0123653691262477,0.0021215911141444
30.435,27.76,26.542,25.635,25.187,24.981,24.9428,0.3274561571458787,7740,5942,11.21341,2461954.461323178,183.67483779107368,2.185614612565492,3.489085800887253e-05,-0.0061301785219922,0.0032383482454362
31.113,28.236,26.952,25.918,25.408,25.185,25.1308,0.2568343815751714,7878,3607,8.07434,2463272.146211944,217.46365317842395,0.5389618138685304,3.1537719616053656e-05,-0.0033127481921,0.0310894005410815
28.593,25.668,24.368,23.268,22.727,22.492,22.4348,0.2148588074330083,7911,6965,7.289909,2461934.36063532,64.49517885834459,0.7847750647693486,9.812038277185377e-05,0.0112220361130532,0.0072082564383453
23.126,20.736,19.751,19.395,19.231,19.125,19.1258,0.6370201365931497,6812,5707,5.209032,2462880.4313195646,370.3249139758959,2.2837379899656645,8.234275273925522e-05,-0.0037175505173554,0.0038915190144024
30.7,27.308,25.887,23.946,22.982,22.531,22.3538,0.2461235444980654,7821,7363,5.216353,2462468.727566461,187.69672197530537,2.3004989045199875,5.459514574765939e-05,-0.002900392315133,0.0006250666930192
15.805,14.827,14.993,15.187,15.333,15.364,16.0238,1.7585436830455077,7841,7410,11.08991,2462418.371367376,76.24629879407787,1.860528796841309,0.0004505279453763,-0.0030773743084925,0.0008928635781637
31.153,27.721,26.297,24.517,23.654,23.266,23.1178,0.2628168228426341,7486,7056,4.939094,2462852.1933635343,75.46747700558488,2.123592682775067,0.0001599863871769,0.0032647187701553,0.0072784055017234
29.498,26.291,24.905,23.397,22.662,22.338,22.2288,0.3936888916329802,7272,3217,2.560598,2462296.311884365,1810.664760991904,2.804082776833078,1.983383313632215e-05,-0.0021330048592143,0.0134875351859429
26.607,23.97,22.765,21.854,21.406,21.198,21.1608,0.3627882067248967,7822,7624,8.156494,2463068.1088659205,49.95670757106807,1.3895929439925043,0.0001933413897158,-0.0016822576588951,0.0024551136087251
26.641,23.977,22.765,21.856,21.409,21.202,21.1648,0.3409205346573279,7783,2161,4.601847,2463059.2608053912,1055.8573991498777,0.6193983096823046,1.531283148780717e-05,-0.0248802028816426,0.0035135567728184
25.62,23.127,21.981,21.2,20.815,20.62,20.5808,0.4478712252472619,4027,2370,3.97955,2461839.026565672,260.4762492470687,2.281411118163284,0.0001822452643324,0.0579741565210083,0.0195318457657488
28.528,25.377,24.004,22.563,21.859,21.549,21.4508,0.438180615295908,7862,6969,3.406402,2461829.6906845034,328.9714208282751,0.5060559510827971,8.447979817952968e-05,-0.0053027186529549,0.0003192230113972
32.184,28.751,27.325,25.4,24.452,24.014,23.8418,0.2407981582371852,7569,5025,4.016669,2461843.124861818,777.9747979424732,2.712372688394002,1.729298236431696e-05,0.0076144988922451,0.0017725926508446
28.793,25.872,24.573,23.457,22.908,22.669,22.6098,0.2307560843313173,7912,7742,8.68251,2462178.452791535,77.0044706187397,2.0223235645877957,7.409560806952568e-05,0.0010928610854865,0.0010508693000235
29.498,26.238,24.84,23.266,22.498,22.158,22.0388,0.3820789933236365,7808,7695,1.738464,2461632.9252449065,186.66807462410307,0.7683735747964806,0.000256132343047,-0.001472922484528,0.0015203413464251
27.654,24.88,23.63,22.669,22.194,21.982,21.9358,0.309494660521246,7961,7453,5.746559,2461664.3783046715,116.9978112918242,0.9718202276224646,9.821701829323152e-05,0.0022217382983631,0.0040863181068744
29.413,26.264,24.892,23.455,22.753,22.444,22.3458,0.4366698036478702,7699,7658,5.69308,2462680.26309473,30.71499734606519,1.6628934927984078,0.0005509445462733,0.0005125122933181,0.0013591134312413
26.03,23.56,22.432,21.778,21.452,21.278,21.2248,0.4727735386181703,7945,7610,4.431241,2462236.858592295,100.09354064015716,0.8279751454114744,0.0002278844296904,-0.0043370005781851,0.0014173771405586
30.67,27.291,25.873,24.157,23.324,22.951,22.8118,0.3084275477330513,7925,7816,5.056169,2461588.855076388,105.3997087768479,0.2614301320265531,0.0001240451285157,-0.0008314067775662,0.0008737067887859
31.015,27.668,26.255,24.58,23.766,23.403,23.2688,0.326703028883531,7692,7401,3.669473,2462837.959517966,30.3340254273456,1.6786330695727214,0.0006481372143615,0.0060014760364344,0.0156629349659146
28.942,25.774,24.397,22.937,22.222,21.909,21.8068,0.4412179382184195,7973,7241,9.814891,2462672.045845535,109.59400368242552,0.1666309156085328,8.738682066020678e-05,0.0021771749786714,0.0037142926267887
29.721,26.8,25.5,24.363,23.802,23.559,23.4978,0.2336970126635449,7861,2546,8.091804,2463036.644074962,384.0480858339197,1.970829000904169,1.6249171444510305e-05,-0.0246877397397154,0.0190977934877036
26.515,23.997,22.836,21.965,21.54,21.331,21.2998,0.4000858215197289,7536,7247,5.354578,2463141.107251449,158.38021440368723,2.689381999787813,0.000106334186073,-0.0009256521646769,0.0020826544489487
29.532,26.428,25.066,23.684,23.007,22.71,22.6198,0.4122428774794108,7751,7469,6.252849,2461594.2697715284,78.2407010503096,1.4014291572180273,0.0001846594619095,-0.0018658262435551,0.0031215924404039
29.762,26.847,25.55,24.465,23.931,23.699,23.6418,0.2226656172096124,7810,7641,5.269542,2461841.544699071,53.14290452874413,2.890219537216476,0.0001729301767872,-0.0036006090930231,0.0008238794989664
29.988,26.709,25.308,23.71,22.931,22.585,22.4618,0.3716662800190652,7757,7031,6.736166,2461542.676872231,72.31719058977319,0.3301706698776198,0.0001670674555118,0.009633484786347,0.002609718570581
27.482,24.955,23.79,22.898,22.464,22.253,22.2228,0.375105265766627,7915,3405,7.448598,2462133.3475710037,145.58633132659992,2.893404894708782,7.42324713338336e-05,-0.0060934102268679,0.0560338913893471
29.994,27.067,25.766,24.66,24.115,23.878,23.8198,0.2173467551660155,7007,2304,9.371993,2463257.0232652817,660.2021057344791,2.3106606383683097,8.515281284589224e-06,0.006025889553002,0.0161062274870518
21.365,19.787,19.236,19.089,19.052,19.028,19.2988,0.9292940593446364,7786,7501,2.143352,2462228.045141554,313.52509997240105,0.5511027179894694,0.0003016891989385,-0.0024906874477472,0.0009119179774058
17.978,16.907,16.735,16.75,16.811,16.831,17.305799999999998,1.5655003204992766,7214,6726,3.731109,2463025.283445425,228.46659841992656,2.051381645229469,0.0004324174252498,0.0033396036104628,0.0027235896686001
26.645,24.174,23.042,22.359,22.021,21.842,21.7908,0.462011899020665,5338,3869,4.08691,2461767.356516544,682.9645925389332,2.628262465471987,5.267058530911892e-05,0.0079521759004641,0.0048369216754616
29.915,27.013,25.721,24.654,24.128,23.899,23.8428,0.2312880320436248,7859,6757,9.643669,2462639.759749812,151.8020225175826,1.6071805899602405,3.414702200937959e-05,-0.0021670872392528,0.004702292414041
31.133,27.829,26.422,24.798,24.009,23.658,23.5318,0.341313259955302,7849,6893,6.405638,2462159.703535308,243.0712442488285,2.843668524346453,4.743836056864444e-05,0.0039102430272255,0.0013752890456763
29.225,26.104,24.738,23.333,22.643,22.341,22.2468,0.4184592389459036,7724,4709,12.43548,2461665.261914428,68.46461785193206,1.387070208424013,0.0001080858817712,-0.0319835552919657,0.0155454012428855
