u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN,theta_E,theta_s
18.634,16.023,15.065,14.733,14.571,14.476,14.4588,15.63699008766099,6556,5959,2.942646,2462044.711634581,4.860105061889538,0.9863575260886036,0.28328093985045316,-0.00017096572518653707,0.00035083295788600953,39.15556117713621,11.09202417063106
19.315,16.348,15.268,14.868,14.662,14.541,14.4398,21.43646458887503,7872,7726,3.213157,2462696.527417772,0.9785290547704384,1.108559428551112,1.4711237931543086,0.00023605750879221902,0.00014847165861523503,8.608261415575681,12.663818186145575
19.411,16.987,16.108,15.823,15.69,15.613,15.6588,10.943422354416445,7908,7160,8.104629,2461596.303446765,0.9603070311712486,0.9801504594772675,0.3020160812821484,-0.0006175478316388728,5.4720382613276644e-05,21.308507087568525,6.435511808560331
19.377,16.327,15.217,14.792,14.572,14.443,14.3228,23.996790548388795,7662,1936,5.65697,2462799.2923892066,3.791491940786865,2.498280767511294,0.24802977331477039,-0.006207491420587334,0.002163013322401459,58.72239880704469,14.564903264610837
19.442,16.998,16.113,15.824,15.689,15.611,15.6518,11.512063085990864,7829,7474,5.250912,2463318.8330959766,0.5932727436120664,0.09045262626715878,0.8017602991740383,0.00031903751719715944,0.0006357695630108843,8.529015656962416,6.838226144786244
19.287,17.009,16.16,15.883,15.755,15.68,15.7358,10.93083052365793,7994,7475,3.285735,2463325.638021897,1.7456315038927563,0.8949607593338172,0.4049400459195784,4.314300694761205e-05,0.0005514064769205456,15.703442927975537,6.358952900349893
19.667,17.009,16.035,15.697,15.531,15.433,15.4068,13.587925619319558,7777,3362,4.872004,2463331.976200362,9.419570661967347,1.2381805000144706,0.06466795586763145,0.0007677836109789048,0.0011030052884276383,125.6459574083164,8.125267228627306
19.565,17.135,16.255,15.969,15.836,15.758,15.8038,11.22414221758994,7972,3361,8.74089,2463283.0008211066,4.91333609447601,2.0193764329307355,0.05568529939525687,0.0014628882223532698,4.509812411807135e-05,117.5822870221613,6.547604856408078
19.768,17.32,16.43,16.138,16.002,15.922,15.9598,10.99393489693232,7565,5088,4.819691,2462666.57950793,3.518131117099492,0.13869112003643858,0.14557936732714807,-0.001386179042222154,9.241301188171243e-06,46.42383266777376,6.758352188675892
19.845,17.409,16.525,16.237,16.103,16.024,16.0658,10.94342235441644,6991,5867,5.133368,2462862.97797418,3.5005609790793044,1.8991148250101288,0.14796555527667776,0.0005250312536211353,0.00018600972577695066,49.198268889950356,7.279649174952805
19.532,17.38,16.518,16.216,16.071,15.983,15.9918,12.65182455541952,7692,7372,3.473393,2462510.2394686383,2.247241211933241,1.777618271786619,0.35792916374817507,-0.00017152629223293877,0.00020077206569804598,21.370436399289353,7.6491024293312
20.27,17.84,16.96,16.673,16.54,16.463,16.5078,11.198327406842898,7127,2847,10.68828,2461790.6549536698,3.315925760457489,0.8346015727923211,0.07530444236132443,0.0002759627671894704,0.002156250346305549,97.03365636408645,7.3070653827779095
20.471,17.708,16.696,16.335,16.155,16.049,15.9968,16.00122237706713,7870,3967,13.05441,2461807.699239368,2.8149287748532994,0.2240832619350479,0.09398111331354088,0.0012425808608356893,4.236418705828263e-06,100.60844448386766,9.455293621337454
20.146,17.947,17.066,16.753,16.6,16.508,16.503800000000002,13.92044634994933,7662,7307,4.714332,2462537.9478233447,1.5817134909949997,2.1489611982593546,0.4138565627361118,-0.0002219337782740882,0.00021728409385465323,20.415393635672654,8.449044636964178
17.643,15.201,14.317,14.03,13.897,13.819,13.8648,10.893141895951931,7998,6286,3.223836,2462935.9724496915,3.3786852892433177,0.567496883988883,0.21239187329899709,0.0010074024782236127,0.0005375988569386256,29.82156678475844,6.333858434125994
17.861,15.411,14.524,14.235,14.101,14.022,14.0648,10.930830523657926,6486,2846,6.916649,2462128.67470473,4.032674266419356,1.9872887583600138,0.10262995807709838,-0.0014747295359827809,0.0021196605064036796,76.36575614553092,7.8374143517417565
17.889,15.446,14.563,14.277,14.144,14.067,14.1128,11.159716471319475,7938,4020,7.22649,2463208.2118934733,3.5674824048576275,1.6374787725184523,0.09262743466771499,-0.0004777643186922169,0.0016726191650323745,70.58282251575523,6.537905781241039
18.876,16.158,15.163,14.814,14.641,14.539,14.5008,14.376499741199812,7930,7908,7.469831,2461943.5538930884,0.20755072598183621,2.960726416752158,1.986240149298408,-6.266668473342676e-05,5.388652031981836e-05,4.244678568135868,8.43095099289794
18.049,15.566,14.666,14.371,14.233,14.152,14.1858,12.321204360152835,7925,7650,7.562049,2461746.587804067,1.0169363293057863,0.8122937841787011,0.3434056658311193,-0.00019817437385681672,8.450959515851625e-05,21.05440753481312,7.230202838172235
18.84,16.511,15.621,15.32,15.177,15.092,15.1118,10.855583215614097,7906,7363,6.417583,2462427.2469141404,0.3012598212406803,1.6323794223433434,1.2063420278599337,0.0005595323780595725,0.0016710544783587352,5.293250944222392,6.385471078024749
19.173,16.718,15.828,15.538,15.402,15.323,15.3638,10.981284944923804,6968,5787,4.056098,2461892.988589998,4.0148614292653155,1.4771059317298305,0.16438146053041439,0.0006555471125637245,4.214335390933681e-05,44.58500044769388,7.3289474913411
18.405,15.461,14.285,13.781,13.514,13.359,13.1758,35.73988583275144,7590,3181,5.868507,2461947.8178070933,3.5805497294837814,1.4025919868357128,0.38064564382112404,-0.0008942565115276256,0.0030457291314377488,57.52903805974998,21.89817773066348
18.758,16.514,15.62,15.305,15.152,15.06,15.0548,13.619249022856884,7891,2382,6.05129,2462458.8605371257,9.804108394853891,1.3750752759791878,0.04941421070920079,-0.0015029366605132362,0.0009985215890596418,162.4298510299669,8.026342884258879
18.803,15.548,14.255,13.568,13.213,12.998,12.7268,53.907992697391,6946,5775,5.492103,2461797.2127974755,0.15731975040547025,0.5807338564593757,15.257496380774736,0.007459459061035869,0.00983099129119373,2.3655476335691565,36.092334457731646
19.332,16.839,15.936,15.64,15.501,15.42,15.4518,12.166149836447367,7834,6670,3.192719,2463168.9949466013,5.199981793811188,0.5232450072108382,0.1588890212164679,-0.00029348023010846135,0.0003924952509316388,45.454019637933094,7.222144690625299
19.418,16.98,16.097,15.812,15.679,15.602,15.6478,10.99393489693233,7741,6930,6.69382,2462276.4036630667,1.842158108200798,2.3439082240509093,0.19563293817894606,0.0002647659112837628,0.0003611370001904678,33.760642814063424,6.60469374852515
19.507,17.034,16.135,15.84,15.702,15.621,15.6548,11.044680594750906,7940,7798,4.90878,2462683.9212658987,0.7225325026934842,2.005777064518355,0.6661752867442376,0.00013777471117998338,0.00019183148007689604,9.710480762687807,6.468882306507953
19.831,17.246,16.298,15.977,15.821,15.729,15.7248,11.53860113217187,7827,7480,6.974423,2462888.951662162,0.6177720951430757,1.343251545464636,0.5811765356445316,0.00018818658674577725,0.0004658691610771552,11.796314604035745,6.85574125494649
18.95,15.816,14.626,14.13,13.868,13.716,13.5378,37.81404710477004,7712,4008,6.431996,2462558.232409522,0.45393762890887907,1.6769710779258322,2.85253515481929,-0.012825941596105275,0.007760090524681625,7.993771426122915,22.802514012605545
19.772,16.967,15.942,15.575,15.391,15.283,15.2238,16.62084735067262,7148,6496,3.30723,2462879.0825436525,1.4750798020526938,0.42722702925922074,0.8096093550352744,-0.0010451601457265422,0.0001134699274341486,13.356408415448955,10.81347320281934
19.694,17.25,16.366,16.079,15.946,15.868,15.9138,11.159716471319475,7479,3538,5.793145,2462562.7010375033,7.009029870642979,1.181895561452738,0.062420053114329584,-0.0013283483341567169,0.00017439706717116188,111.1685868582232,6.939149096335253
19.338,17.206,16.39,16.124,16.003,15.931,15.9968,10.99393489693233,7894,7048,6.783765,2462210.461840235,0.7836874744618865,2.4297721432386328,0.444968383780842,-0.0004655724233277661,0.0009352013596069914,14.555377577530292,6.476682835993562
19.795,16.7,15.574,15.136,14.909,14.776,14.6488,25.06993228230838,6242,4002,7.302746,2462725.762890228,3.841901926936406,0.7907134765691661,0.24315530132901542,-0.0007980483433532288,0.0008519676884993356,76.81432971752808,18.677811488851884
19.998,17.53,16.634,16.341,16.204,16.123,16.1588,11.031972253216887,7137,5641,5.78323,2462396.249967589,2.887214006135487,1.5908628551742998,0.15724427394488383,-0.00024045212274525983,0.0007764521833271236,45.7150517637315,7.188430122940741
20.003,17.562,16.678,16.392,16.259,16.181,16.2268,11.095660524068132,7083,4492,7.344068,2462362.5465488513,4.0160909061908345,1.643474435883358,0.09021578051730678,0.0009087704884150964,0.0004371909811521175,80.75138866323644,7.285049556110273
20.301,17.723,16.778,16.457,16.302,16.211,16.2078,11.645366493932157,7699,3857,7.3644,2463191.430141523,1.3725796502779941,0.2621568986715128,0.2541737708380857,-0.0006082034380463998,0.0046353453827728186,27.67481335114924,7.034211666701801
20.248,17.268,16.183,15.781,15.574,15.453,15.3528,21.313420867424828,7225,7123,5.821549,2461953.855381335,0.6510778878963256,0.5916921105958884,1.3219974642691674,9.804555752192206e-05,0.00016390699613557367,10.377226084065617,13.718666569282608
20.445,17.961,17.062,16.767,16.629,16.548,16.5818,11.957851639996925,2548,1210,3.367108,2462824.281341998,22.009874520304287,1.6973685991719742,0.1075637512996286,-0.0011789017389092753,0.0017846593837824787,202.90109398032232,21.82480281132196
20.696,18.231,17.335,17.042,16.904,16.823,16.8598,11.031972253216887,7566,6523,6.123957,2461543.734863266,1.0195002233796924,0.698842001904235,0.39669267567372407,-0.0008713441455064353,0.0008771089928396477,17.09343060771425,6.780838724217297
16.961,14.504,13.617,13.33,13.197,13.119,13.1638,10.930830523657926,7613,7016,2.242982,2463084.930946005,2.0571646755432442,2.4972052960545876,0.5285539227501405,-0.0002383362349527965,0.0008520515473404289,12.63294548467991,6.67719289181624
16.363,13.238,12.08,11.603,11.352,11.207,11.0478,35.08755940007283,7418,5865,7.98201,2462933.901866198,2.2195983506542536,1.5693378888729974,0.4534887177656333,0.0006952145546307099,0.00024130675955952524,48.50610877729161,21.996973073214303
17.129,14.619,13.712,13.415,13.276,13.194,13.2248,12.349607669609446,7473,7041,7.941559,2462961.6030124766,0.44607310705403047,0.3109941737971469,0.7923794186321772,-0.0001690537094568729,0.000829459148288191,9.698879939720465,7.685192848018988
17.376,15.146,14.307,14.035,13.91,13.837,13.8978,11.07014121301616,7893,7150,3.011351,2463114.7430041395,2.928521668144113,1.5462319431011426,0.2701394758501222,-0.0004729018788697855,0.0002714703493880097,24.144576738911546,6.522403304872618
18.171,15.712,14.822,14.534,14.4,14.322,14.3648,10.930830523657926,6325,5341,6.279924,2463028.3852060856,2.3702099326676644,1.5130811236707666,0.1972142286354502,-0.0001362668493354031,0.0007016516392973945,40.75219230991937,8.036912171604275
17.782,15.674,14.866,14.603,14.484,14.413,14.4828,11.01927853428269,7899,6273,5.95331,2463294.582151129,2.7702374219381625,2.085744478988979,0.14367869462718838,0.0004982533144572337,0.0005290709707089466,45.15286008596491,6.487503995835515
17.661,14.819,13.404,12.175,11.587,11.135,10.7058,98.4358194145932,7703,5053,6.203793,2461832.599712249,3.4269262603916566,1.5055650327089367,1.0209818483485604,0.0006812649212270884,0.0009507972575367127,58.20654660022981,59.42782753388924
18.589,16.124,15.234,14.945,14.811,14.733,14.7768,11.393395172552994,4276,2362,7.873965,2462570.245721826,4.603872831539567,1.6715433999855045,0.12484911875077975,-0.0014155634417007557,0.0012814065670888328,99.24909935658714,12.391162591478485
18.376,15.345,14.254,13.853,13.648,13.527,13.4298,24.697509483376034,7700,7593,10.14045,2462235.355788182,0.3723843716437843,2.0473329943677268,1.4427815418104921,3.1267120528650724e-05,0.00017423628795225853,10.338521838289424,14.916228477888659
19.101,16.625,15.728,15.436,15.3,15.22,15.2578,10.99393489693232,7854,5667,6.067484,2462515.351805078,3.9537632934531697,1.565668002290937,0.09911280674375073,0.0003846509566158996,0.0006416683966109276,65.67938541496075,6.5096682336813245
18.598,16.43,15.601,15.329,15.205,15.131,15.1898,11.63196698514382,7957,6619,1.355162,2463236.294662855,7.096098140904894,0.14399898677414424,0.2582140029178235,-0.0009645948968195319,2.5255677704761793e-05,26.328165773648074,6.798301073897703
18.939,16.821,16.004,15.736,15.612,15.539,15.5998,10.99393489693232,6891,6103,3.452275,2463171.072082848,1.8532320293936781,2.698696053618775,0.4235674185025795,-0.0010128993454432988,0.00034388882233525684,17.516404118480658,7.419378073912804
19.597,16.9,15.914,15.573,15.404,15.305,15.2768,13.808711649457726,7783,7383,9.417367,2462390.6710263407,0.4755737215821185,1.5226365627704417,0.6728923668126671,0.00031810344217844455,0.0004702122318341317,12.261881647350119,8.250926563262226
19.458,17.003,16.116,15.829,15.696,15.617,15.6628,10.905690311087032,7780,3592,15.60128,2462957.340159027,2.631573430441116,0.061110004879855184,0.05799421250237934,-0.0012872144588441422,0.00034725000929691514,112.40496626659103,6.518837499987462
19.566,17.109,16.221,15.933,15.799,15.721,15.7658,10.94342235441644,7019,5510,3.165191,2462942.484174215,1.7795297401059584,2.329298754011776,0.47017503084515117,0.002321442277504694,0.0010062800815463732,15.42108560606631,7.250609400497944
19.827,17.241,16.294,15.975,15.821,15.73,15.7298,11.485586075622347,5459,4639,4.584388,2462785.3669483275,4.461968438598744,0.9051103432097539,0.174710505951635,-0.0002980251950379832,0.0004954457101566628,56.00381811441702,9.78445539799314
19.604,17.127,16.23,15.937,15.8,15.72,15.7578,10.99393489693232,7662,5513,2.399239,2461976.130064444,7.7772466242859934,0.49953727995075703,0.13061662135237187,0.0005843711347105047,0.0008063759440137161,51.08685397290979,6.672792261463473
19.713,17.232,16.333,16.039,15.902,15.821,15.8578,11.031972253216887,7330,2438,4.168788,2462843.02837097,2.4797940120698994,0.24978147360138492,0.24729229504174322,-0.006782076755568307,0.006895640097566682,28.303177330564964,6.9991576790488494
19.391,17.173,16.334,16.062,15.937,15.863,15.9228,10.918253181438445,7887,4013,8.581011,2461513.1542195464,1.2936392199358917,2.607212694180672,0.2118246528979665,-0.00352114758588497,0.0019547137672024976,30.392148874199332,6.437806386100597
19.806,17.329,16.431,16.138,16.001,15.921,15.9588,11.031972253216887,7980,6347,3.567292,2462296.2178582177,5.66097785712399,0.39970744828872273,0.11628052111275762,-0.0005745221860627997,9.989875241418345e-05,55.28914721942657,6.429050850554895
19.014,16.305,15.218,14.778,14.548,14.413,14.2838,27.017997730404588,7516,4397,7.394442,2461649.631308946,3.8918077600498786,2.650898138556883,0.21217607872855165,-0.001041903207092863,0.000591018670356763,78.78917661009923,16.717178539382175
19.737,17.286,16.4,16.113,15.981,15.903,15.9498,10.981284944923814,7888,7730,12.80879,2463037.0850170623,0.3940834521999245,2.4299765355387324,0.4684645912278891,-0.00010772571236333765,0.00015346648338480104,13.819937526909982,6.474151384338849
19.748,17.241,16.335,16.038,15.899,15.817,15.8498,12.166149836447367,7926,7190,1.315144,2461905.516865504,9.435314538119567,0.5370820284345343,0.21011459397649418,0.0003798380249394108,1.5406504663585374e-05,33.973435463164186,7.138314598329371
19.773,17.294,16.398,16.107,15.971,15.891,15.9308,11.658781438358844,7552,7176,2.856083,2462688.2747139996,2.212753241359383,2.5076202253260567,0.41492937862726575,-0.0003937705398792436,7.572982804024567e-05,17.302688339059358,7.179393721107137
19.828,16.936,15.882,15.499,15.304,15.19,15.1138,18.56321355293715,7765,7663,7.549549,2461672.8265338466,0.1889325038664707,1.2958830583112304,2.846890926817319,-7.155861401054839e-05,0.0004330854487736523,3.9051476950927038,11.117529541040984
19.948,17.495,16.608,16.321,16.188,16.11,16.1568,10.943422354416445,7879,7656,4.894032,2462709.685033766,1.1478930660631905,2.750113182213342,0.41995295266668253,-0.00015217430075759102,0.0001860475340438118,15.380767687587594,6.459198804682713
19.944,17.492,16.605,16.318,16.185,16.108,16.1538,10.956028690404134,7859,4380,14.00493,2463307.8676975844,2.556039537096386,0.2677107073714753,0.06614913633985646,0.001027914257247921,8.260570258142693e-05,98.00726843057437,6.483096161710973
20.435,17.751,16.769,16.429,16.262,16.164,16.137800000000002,13.386072130692362,7919,6405,6.032092,2463188.243595291,2.5192691155309666,1.1719049979024534,0.18894139372242807,-0.00014992698105310243,0.0007015971340599433,41.60564839874447,7.861029195184089
20.511,18.032,17.133,16.84,16.703,16.622,16.6588,11.031972253216887,7818,3988,5.728385,2462437.2384477993,7.06048365129793,2.3579661206064984,0.05926218502573158,-0.0001798434320493287,0.001094682808113226,110.73283679901517,6.5622698628073755
19.848,17.776,16.973,16.708,16.588,16.515,16.5818,10.99393489693232,7537,7281,4.531107,2463286.958011837,1.3064687740206382,1.1833592087565528,0.4185410981470597,0.00027358236989556353,8.94386187455751e-05,16.20739166939448,6.783459507407873
20.801,18.328,17.432,17.14,17.004,16.924,16.9628,10.981284944923804,7662,2799,9.411659,2462363.8367010895,4.220073629929256,0.4550038985672239,0.0612931042459233,-0.0016110055468109804,0.001324020748052682,108.74166724103038,6.665114346079978
16.833,13.946,12.895,12.515,12.322,12.21,12.1378,18.287450384903305,7943,4223,1.047373,2462736.4974246426,36.49592887049275,0.3615313951631194,0.10230800560502565,-0.001056696253062892,7.969230927244096e-05,104.65393705372922,10.70693557868093
16.871,14.292,12.821,11.362,10.587,10.032,9.5158,111.85442274667732,6339,1969,4.591532,2462876.8632017756,12.874489419001295,1.4024966934611358,0.5070275932141901,-0.00029240989319363037,0.0021434506928575533,161.8442988391673,82.05952531586114
