u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN,theta_E,theta_s,M
32.301,29.22,27.113,24.495,22.827,21.965,21.2038,0.1867038015429299,7825,7574,10.67427,2461713.238573166,0.5505562228767694,2.381089780934623,0.006896294048397763,-0.00016974281590047372,0.0002011733742248513,16.089762554871495,0.11095973374729348,7.862966913303356 jupiterMass
32.227,28.867,27.281,24.722,23.249,22.512,22.1068,0.1961792911001628,7904,7617,5.90198,2461524.1064832383,0.6230712606017712,0.02793514407301101,0.011464565292119247,0.00036796884589972904,0.0002979706615291526,10.068046868299634,0.11542578068573786,2.7352101551800905 jupiterMass
30.983,27.616,26.127,23.634,22.244,21.552,21.2058,0.1964052809210195,7953,6628,9.954552,2462471.437105586,0.42044664361309914,1.213555178443145,0.010022507383221812,0.0002763032819022252,0.0021761421116189826,11.458885631956367,0.11484676584977703,0.6719448446822781 jupiterMass
32.146,28.835,27.42,25.085,23.836,23.22,22.9468,0.2012116678075175,7223,7101,8.432836,2461788.5104727824,0.35892659543389216,1.043302713080328,0.015633026644109586,-0.00028520093342335813,3.238911904919471e-05,8.28684220487984,0.12954842498441835,3.7136988906239417 jupiterMass
32.195,28.837,27.12,24.495,22.935,22.151,21.6768,0.1899560634293171,6878,2661,7.117403,2463296.890613386,6.741692462854235,0.13977825643073982,0.000977658793601617,0.00046715347421008184,0.0016905063806523996,131.3712311025219,0.1284362393136508,9.635078052958725 jupiterMass
31.683,28.33,26.868,24.438,23.105,22.444,22.1268,0.1957280912512956,2523,2228,3.279524,2462883.4809489264,7.764512883487916,0.31776736724420807,0.005174849191915071,-0.0005298905646989932,0.0005346578518043241,69.71637604300567,0.3607717322293951,11.913278134510454 jupiterMass
28.153,24.84,23.419,21.091,19.841,19.223,18.9438,0.2009801476134122,7952,7903,7.792146,2462433.0224459395,0.3581209695425982,1.0108748616866796,0.015384265721706718,4.190536232894676e-05,9.305381054655596e-05,7.640057167248401,0.1175366695899793,9.629788357703433 jupiterMass
31.204,27.901,26.493,24.21,23.001,22.407,22.1508,0.2012116678075176,7107,3529,6.374391,2462180.444632983,2.2041024288969036,2.6077781811288476,0.003422813127439378,-0.003702390088372695,0.00021630838382865478,38.46628524528012,0.13166290610137243,1.3341645157966984 jupiterMass
32.172,28.821,27.363,24.945,23.623,22.967,22.6558,0.1966315310721021,6706,2807,7.044273,2462146.147746492,5.709521947263753,1.7791158439598669,0.0012383417133782421,-0.0016638843785452152,0.0008774155057381038,110.11480163180691,0.13635975212103701,7.53000701284142 jupiterMass
31.369,28.046,26.615,24.267,22.999,22.37,22.0808,0.200287184169939,7856,7160,5.620246,2463306.5648828656,2.264511740135448,1.9957082217633362,0.0034025820000948234,-0.00013132370881413098,0.00032992824150971327,34.84493648035399,0.11856275366249994,12.622223457141034 jupiterMass
