u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN
30.156,27.276,25.99,24.968,24.464,24.244,24.1918,0.2289038835238722,7824,6459,5.961816,2461818.644771829,318.9367929381745,0.2052916603204667,2.613532733796196e-05,-0.0051525913898566,0.0006097520575918
31.796,28.568,27.176,25.644,24.897,24.568,24.4558,0.3573988583275141,7856,7731,6.501677,2461816.006387937,66.98388143355415,2.081180884456681,0.0001774364346697,-0.0011912253616831,0.001249168951581
17.237,16.487,16.752,16.997,17.162,17.216,17.9228,1.8350722204533647,7927,6294,10.61566,2463045.226322512,194.680324598709,0.816978128027205,0.000190266380474,0.0043607419160436,0.0038006950943681
31.712,28.416,27.01,25.392,24.604,24.253,24.1268,0.3421000682786426,7928,6949,11.00274,2462088.303056918,77.0404397998391,1.750467102999449,8.646826232470181e-05,0.0009131570258289,0.0076025091652125
31.138,28.004,26.634,25.216,24.521,24.217,24.1208,0.4184592389459038,7889,4283,6.028533,2462656.865052969,343.6815485675108,0.1952825617733574,4.348607010041556e-05,-0.0061172690908944,0.0177915876352144
28.674,26.147,24.968,24.171,23.776,23.583,23.5618,0.3798858881578302,7796,2943,4.059637,2463073.001125009,1065.710128577737,0.0270279748112445,1.9131184098099843e-05,-0.0016290847789467,0.0177826843125164
31.817,28.599,27.21,25.691,24.95,24.624,24.5128,0.3632061226088153,7917,7440,4.517968,2461817.3721587304,77.68843275336293,1.5879770361359022,0.0002220137236689,0.0084038785027538,0.0006244827524127
21.276,20.088,19.719,19.639,19.643,19.644,20.0118,1.1082893523494812,7895,7689,8.273539,2462259.4798884788,54.74317870790892,0.1219775459489976,0.0005264613735669,-0.0011450514225117,0.0024855448638717
18.049,17.042,17.097,17.229,17.347,17.377,17.9748,1.616788311718752,7443,4715,7.013225,2462574.0151615283,364.0651711360897,0.8202408504684952,0.0001445090520188,-0.009448677615088,0.0058633354905285
31.215,28.325,27.036,26.0,25.49,25.267,25.2138,0.2203703497157452,7694,7479,2.713901,2462034.112632697,148.83018759253522,0.8414818121869286,0.0001204488796004,-0.0027957194838696,0.0018972288401185
30.581,27.765,26.5,25.554,25.087,24.88,24.8328,0.2619106514982379,7972,1549,4.163381,2463048.6665924536,1667.655486796384,0.2549663980622186,8.037485346187014e-06,-0.019682896396163,0.0190077361994842
29.855,27.041,25.776,24.826,24.357,24.148,24.1018,0.2689386130683602,7959,7497,7.45207,2461576.6701687044,138.22105364272318,2.362855425467192,5.572246846776629e-05,0.0024969149433973,0.0011417786679084
30.816,27.654,26.278,24.826,24.116,23.805,23.7038,0.3987063576679134,4671,3172,8.790782,2461520.473725989,370.9983044589962,0.9494004583800216,4.4456029753909415e-05,0.0033994979055145,0.0108085069458667
