u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,m_planet,m_star,t0,te,u0,rho,piEE,piEN,s,q,alpha
26.768,24.292,23.181,22.544,22.227,22.056,22.0008,0.504258422510444,7480,7169,5.174383,12.377993928003807 jupiterMass,98.49986724608875 solMass,2462592.446701742,152.26167348230462,2.018236606428364,0.0001453413563505307,0.0007010180687304626,0.002595697466701266,0.8711101400996546,0.00011995916301348052,0.555455560918826
30.852,27.694,26.318,24.871,24.164,23.853,23.7528,0.4793504736799818,3828,3307,5.555562,5.53101640008968 jupiterMass,55.63084993196025 solMass,2462532.4888771405,283.9039609639485,0.2018136795225025,0.00013485547940204822,0.009063202118131797,0.0029481511298713246,1.1601089767343118,9.490914429624887e-05,2.8191980128795646
32.056,28.752,27.344,25.721,24.932,24.581,24.4548,0.370384804468951,7890,7650,3.155319,0.5430865755138983 jupiterMass,35.368724245525044 solMass,2461584.9133343846,123.88285467395096,2.14105917495481,0.0002039898208682443,0.00337868461454198,0.0015455990777415527,3.376058463820595,1.4657789462035985e-05,2.601918725981123
30.659,27.79,26.509,25.484,24.978,24.756,24.7038,0.2521466258082346,7240,5807,3.529914,6.8391985227960115 jupiterMass,22.47535945139694 solMass,2462778.98148851,258.48500860594066,0.3079865881874265,6.483386696891827e-05,0.007785955399102241,0.011204542504116323,0.5946080799606982,0.00029048075911537036,0.23072295656886865
22.596,21.018,20.472,20.329,20.295,20.274,20.5538,0.9411376787058192,5438,4840,4.281395,9.216257267382503 jupiterMass,84.58040699325109 solMass,2461669.3057065746,337.50924854573503,1.076060587830563,0.00020343693213238027,0.005541034102906997,0.0015094841127116156,0.0833434883547376,0.00010401683272726772,1.527674730993136
31.049,27.794,26.395,24.83,24.068,23.731,23.6138,0.4010081145899239,7426,4443,6.052692,10.668319946035167 jupiterMass,38.90245207646744 solMass,2462947.957936357,323.00775068201136,1.8623406593076024,4.691627396081839e-05,0.011893018365341082,0.011993993165997389,0.129038457000502,0.0002617808431871441,2.526610547541349
27.25,24.766,23.668,23.111,22.836,22.682,22.6268,0.5124519627452777,7977,6375,1.950744,6.459986462233954 jupiterMass,6.184079146853769 solMass,2462418.001006832,235.9555668036105,1.8436830739507664,0.0002370663302756773,0.013384345680637424,0.021112820516948072,2.3698993419540235,0.0009971841695308513,0.2840454736281531
30.66,27.45,26.062,24.552,23.815,23.49,23.3808,0.4386853798824171,7703,7030,7.437577,2.679023952371918 jupiterMass,70.7633672970956 solMass,2463009.280552144,131.4273446633492,1.4505228077842487,9.896072547331212e-05,0.001632167658231849,0.004347509936508492,0.00904077208176758,3.6139897171130086e-05,1.4935499629625337
31.495,28.567,27.266,26.165,25.623,25.388,25.3298,0.2156021864948111,7769,7399,8.030246,4.4600475178732335 jupiterMass,114.58516090636543 solMass,2462592.678929719,111.47574680676748,2.633846032582147,5.265815216033029e-05,0.002594495552604331,0.00040749441252141666,0.4043673106999878,3.71560820800355e-05,1.9694109031498916
31.415,28.495,27.196,26.105,25.567,25.334,25.2758,0.2201167849662595,6988,5665,8.578825,8.832583164152124 jupiterMass,20.111745119045352 solMass,2461608.131461124,99.63152956638787,1.5226286347840965,6.259829061467708e-05,-0.007636789491291967,0.012068122774798797,0.08709854054149457,0.00041923427875832067,3.0747012003124743
27.946,25.437,24.292,23.51,23.124,22.929,22.8798,0.4509757202689281,7154,5841,3.246781,6.476700069750778 jupiterMass,2.3388629691098757 solMass,2463183.8165992587,87.14493216847337,2.0900584235999116,0.0003784390198025766,0.04033513970235921,0.0042877791632134985,4.07557698123112,0.0026434300014103853,0.999826420505115
30.623,27.452,26.074,24.611,23.896,23.582,23.4788,0.4854596750611599,3901,2473,2.916083,4.9386594562059 jupiterMass,66.92834222754327 solMass,2462969.2830895046,1125.0963440132182,2.3496940507129658,6.442796764928188e-05,-0.010985558958673725,0.012283009833653017,0.5758916838735055,7.043975218158165e-05,1.0622172999020383
30.788,27.944,26.671,25.683,25.195,24.981,24.9298,0.2677029523832521,7959,7216,6.953156,6.846386162014052 jupiterMass,103.39908303682911 solMass,2463248.9570336198,173.38526331512548,1.0463733885677713,4.7390066320622956e-05,-0.003831926107997083,0.0008238718810049426,0.17587974855075572,6.32067573699676e-05,1.587965252155599
26.737,24.285,23.254,22.845,22.65,22.531,22.5098,0.6027721257827521,7335,4635,8.467963,4.857981354310403 jupiterMass,14.451422233451032 solMass,2463308.094264987,131.88887460625392,0.2612530826063231,0.00012498351785008858,0.024406624363233428,0.008882430966881813,0.5712266789474554,0.00032089582012356587,1.854223176213195
31.887,28.586,27.178,25.559,24.77,24.42,24.2948,0.3825191313360137,7991,6565,3.860521,3.338557442774642 jupiterMass,59.95633891698348 solMass,2461653.6323877284,344.6912055525771,1.272496145195745,6.110302679172081e-05,0.006847035333843212,0.002963918769064483,0.6822531674105055,5.3154808018894794e-05,1.5044928770782107
30.757,27.669,26.314,24.948,24.275,23.98,23.8888,0.4804554906445685,7949,7455,11.32918,2.055798109228486 jupiterMass,2.1854112000551704 solMass,2461645.9563958524,12.423718668514004,2.448109489135963,0.0007294195420869289,-0.004554629027899066,0.02114759817362115,5.214830636137673,0.0008979788431691992,2.937845159149336
30.82,27.943,26.658,25.624,25.113,24.89,24.8358,0.2598083835489904,7844,1546,4.339927,5.67906886837098 jupiterMass,92.04612038202094 solMass,2462188.7340471074,1660.6040558184886,1.8074036462700902,7.806455223086095e-06,0.011925587381887068,0.023463996740916197,0.03555734127425844,5.8896631097127065e-05,0.07753592027586617
26.313,23.14,21.766,20.296,19.579,19.265,19.1638,0.4577761484702466,7938,7608,3.920237,10.454186393166287 jupiterMass,118.99756111001709 solMass,2462131.140682811,214.41061494719813,1.7106640087026277,0.0001165387287914016,0.0003012662713083494,0.0023552655092662165,0.2797953610744654,8.386311415685852e-05,2.766441066513522
26.62,23.372,21.978,20.418,19.658,19.323,19.2078,0.4005467025975714,5956,3412,6.621478,11.667812213641284 jupiterMass,113.43280925094183 solMass,2462460.2532258094,593.2225028444511,0.8472787574049983,2.9081227268281185e-05,0.0023056791309069733,0.011409852180214423,0.33661336680996573,9.819051767940197e-05,0.48387109293908764
29.202,25.935,24.535,22.954,22.185,21.845,21.7258,0.3865032595504961,7401,7184,5.550456,6.901355889202524 jupiterMass,9.74432568863537 solMass,2463005.454305752,37.46283932692637,0.7890905361976083,0.00042659937875719753,0.005167647260084291,0.004969027705765075,5.848809818467396,0.0006760852160438798,2.7631134397779036
30.778,27.783,26.389,24.342,23.269,22.734,22.5218,0.2506993228230835,7685,6055,6.916243,5.228447364017814 jupiterMass,41.59156185319976 solMass,2462386.247651248,181.9191486339781,2.172650411398192,4.40400138004554e-05,-0.009809331322756042,0.002679962825887424,0.0324152588693509,0.00012000140134000635,1.9766936632256416
30.288,26.943,25.53,23.856,23.042,22.679,22.5468,0.3152485958556735,7798,4890,5.551267,8.57634374548724 jupiterMass,10.614623577105972 solMass,2462611.698498659,168.9989288877967,0.2318967469594858,7.31948757180386e-05,-0.02832731186807226,0.00889297247470145,0.5539032308355277,0.0007712876701194458,3.0063264099824774
29.764,26.475,25.07,23.463,22.681,22.335,22.2108,0.376403073400739,7727,7567,8.811728,0.6470679598106883 jupiterMass,116.84336392840538 solMass,2461702.1280599376,66.88672841092188,2.4244996788195543,0.0001403873665882008,-0.001649122501319128,0.00039513440778944707,1.55202285569299,5.286456351941902e-06,1.0921851613447138
29.812,26.447,25.032,23.332,22.505,22.135,21.9978,0.3421000682786431,7833,5075,7.363341,1.5866344323062085 jupiterMass,117.96283065373106 solMass,2462771.2586336974,404.9679994987156,0.7549155378952203,2.4878043920846274e-05,0.008445109931748056,0.0009480357034211372,0.6132574636317351,1.2839570499479147e-05,3.0658039308582654
29.196,26.01,24.629,23.149,22.426,22.108,22.0028,0.4520153266714999,7248,3052,3.51339,11.596397654252344 jupiterMass,84.73269060940636 solMass,2461663.9822720536,1189.4579208037899,0.06545903843473844,2.5348154676475704e-05,0.01069040856825832,0.012671414858344266,0.13642504257390625,0.00013064443316917172,1.3549592272751798
16.296,15.305,15.453,15.64,15.784,15.815,16.4668,1.7384137999640494,7998,7956,11.63834,6.680710046327972 jupiterMass,47.71805487961436 solMass,2463021.934803764,15.895386700209237,2.521276190684566,0.00199570542891223,0.0011538071322276615,0.000605790523643651,3.7964846193464235,0.0001336468409103176,1.5304696193416316
25.585,23.103,21.975,21.216,20.84,20.647,20.5968,0.4668239841989557,7867,7481,9.917679,1.6391160380284242 jupiterMass,13.212734980018132 solMass,2463285.6132075503,30.94043910478605,1.7437490232986028,0.00032846893782951516,0.0010249325424978404,0.007739211915463201,3.362950937635209,0.0001184229246310389,0.49673025724402414
27.37,24.765,23.579,22.661,22.214,22.002,21.9638,0.3460614003715833,5546,1180,9.412342,11.094023304665972 jupiterMass,54.8264659010415 solMass,2461906.4702060046,669.8159602645094,2.5233803148222904,1.681151765101858e-05,-0.03776286453782815,0.008237304857508456,1.054787162590093,0.000193160191964047,2.7984454252192763
29.461,26.489,25.172,23.964,23.37,23.112,23.0438,0.2838920042277684,6770,6120,7.917895,1.7277644551744225 jupiterMass,29.641751562616474 solMass,2462384.286491729,89.77307537718616,2.8342620905795766,0.00010020640154287847,-0.007821326302074919,0.001952480549335417,0.5578241051618028,5.564158322704298e-05,3.1309351729664887
26.406,23.94,22.815,22.048,21.672,21.478,21.4278,0.44172620166589,7089,4066,9.677346,3.6936923843928238 jupiterMass,65.6551777663436 solMass,2461537.689466236,282.6428323571065,0.8725256093484027,3.869552604228107e-05,-0.010234615358167722,0.00955988835751958,0.1153913799137287,5.370448412684516e-05,2.834521605599102
31.367,27.979,26.559,24.833,23.995,23.62,23.4788,0.3014068796128631,7920,7833,13.69465,2.029832591378827 jupiterMass,63.27155106105582 solMass,2462386.140484987,22.67243264338541,2.308186023986554,0.0002081928150916458,-0.0012725124768529527,0.0010498804075974703,0.5261986769432548,3.062460861412155e-05,1.4751695143801127
27.416,24.733,23.516,22.587,22.131,21.921,21.8788,0.3417064376553579,6681,4824,7.476202,10.136579920502495 jupiterMass,93.79016910711069 solMass,2462916.9098965,324.1207204671223,2.4044979375803677,3.585177666208733e-05,0.008679580403625731,0.0003043345621926355,0.8013714433986706,0.00010316988269026706,2.6142729583909734
26.243,23.777,22.661,21.985,21.65,21.472,21.4108,0.4716861896529621,7740,4205,8.08844,10.478555385757684 jupiterMass,14.975478805138794 solMass,2463267.2443811633,164.4057517601039,1.1248708657198796,7.784258337867172e-05,-0.02960455623911315,0.003681502162704251,0.8419409899302616,0.0006679431543878303,2.8951055472757163
29.634,26.74,25.451,24.393,23.872,23.644,23.5898,0.2361310840223839,2074,1668,11.41804,9.738657778435009 jupiterMass,5.218515644638231 solMass,2462842.0128055178,71.50464217679016,2.6330965951806715,0.00023686747304836893,-0.0175042590395393,0.04949934853910521,7.180456150624567,0.0017814388601950898,1.3686232755661358
29.7,26.525,25.146,23.679,22.962,22.647,22.5438,0.4630769464427303,7777,4275,10.19497,12.20132376929741 jupiterMass,27.071654822779735 solMass,2462236.706366466,172.68476024997878,0.4339523095402269,5.744971965068719e-05,-0.004269819675437517,0.021432169844725957,1.0700218341654184,0.00043024016792513997,1.212498359541409
29.032,25.926,24.566,23.176,22.493,22.193,22.0988,0.4556728581216002,7842,7598,13.59207,4.617897815437752 jupiterMass,93.84152850969059 solMass,2462307.39437019,47.540000152683916,1.5439361984021636,0.00015274547645942964,-0.0022465376447795907,0.0005579074966638896,0.7300673094394943,4.6975136676521666e-05,2.8971030386564287
31.188,27.854,26.442,24.783,23.976,23.617,23.4858,0.3381840811792026,4786,3490,4.388663,6.3935844964492485 jupiterMass,80.23456201086302 solMass,2462204.2238261234,592.6163950460416,2.958243260860251,4.614890354151648e-05,0.006048523560903818,0.009063738962943274,0.821658569476009,7.606795303350438e-05,0.86421163371405
28.756,25.973,24.722,23.779,23.314,23.106,23.0598,0.2942071079025199,2623,1712,9.073348,8.881679533266382 jupiterMass,68.83014850680868 solMass,2462178.833660541,429.3009893162948,0.5634666773006537,4.891164043105314e-05,0.016857393472826408,0.008814738988314402,1.1841323385045246,0.0001231785816876564,0.12999120367609054
28.81,25.947,24.667,23.652,23.15,22.93,22.8778,0.2714270714167029,6494,4219,10.21686,1.8250067490726318 jupiterMass,112.57858169222345 solMass,2461673.378697209,311.9240025515307,1.6643240142371427,2.2277243665712892e-05,-0.006168524709274744,0.007246772646852129,0.5600243000613857,1.5474887793333946e-05,0.01031109519590118
31.272,27.937,26.525,24.865,24.057,23.698,23.5658,0.3573988583275146,7925,7263,4.330514,5.357973505237929 jupiterMass,73.16710517374919 solMass,2461768.100410889,220.80565940863355,2.156187787418935,8.011079811074766e-05,0.00172601535652489,0.004039960343664729,0.5623004165597851,6.990423636024324e-05,2.6655879315165287
27.806,25.136,23.925,23.002,22.549,22.34,22.2978,0.3282110215481736,7768,6027,5.284999,10.860195314772321 jupiterMass,99.30417679058098 solMass,2463004.883834097,379.01892280223285,0.915043543620251,3.5828197324077484e-05,0.0043781006340389205,0.005177813996654338,0.23653740874593304,0.00010439721834787572,0.9802629885682792
30.678,27.752,26.451,25.353,24.812,24.577,24.5188,0.2165973609712346,7310,6222,8.745738,9.09379015898511 jupiterMass,101.63871926259235 solMass,2462747.5303521897,185.843606749268,1.296385151426295,3.096552956130447e-05,-0.005372183721529849,0.0001918617606812239,1.0009374630967796,8.54091798251253e-05,1.7006809423567346
23.724,21.632,20.83,20.565,20.453,20.382,20.4848,0.7855126092971529,7804,7659,7.634063,2.993820913902254 jupiterMass,65.76983079770737 solMass,2462525.325128965,54.5395548616178,1.0207240996737172,0.0004106344555750789,0.0015357563152305505,0.0014732484656323046,1.3086913655447696,4.345281335355796e-05,3.138398955932096
26.079,23.602,22.534,22.015,21.756,21.608,21.5698,0.5789661339756708,7806,3729,3.81326,4.896308944160871 jupiterMass,41.68565859673959 solMass,2462847.9201668175,660.5205707742764,1.5341175434318728,5.0018269761554174e-05,0.011859751950375507,0.01648864095681167,0.6797649538401427,0.0001121246117530208,1.520464816798517
28.31,25.833,24.697,23.839,23.423,23.213,23.1728,0.4079934217793601,7782,3584,10.36625,10.991155847783064 jupiterMass,49.44611326472063 solMass,2461987.3112183833,274.3388234281435,1.4663332610319881,3.131409034272753e-05,-0.0034673506728133616,0.019017952723476318,0.2078860242835337,0.00021219249207273807,1.2957448561548495
30.891,27.889,26.56,25.313,24.699,24.432,24.3588,0.3156117482215695,7705,7369,9.676716,2.523177773397244 jupiterMass,8.515741987333602 solMass,2461558.5181836686,24.18404240123443,2.1080282786506257,0.00029731063391782075,-0.00923567755266195,9.432661501225792e-05,3.9430162947280554,0.0002828421712808068,2.1094882857322297
31.222,28.011,26.623,25.111,24.373,24.048,23.9388,0.429687936340038,7858,7801,5.829217,6.111853427015477 jupiterMass,52.82471320698723 solMass,2461945.1860876367,39.631800647515526,0.7495231649344051,0.00040204431440416384,-0.0014485297289410402,0.0002509467556408889,2.6549412633547336,0.00011044716925264657,2.0292739737783045
27.077,24.593,23.495,22.929,22.65,22.494,22.4378,0.511273355936956,7927,2617,6.494886,6.664508209057258 jupiterMass,12.587100249728994 solMass,2462653.880793569,288.1357878185534,0.32633001399103656,5.8541302768396076e-05,-0.03940311239660287,0.030711202213021843,0.5598773063244784,0.0005054302406739205,1.9349609869309565
20.235,19.097,18.814,18.782,18.818,18.832,19.2638,1.3339918026675508,7727,7112,6.359064,1.2206921845864538 jupiterMass,27.021125313699777 solMass,2462174.977871921,90.13828829927716,0.3904954217091262,0.0005115953188043285,0.006298540162095181,0.0033439249452907444,1.8287803563679055,4.3124248428945156e-05,1.5012732503557689
31.71,28.453,27.054,25.489,24.726,24.389,24.2708,0.3955060769916916,7865,7774,5.771136,5.780703906045244 jupiterMass,106.34341094814336 solMass,2461598.9977465793,71.85541654222828,0.2673102537845443,0.0002059778068563086,-0.0011518191334930056,0.000625903690211394,3.144230836042591,5.189063024963171e-05,0.8371304321329645
30.248,27.35,26.058,24.994,24.47,24.241,24.1848,0.2435864694963602,7990,5802,16.93932,10.220628095144209 jupiterMass,77.23385056244886 solMass,2463312.5180490897,117.49027021501303,1.0175170192078729,2.601928286445974e-05,0.008315623365225256,0.0024247907101147418,0.3082479717099657,0.00012632482488077822,1.036460701318267
30.074,27.266,26.005,25.056,24.587,24.379,24.3308,0.2875101365121046,7857,7757,6.218792,5.232746974410177 jupiterMass,4.079490030001965 solMass,2461813.415927742,13.721214504383786,2.998896712709559,0.0007284246579473719,-0.0069748272105944606,0.0008237110945391985,3.061972129827757,0.0012244545403607666,2.4646897893473922
24.043,22.052,21.323,21.107,21.026,20.974,21.1378,0.7955237701932919,7760,7008,6.21588,5.863867710271676 jupiterMass,85.83211532227257 solMass,2463128.9670094317,182.69331458833486,2.7903793302172377,0.00015333912427074837,0.0012275450452585855,0.0042748559045749455,1.0069005593920044,6.521584938186564e-05,1.638821105099656
27.264,24.788,23.669,22.957,22.602,22.416,22.3628,0.4865787751893958,7197,2564,4.454105,2.897250068621542 jupiterMass,1.418459760045956 solMass,2463299.9241539356,139.78887882884914,2.228640125083003,0.00018444012236065336,-0.08235215816922228,0.12210706420005686,1.8212274628336154,0.0019497896858094517,2.202449750840384
31.408,28.209,26.824,25.328,24.598,24.276,24.1688,0.4422350506102532,7654,6723,6.570986,3.7684114203601493 jupiterMass,31.942437113650584 solMass,2462336.3030917346,120.59580102584546,2.1706110072842955,0.00012384794091775344,-0.004173664592628644,0.007219637849347789,1.7637896227377368,0.00011261832653221838,1.7715270446708145
22.032,20.613,20.144,20.032,20.02,20.01,20.3378,1.0378943812628338,7926,3362,9.782916,10.243880734909826 jupiterMass,106.92240232136662 solMass,2462909.8152663326,455.97182953653765,1.0330759089217576,4.986313407625659e-05,0.010827910461480749,0.00891258792435694,0.31579473398818875,9.145650743633034e-05,2.8030198173786816
28.47,26.0,24.87,24.065,23.672,23.472,23.4258,0.4267299853921639,7999,6454,10.39804,2.5562206085702397 jupiterMass,12.622638325224905 solMass,2462386.064611584,61.61730045257175,0.08058625393117125,0.00014143279660084574,-0.006727918143324921,0.015678223574807488,0.7974511261609956,0.00019331564375241116,2.430701485818964
29.117,26.6,25.445,24.529,24.085,23.869,23.8328,0.3742425475955395,7949,7799,3.2981,1.353361239250944 jupiterMass,64.81281487839169 solMass,2463119.3493496277,125.15438383530079,0.7155516069133988,0.00019373924093223972,0.0016868563820995786,0.0013185107911869286,2.708850092086861,1.993295365878714e-05,0.3117973104589619
30.39,27.578,26.316,25.366,24.896,24.688,24.6398,0.286189147427626,7346,1023,13.29434,3.5049255170223015 jupiterMass,34.34660119858051 solMass,2461998.265839282,421.50211768185517,1.1558432109372176,1.1809255265291896e-05,0.006752642139858402,0.05442558264586028,0.08478022676690161,9.741230783498078e-05,1.052512139164595
30.414,27.619,26.363,25.416,24.949,24.741,24.6938,0.291174380983583,7927,7472,14.3354,4.028024481098566 jupiterMass,74.48587693523267 solMass,2463301.978688584,55.00173558409446,0.9158871973714218,7.913068206457067e-05,0.0017841703066965079,0.0030789311777850497,0.7102240910626033,5.16222551462663e-05,1.65213307186623
20.318,19.231,19.006,19.001,19.053,19.073,19.5368,1.4343434709339944,7778,6895,12.24502,7.606339203998818 jupiterMass,33.43505886934853 solMass,2463028.5183599577,63.16451143154364,2.096009033007193,0.0004049854289095151,0.0004672008747165385,0.007761231466932749,1.4090845611094753,0.00021716628566814227,1.894155984217112
19.597,18.556,18.502,18.585,18.684,18.713,19.2698,1.616788311718752,7708,4770,3.719675,6.977720384055772 jupiterMass,37.80057210527873 solMass,2462404.9857059624,487.0611604757726,2.5762052693731947,0.00019665716576316303,-0.0035425040177402226,0.015715605306455774,0.1978673965090151,0.00017621139770896988,0.41118310929576624
30.91,28.024,26.736,25.688,25.172,24.946,24.8908,0.2530190150966676,7900,7412,6.177237,12.597017302377797 jupiterMass,88.44957440762263 solMass,2461569.868454916,144.88285138835312,1.3085646415367798,6.078573001906589e-05,-0.003074843295010015,0.0014538637959865704,1.49881516793393,0.00013595362287040398,1.5908087732961407
27.176,24.327,23.054,22.054,21.561,21.344,21.2948,0.2613082737155986,7923,7808,7.379723,5.423285085825057 jupiterMass,16.82449223115571 solMass,2462582.201401962,24.982570103063956,1.630605068617026,0.00030385972841980117,-0.003680476685101433,0.0001315787946150952,2.3912191664975566,0.0003077083457243104,0.6164843758134426
30.303,26.859,25.433,23.639,22.768,22.376,22.2268,0.2891699506438279,7838,7589,5.0651,1.904790660074015 jupiterMass,79.91100486406962 solMass,2462509.7836556463,119.02280343247914,2.09893496349245,0.00010394809108298111,-5.034164919678301e-05,0.0025356890102406237,1.443400544301276,2.275408980425476e-05,0.048591492849853216
27.204,24.352,23.078,22.077,21.583,21.366,21.3148,0.27838969863532,7867,5289,8.716088,10.040038951852654 jupiterMass,22.604061551278516 solMass,2463258.306095997,141.55296753458526,1.45653933918874,4.8718088707886004e-05,-0.011140582169943247,0.01457124798959138,0.8110017485314032,0.0004240018224390243,2.7386544869057174
28.133,24.989,23.618,22.186,21.485,21.177,21.0798,0.4604189190160583,7714,4732,7.512445,5.421176006255095 jupiterMass,96.24577290469182 solMass,2462330.9588509994,389.06129806317387,2.477729433333122,3.4686541951698125e-05,-0.009964941377954954,0.0022179454280708373,0.3289636540702021,5.376883784837571e-05,1.0851814433681168
26.256,23.732,22.577,21.677,21.241,21.028,20.9878,0.3996254707455102,7845,5418,10.24782,7.307776199683763 jupiterMass,113.94928555454334 solMass,2461705.0769176655,259.45480425952354,0.1366780688510737,3.2542718049875934e-05,0.005145081178098674,0.005920785408459701,0.0034545398822238968,6.121987504710814e-05,0.9109657181368581
31.281,27.906,26.488,24.778,23.947,23.576,23.4378,0.3059519044380766,7822,7794,12.33801,0.3129527477638061 jupiterMass,83.4781150371268 solMass,2462813.4038523408,16.54196433913384,2.426143229407556,0.00032552921207356045,0.0007273725072555567,0.0003827630243261762,2.747275883401692,3.5786971038735158e-06,2.3955166438436732
31.135,27.756,26.334,24.509,23.608,23.193,23.0318,0.2931927053706904,7915,7661,8.673859,6.0169673934211865 jupiterMass,50.74184446507512 solMass,2463057.3156986325,55.405031740209026,1.3971810818907144,0.000130926479877467,-0.00278755630039363,0.0015379170280991879,0.34628465507041734,0.00011319577442035345,1.2027279344715158
23.21,20.928,20.026,19.709,19.566,19.475,19.5238,0.7288751786301986,7641,7194,3.473034,4.709956668323259 jupiterMass,52.078341508113674 solMass,2462456.3461161465,195.3155962655883,0.05343015487669378,0.00023886021471547858,-0.00038287460069082695,0.004361786505475882,0.03486922765559404,8.633334602497422e-05,1.4102131435114815
29.103,25.923,24.543,23.068,22.348,22.031,21.9268,0.4722295511714113,7946,7661,6.250617,8.828326787362506 jupiterMass,34.90536166691179 solMass,2461959.570464678,67.41960704924651,2.480052843077131,0.00023954235249160392,0.0036348623222597406,0.001803778445833655,1.9907560555878816,0.00024143768877782248,0.9806944785950958
30.543,27.283,25.883,24.312,23.547,23.209,23.0898,0.3918800554825865,7883,7307,5.324778,4.223987791092145 jupiterMass,103.87607605780511 solMass,2463328.7762495563,199.51052456770574,1.5535574884290337,7.948425972205417e-05,-0.00339456027270515,0.0005452414278803285,0.8319316352948769,3.881735374264181e-05,0.8706886714357839
25.787,23.313,22.202,21.513,21.171,20.989,20.9338,0.4956249500178392,7616,3351,9.933556,11.342081800642086 jupiterMass,90.88573150755273 solMass,2462029.1555995937,408.9620480359092,0.17609720091372516,2.7209796260983086e-05,0.013521312836387007,0.006552145712142732,0.5521618496505881,0.00011912855525844128,0.7065528967280227
29.837,26.68,25.306,23.861,23.154,22.844,22.7438,0.4787989186140154,7133,2444,9.629588,6.609113408075566 jupiterMass,53.89040122139787 solMass,2462840.4244514937,412.127904513946,0.5141042198891744,2.872949721002349e-05,0.01624818462445633,0.018675937570706267,0.5091210046465534,0.00011707134124088153,2.655409512270759
29.348,26.163,24.781,23.301,22.577,22.259,22.1538,0.4652144125102698,7935,6933,3.561261,2.6664254812351054 jupiterMass,102.93698785010724 solMass,2461658.801861874,400.76730452908026,0.3503546076813405,6.977453620356703e-05,-0.004442583609538638,0.001410615138489336,0.0049106075446215935,2.4727305926246435e-05,0.27765941737615174
