u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN,theta_E,theta_s
19.149,16.8,15.957,15.691,15.571,15.502,15.5768,14.00080996373992,7875,2778,14.00983,2463214.514358111,1.7682073356958101,2.31481661543571,0.12190551707010422,-0.001480208469917561,0.0030999673998041983,67.82281773539009,8.267975665184164
19.215,16.921,16.099,15.843,15.73,15.664,15.7538,12.724864335664916,7999,7055,12.51371,2462233.6983133685,0.7529543419225825,1.7568438199295797,0.28678045656756307,0.0006484151461843089,6.470899144963511e-06,25.796720816043912,7.397995373571031
19.422,17.172,16.366,16.115,16.006,15.943,16.0438,11.57852295146628,7988,3159,10.13464,2463003.862540901,1.8605584734760872,0.904779988785238,0.13057206442528288,-0.003689705925741885,0.0003563738977912283,51.62516174573495,6.740803945429754
19.646,17.279,16.431,16.162,16.04,15.97,16.0408,14.277532613104912,7775,4170,5.031384,2463098.5947673107,6.091056156252792,1.471933020551428,0.10177931209585164,0.0003042329781028171,0.0012897974601490628,83.90538668767091,8.539832538207573
15.296,13.031,12.222,11.973,11.865,11.802,11.9038,11.807369679274249,7922,7170,5.435123,2461662.7136206166,0.8259494334850747,2.5182478759497027,0.5639522091102784,0.0007190057423561995,0.0008020992942771262,12.290586619498148,6.931303475327209
15.024,13.494,12.996,12.845,12.786,12.742,12.9288,11.672211836205076,7237,6860,5.711943,2462827.49184259,1.5859174890442662,2.912456070512707,0.3024244857373959,0.00025793851160562525,0.0001649763739632669,24.801287611564607,7.500516651552674
15.621,14.065,13.552,13.394,13.331,13.284,13.4608,11.185442274667729,6949,4738,7.118447,2462020.76091173,3.1466302836620184,2.3674247031432727,0.12206374524972297,0.0006635402537358709,0.0008711087627798468,61.32545079491594,7.4856142031550394
15.511,14.105,13.7,13.589,13.554,13.52,13.7588,10.212995977697082,7954,7714,7.182054,2463051.1617534533,0.6483362575326507,0.14953580396250465,0.46838762707650294,0.0003064970631467694,1.4128869705077067e-05,12.748490107480913,5.971235030251257
17.277,15.021,14.214,13.965,13.856,13.793,13.8958,11.301944254587829,7789,6920,9.293591,2463286.1323587974,1.3316774759759276,2.8727361529194195,0.19914786875529233,-0.00012000607983167494,0.0004604345569830304,33.88382150754988,6.747890838513296
17.522,15.268,14.461,14.212,14.104,14.04,14.1428,11.057403575729332,7888,4867,2.313872,2463333.1661205706,13.469160122044284,1.8289671930125406,0.07639997707179193,-0.0005968508390848561,0.0007030307383426161,85.32761798744654,6.5190280578315365
