u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN,theta_E,theta_s,M
11.9,11.764,12.135,12.442,12.664,12.794,13.5598,4.577761484702461,4964,3966,4.66636,2462946.553268312,4.535603947398726,2.4926529447047665,0.07401075570312782,5.4618178460685924e-05,0.0008731218364432529,57.94595711426014,4.288624075967428,8.520233076422103 jupiterMass
14.405,14.3,14.673,14.98,15.205,15.339,16.105800000000002,4.402031651201722,5545,3010,3.258425,2462815.962814184,2.635880959139914,1.4584706541198087,0.1570018985752228,0.0060958229794774044,0.002135387505459272,23.51490873178774,3.6918853157137597,0.46830406753870624 jupiterMass
11.94,11.792,12.159,12.463,12.683,12.811,13.5748,4.588314314788541,7327,6876,5.126961,2462307.936898913,1.4249603051595847,0.48263685063786266,0.14559652342208576,-0.00019538139241399413,0.0004026505318962806,20.00196005777218,2.912215846039051,5.748861973890324 jupiterMass
14.265,14.1,14.465,14.768,14.986,15.112,15.8738,4.412179382184199,7906,7390,4.325567,2462188.895914048,2.0021083695858994,0.5643849732236029,0.10945926870352095,0.00023396114546728094,0.00028983924511179015,23.710482940190474,2.5953321232405586,8.188108694056506 jupiterMass
13.291,13.104,13.462,13.761,13.977,14.1,14.8588,4.489036750496986,7912,4195,6.214359,2462013.2290436276,4.817056536029816,0.04049135173647689,0.032194050140163605,0.0011938710523811593,0.0006646765162316257,81.95734055629217,2.638538731223734,7.715297024253106 jupiterMass
12.432,12.265,12.625,12.925,13.141,13.267,14.0278,4.5253602823039705,2674,1916,1.688187,2461754.8114900803,15.48344550158478,0.9813899628013589,0.10997409895999094,-0.0008137885018993987,0.0019004450106797906,71.56454869537004,7.870246760251715,4.452816808233877 jupiterMass
14.061,13.864,14.22,14.517,14.731,14.852,15.6108,4.432545076883023,7915,7655,10.75379,2463134.0525695034,0.5577820266435853,0.34925227344452847,0.158585322727255,-7.760530028686346e-05,0.0002495109824694817,16.42237037727453,2.604346906226594,8.084361108706062 jupiterMass
14.119,13.924,14.279,14.575,14.788,14.91,15.6678,4.5097572026892765,7072,3712,8.166253,2462319.4687987017,4.384620635271416,1.4126416993135722,0.03025121837083255,-0.0009646543907518059,0.0008798553409057176,98.03127013455743,2.965565360010572,9.658094577109827 jupiterMass
13.033,12.825,13.182,13.48,13.693,13.813,14.5718,4.530573296143377,7723,7387,8.9749,2461537.214176861,0.47020431889118214,1.9384059625280343,0.2361226832413188,-0.0003946971032411406,0.00032258570123461824,11.553830914761042,2.728121557309878,2.915534092485466 jupiterMass
12.778,12.528,12.875,13.166,13.373,13.488,14.2418,4.583034862397179,7716,7245,12.54661,2461639.385025581,0.6632171508744358,0.8893281856046519,0.12124549492865717,4.026045391546115e-06,0.0003698048816678251,22.782003935202475,2.7622153425902396,7.9240060661764495 jupiterMass
14.251,14.051,14.403,14.698,14.91,15.031,15.7878,4.499385048947304,7845,6708,4.280505,2461798.828824976,3.2398710945055704,1.9899313692317329,0.07024643504387056,-0.0005675883276937227,4.06047679615763e-05,37.969293413789366,2.667207503453417,8.583053513708265 jupiterMass
12.905,12.688,13.038,13.333,13.542,13.662,14.4168,4.478712252472627,7855,7452,3.279691,2462006.2303256504,2.576542297602286,1.2264291126504272,0.11461028247659774,-3.9897687752149035e-05,0.0002948948376839886,23.135558068625706,2.6515728454989222,10.000580310178202 jupiterMass
13.406,13.184,13.534,13.828,14.037,14.156,14.9108,4.499385048947314,7883,6277,3.359466,2462272.9458132708,3.3510651689388893,1.3765506318354446,0.08611827585490676,-0.0010014756422202465,0.0003254377725569247,30.822147840751416,2.6543502301905493,3.7650882956096408 jupiterMass
12.913,12.731,13.088,13.386,13.599,13.723,14.4818,4.463270011526665,7785,6887,5.906357,2461716.5744759445,0.6714908529750784,1.2772616929137008,0.2455396119458616,-0.000708108544260265,0.0013703323242795198,10.858493360452634,2.6661902460422544,0.905529818860406 jupiterMass
14.077,13.809,14.151,14.44,14.645,14.758,15.5088,4.525360282303962,7317,5065,8.062398,2462315.8367689815,3.130301563939305,0.39242162899860455,0.04162521697054478,0.0007566662038159835,0.00044814450793417105,69.09715829842881,2.876184206220178,10.106848247627052 jupiterMass
13.562,13.359,13.711,14.006,14.218,14.339,15.0948,4.458134438869916,7959,7130,3.18982,2462808.279623463,3.8815822534030873,1.546118422892669,0.0768433875132657,0.00039426876388470026,0.0001739702641456993,33.898832863929464,2.6049011500103587,10.118456012414995 jupiterMass
12.661,12.387,12.727,13.016,13.219,13.331,14.0828,4.478712252472628,7799,7238,4.972512,2462079.9011469083,1.2268756920369117,1.9082153325673272,0.15989123413135145,-0.0005787862979695403,0.00013796753034218061,16.702680632886647,2.6706122196940685,3.6109231435453903 jupiterMass
11.834,11.549,11.892,12.182,12.384,12.496,13.2468,4.561977729941069,7099,3047,4.593237,2462201.9457614725,4.054345659016392,2.2851075495426256,0.058614244790013675,0.0035846803707024998,0.0008056314953519048,50.98581927935243,2.988495292059362,1.7850494470571887 jupiterMass
15.063,14.778,15.12,15.409,15.611,15.722,16.4728,4.504568140472803,7998,3742,5.523433,2463007.2440830264,6.096807371562897,0.594319994344737,0.028408415606878068,-0.0013280956691462532,0.0007843077344895985,92.19796586100962,2.619198132288317,7.689135162374444 jupiterMass
12.461,12.179,12.523,12.813,13.017,13.128,13.8798,4.489036750496977,7724,3958,9.04403,2462530.750309869,1.7485984651211746,0.8986147205610744,0.06242314199238195,0.00267100824862675,0.0009800079864968178,43.29740445314128,2.702760026080029,1.9575493385068936 jupiterMass
13.963,13.683,14.021,14.309,14.51,14.621,15.3708,4.525360282303968,7202,5483,8.10967,2462302.718389956,2.7427945551089676,0.17615873598058052,0.04798333161131903,-0.0006619218431160582,0.0002698718760751889,60.898449609118515,2.9221105022095353,10.958704371494527 jupiterMass
15.103,14.799,15.137,15.423,15.622,15.731,16.4798,4.535792315142951,7894,6987,5.545185,2463129.7905090326,2.546915428781721,1.7104445529457961,0.06910544861402286,0.0001741915246819339,0.00038797400072180887,38.666987630250425,2.672099526741328,11.695330788299463 jupiterMass
13.707,13.455,13.798,14.087,14.291,14.406,15.1588,4.483871529855725,7402,3542,5.997362,2463063.052306493,6.479165062508985,1.4635493849187173,0.026479610239046446,0.001062601656160086,0.0008865779976849657,106.38712754994937,2.8170896719743794,9.888712526677308 jupiterMass
12.322,12.01,12.345,12.63,12.829,12.936,13.6838,4.453004775357445,6319,2584,4.875052,2462787.436973956,7.541327276160236,2.3457750881463,0.03255851439616789,-0.0015827896160283783,0.001630720121302869,100.65533913839704,3.277188308388661,5.697379440391568 jupiterMass
12.607,12.29,12.625,12.909,13.107,13.214,13.9618,4.402031651201733,7977,7095,4.608814,2462185.201036278,2.973566065533931,2.292744048234541,0.0683964579291059,-9.7260422502015e-05,0.00040378803263084375,37.52118525053442,2.5663161684383664,11.620578716140615 jupiterMass
14.57,14.249,14.585,14.869,15.067,15.174,15.9218,4.489036750496986,7910,3429,6.556219,2461976.525089514,6.325773364851868,0.3526909529746389,0.023243226426349725,0.0013233351617577096,0.0006047499805598296,113.54731149715465,2.639205871231629,10.038619396883167 jupiterMass
13.971,13.657,13.996,14.283,14.483,14.59,15.3398,4.432545076883025,7685,6734,5.640559,2462509.062324764,2.731025092139201,0.5046597301303561,0.06359870436672946,-0.00041719420226367366,0.00012569622064994776,42.17524479860807,2.682290925541119,12.450963031925198 jupiterMass
12.695,12.42,12.758,13.045,13.247,13.359,14.1088,4.43765117173252,7766,7230,4.125844,2463005.141754412,1.6790757568792354,2.036717755885628,0.14010689107408109,0.0003835446387513113,0.00032590682152019746,18.96674780853019,2.6573720692393055,4.847389141871431 jupiterMass
14.102,13.77,14.101,14.382,14.577,14.682,15.4278,4.5097572026892765,5979,3622,4.132873,2461572.792380683,6.605793801972329,0.6774018706378956,0.046928249024686626,-0.0012836428020767123,0.0006874100848094221,74.7458093025018,3.5076899524995424,6.603016257160461 jupiterMass
14.145,13.808,14.139,14.42,14.615,14.719,15.4648,4.447881014190021,5389,4016,8.402069,2462064.331742625,1.9430742644344445,1.8304125660247683,0.08587290397657349,0.0009127955999094452,0.0010868764574593116,44.697724960718546,3.8383234435230755,4.050917893923655 jupiterMass
14.581,14.258,14.589,14.87,15.065,15.171,15.9168,4.520153266715001,5728,1268,4.635149,2463114.6767461924,17.061230779013027,1.7298001383485393,0.016949734920149916,0.0026505397223031235,0.0010091431870612052,216.5129275403462,3.669836728594494,9.819883179793388 jupiterMass
14.378,14.002,14.327,14.606,14.795,14.895,15.6378,4.572494174714662,7717,6799,8.31076,2461556.8092636834,1.4260542251755057,0.05322541602699349,0.08492092107259012,4.385540255622489e-05,0.0005374293893120924,32.44789709081338,2.7555053078204894,7.74061067806825 jupiterMass
13.118,12.812,13.144,13.427,13.624,13.731,14.4788,4.577761484702465,6646,2961,7.524597,2462042.9917879044,6.644531291413508,2.859122994311047,0.023400872144254837,0.0013637554555904518,0.00010749126063507757,136.88547630876442,3.203239529506821,12.87144329373745 jupiterMass
15.513,15.155,15.48,15.758,15.949,16.051,16.7938,4.432545076883016,7939,6840,6.895251,2463063.2977523673,1.1760293513523694,2.6467672049247106,0.11695153703829976,0.0007244094279087188,0.0005533719338784802,22.201280112092476,2.596473833327051,3.132791534010377 jupiterMass
14.411,14.019,14.342,14.62,14.808,14.906,15.6488,4.593599848874322,7485,3166,5.539076,2462163.876726029,8.042066297794573,2.760267110129455,0.023401473226848317,-0.0007268191299399864,0.0013057387982523534,121.95925098021291,2.854026146579927,10.497847526701802 jupiterMass
14.546,14.154,14.475,14.751,14.938,15.036,15.7768,4.535792315142944,7864,2201,10.63333,2462141.801856547,5.962870640409199,2.5348259206278008,0.015451540764054632,0.0016955820966437587,0.0008229209948007936,173.59389806100577,2.682293192280775,11.847784579847833 jupiterMass
14.095,13.681,14.0,14.275,14.46,14.555,15.2948,4.535792315142945,7727,7180,5.297408,2463197.705351202,1.880272919144395,1.68002331279243,0.10010246000984581,0.0003540493293067542,7.321996276553997e-05,27.270562091879178,2.7298503512483525,9.70258512983735 jupiterMass
14.225,13.801,14.119,14.393,14.578,14.671,15.4098,4.514952242474712,7619,2486,7.684103,2462823.200921896,3.4438803340963093,2.5342143834570714,0.038036519745418475,0.0007286290383297909,0.0036687726049569234,72.45210460471034,2.7558259073941898,2.491615920376032 jupiterMass
15.337,14.881,15.194,15.466,15.646,15.736,16.4738,4.442763148576258,7089,2083,12.27183,2462067.2313691825,5.026795900822087,2.829473060431196,0.017256567627119412,-0.000554581616166251,0.001929139802942419,168.89249757586725,2.914504806131055,10.82319217499569 jupiterMass
14.484,14.034,14.351,14.626,14.809,14.9,15.6388,4.504568140472797,7914,3974,5.752083,2463294.499843391,6.74022561072217,2.7844720350816172,0.02493700849042703,0.001123757823555443,0.0003606765018076106,106.14739808788394,2.6469985673542995,11.569048604972824 jupiterMass
13.671,13.248,13.564,13.836,14.019,14.113,14.8518,4.453004775357446,7958,7414,5.869496,2463134.415884823,1.4258569290787069,1.7958204389744692,0.11356886369982902,0.0003767575552455165,0.00014134326814530567,22.913241729773453,2.6022308269298757,7.324566782788251 jupiterMass
15.102,14.631,14.942,15.213,15.391,15.479,16.2148,4.402031651201722,7910,5185,6.232944,2462618.9859237745,3.915091060506423,1.6678665412736946,0.03873721558536792,0.00020176996820866274,0.0009737971569049944,66.81052247785665,2.5880536125958025,8.641710761727651 jupiterMass
15.169,14.698,15.009,15.279,15.456,15.544,16.2798,4.468411500134784,7436,4716,6.20464,2462212.347145051,4.059805254949393,2.1979229573311594,0.0405208741713838,-0.0010208007151583866,0.00047206247382393363,68.96544853407038,2.794540262222111,7.887850237502268 jupiterMass
15.372,14.936,15.249,15.52,15.699,15.792,16.5288,4.52536028230397,7940,7486,6.264163,2462301.2683845013,1.421195821536117,1.5470298136315817,0.10874329853528117,0.00011436078450383971,0.00029175843455517064,24.373996662617785,2.6505087955809925,10.005048992391831 jupiterMass
12.989,12.516,12.826,13.097,13.274,13.361,14.0968,4.447881014190034,7935,7427,7.788755,2462565.747613109,0.6843651723175518,1.0881956209457109,0.17862288628964257,-3.221791174558911e-05,0.0005897807785537948,14.593710219614492,2.606770641102194,3.1781861604933708 jupiterMass
15.353,14.852,15.159,15.428,15.602,15.686,16.419800000000002,4.442763148576256,7976,7802,7.741994,2462310.082672634,0.3976269802093615,0.3321115293800627,0.3073450027464663,0.00024142540399786744,0.00022754402704479461,8.428270212235443,2.5903867315274622,3.2679093209648085 jupiterMass
14.106,13.658,13.97,14.24,14.419,14.509,15.2458,4.525360282303961,7758,7137,13.73352,2461686.358902597,0.7302561998068418,1.0161151172767822,0.0987945720734782,0.0003927248291297749,0.00011231311209350996,27.457873032638624,2.71268881630743,8.646869596179457 jupiterMass
15.346,14.849,15.154,15.421,15.594,15.678,16.410800000000002,4.468411500134795,7458,6781,7.726761,2462684.133064322,1.110158120483747,1.25790515030805,0.11864113113793821,0.00010511281125181103,0.0005602317989329974,23.485082735625234,2.786296780622642,5.299841680342359 jupiterMass
13.807,13.295,13.6,13.867,14.039,14.121,14.8538,4.412179382184202,7097,4028,8.847396,2462272.297237491,3.599480744853388,0.09519181826775847,0.03315964333311454,-0.0012246293998237517,0.00012809362155415214,87.18968253002845,2.891178775023231,9.108541134625993 jupiterMass
10.238,9.701,10.009,10.279,10.452,10.532,11.2668,4.422350506102532,7993,7857,2.901206,2462397.5153889684,1.617140201851513,2.8332302796559565,0.20031059598541504,0.00012964466978759005,0.00010777494486216903,12.845056417393076,2.573000906434287,9.800561144703156 jupiterMass
14.449,13.96,14.266,14.533,14.706,14.792,15.5248,4.432545076883022,7910,6596,7.932789,2463091.5555266435,1.7620785718478333,1.6479367622000356,0.06809454471847626,0.0003845638333640938,0.0005340197948351173,38.27021906061657,2.6059931432090373,7.4805738398283825 jupiterMass
14.641,14.117,14.419,14.684,14.856,14.937,15.6678,4.5045681404728,7239,6167,5.129944,2463333.073423687,2.346194420000851,2.550877348208384,0.0878182499794374,0.0004716096132471524,0.0005555226451952922,32.95235041127131,2.8938177458270404,5.816768593041345 jupiterMass
14.86,14.342,14.644,14.91,15.079,15.161,15.8928,4.5462483963012525,7911,7796,5.167876,2461685.3038687077,0.46265529812639766,0.9112889943111483,0.4082620085895607,-6.67991646695856e-07,0.00028484856207309334,6.546051229186188,2.6725040231577157,2.9560748514491424 jupiterMass
15.211,14.645,14.943,15.206,15.374,15.449,16.1778,4.473558911509191,7395,7162,4.193253,2463322.366853438,1.3212408333972188,2.2823324878716384,0.18546789583291617,-0.00028987537809081954,9.42152922855029e-06,15.168506744326868,2.813271028797702,6.727496563438633 jupiterMass
14.595,14.038,14.338,14.601,14.768,14.845,15.5748,4.432545076883013,4168,3996,5.01476,2462148.102606861,1.8902471682373942,2.4395463689386587,0.19056516590234604,0.00015233869260527027,0.00036760570244217747,25.952459656098988,4.945634779938446,8.38944139742537 jupiterMass
14.504,13.933,14.231,14.495,14.661,14.736,15.4648,4.483871529855717,7922,3539,4.71613,2462122.5818000017,8.771348146995077,2.603797317821774,0.02324090426415649,-0.0012552663900567346,0.0005742089487284636,113.25617559613386,2.632175934354244,10.554045628983932 jupiterMass
14.351,13.835,14.137,14.402,14.571,14.653,15.3838,4.567232925452082,7977,7950,11.00661,2463174.826392065,0.201378064507898,0.0314181003997116,0.4387676945839213,6.9387582235745e-05,1.0373354529596365e-05,6.068418394505888,2.6626259487280093,11.126158471667964 jupiterMass
13.292,12.737,13.037,13.3,13.467,13.544,14.2738,4.432545076883025,7423,6506,5.367096,2461872.0128832045,1.6883622872302972,1.4987534512569822,0.11193232117396325,-0.0004097683216579905,0.0006464155801183212,24.809315478013907,2.77696426819123,4.169701825594105 jupiterMass
15.324,14.755,15.053,15.315,15.48,15.555,16.2838,4.442763148576255,7586,6377,6.524936,2461713.658543117,2.6604645855157987,1.27927366475281,0.05730511652114394,0.0004165642356553971,0.0003209078241149655,47.52734059071079,2.723559790490776,11.626292229404546 jupiterMass
13.484,12.891,13.187,13.448,13.612,13.685,14.4118,4.4172620166588885,7864,5425,7.03955,2463293.784862227,3.230445298457691,0.08511503257117181,0.041955527186493355,-0.0007305093001511713,0.0005563295207985391,62.26113949557246,2.6121989307685456,8.7220150010315 jupiterMass
14.861,14.265,14.559,14.82,14.983,15.055,15.7818,4.489036750496977,7636,7460,3.360122,2462601.8680604934,1.366123713052528,2.7166978276839013,0.21753491933098262,0.0001916051493628784,0.0001540289506026238,12.567672396850067,2.7339076010269965,6.575867210679834 jupiterMass
9.093,8.51,8.815,9.083,9.252,9.327,10.0588,4.494207921242755,7961,7479,14.89921,2461791.8483204017,0.30001248402109604,2.43474704235237,0.21452098607937684,-0.00018353310779242526,0.0006355195754671655,12.238053393708293,2.625319281710367,2.3797978006749103 jupiterMass
11.552,11.031,11.334,11.599,11.771,11.852,12.5838,4.489036750496981,7984,1714,5.541831,2462976.2430101563,2.9250118430295498,1.6473942113995135,0.058916717435404845,-0.01024581539653942,0.0012676845797220445,44.380345809906345,2.6147442937678056,0.5529634441302683 jupiterMass
15.704,15.171,15.471,15.733,15.9,15.979,16.7088,4.551485472319268,7738,7052,6.27205,2462635.8575188667,0.7920190600144563,0.2641475762879698,0.201125022879999,-0.0009176570283564721,0.0001108869918820894,13.600501424678086,2.735401160217839,1.8926835453786226 jupiterMass
14.548,14.007,14.306,14.569,14.736,14.814,15.5438,4.494207921242755,7885,6973,4.055283,2461961.649843529,2.833325107788501,1.8173693480717021,0.08425985392205267,0.0002735569947216816,0.0004507737190095793,31.457727975599937,2.65062356394372,7.674188851995758 jupiterMass
14.544,13.955,14.25,14.511,14.673,14.746,15.4738,4.509757202689283,7723,7564,8.350519,2461965.940055345,0.11204410177509896,1.8011093155637579,1.060111325118347,-0.0010608414000139988,6.014457761046263e-05,2.561605477647906,2.7155869773397376,0.31011028477784713 jupiterMass
15.562,14.974,15.268,15.528,15.691,15.764,16.4908,4.463270011526663,7498,4205,3.626506,2462025.4801885313,3.2843194405812417,2.2561216610082675,0.08489082404865211,-0.0025635176770502544,0.001920060231349913,32.609456966966505,2.7682436737048466,1.3096585772015497 jupiterMass
14.659,14.11,14.408,14.67,14.838,14.916,15.6448,4.437651171732515,7986,7858,7.417392,2463243.5966550387,0.3244187017377395,1.1314753696183024,0.3922415147414498,-0.0002682697069221332,0.0001545440932538527,6.588201732840234,2.584166227111498,2.737262143707495 jupiterMass
15.541,14.931,15.222,15.48,15.64,15.71,16.4348,4.412179382184196,3241,368,19.7175,2462579.661528171,2.3242611900007724,1.9411654793009383,0.05045731839004841,-0.011704455156501866,0.01521773681603342,125.47192337807043,6.3309767868990585,0.84068943015372 jupiterMass
12.733,12.101,12.392,12.65,12.811,12.879,13.6028,4.432545076883022,7362,5713,11.47007,2462098.543053697,1.858399070118821,0.36331582786169125,0.047977665900722055,0.0003339513769453304,0.0005829268940327875,58.35993818534644,2.7999736162433426,11.174298809931498 jupiterMass
15.584,14.938,15.225,15.482,15.639,15.705,16.4278,4.473558911509181,7643,4420,9.663423,2462791.762910555,0.7595408690695106,2.504980122816679,0.1354546690624351,-0.00044379766187655406,0.0047269011607895045,20.095180571132914,2.721986034012685,0.5444536354973823 jupiterMass
15.021,14.395,14.684,14.94,15.098,15.166,15.8888,4.535792315142939,7410,4608,5.941869,2462007.673330262,5.015484969838999,1.1635626971907709,0.03488877836319495,0.0003393894889655548,0.0009467604924072166,81.59166231965033,2.846633422954925,10.435310185233478 jupiterMass
