u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,m_planet,m_star,t0,te,u0,rho,piEE,piEN,s,q,alpha
31.103,28.195,26.9,25.79,25.242,25.004,24.9448,0.2355879975996212,7600,3635,4.779238,7.0399060783738046 jupiterMass,16.012918964908664 solMass,2462283.60821953,330.7009893214283,1.269088971988399,3.331441810722847e-05,-0.0034662888026204307,0.03298652837308675,1.2554769799395327,0.00041967699735621363,0.6092315515360514
29.068,26.493,25.301,24.441,24.016,23.814,23.7898,0.3524951621564427,7362,6972,2.238226,3.5157238940842506 jupiterMass,9.105940897553587 solMass,2462920.626716338,122.51785847430118,1.9609466310449295,0.00029657929623152064,0.009665424238026462,0.0030003944775108047,4.639752153636505,0.00036856045907597074,1.8904065871458395
31.089,28.149,26.843,25.679,25.105,24.856,24.7928,0.2720527754371055,7822,7568,8.446734,1.8080524040788624 jupiterMass,46.20739836906291 solMass,2462056.221577903,54.947461981145146,2.1605242867628496,0.00012728748633189358,-0.0015891845393671263,0.0029793269725319547,1.7770795716563315,3.7352382098266585e-05,2.6823297736134517
28.099,25.613,24.458,23.758,23.409,23.229,23.1938,0.4311745917804205,7799,6058,6.774498,7.060696829673908 jupiterMass,60.044505389812585 solMass,2462972.048876854,228.87817219188852,2.175663858131655,6.0564698695883646e-05,0.007388014721673448,0.004557020335847788,0.8340526544126821,0.00011225174456272165,0.40945156977504116
30.314,27.207,25.845,24.457,23.775,23.476,23.3838,0.4155785858071869,7377,6375,9.030957,1.067998889680708 jupiterMass,115.47294163913693 solMass,2461907.1352249966,181.03699277004324,2.5000161817388036,5.852738118789051e-05,-0.004541552693160486,0.001425078012956198,0.16398575426416737,8.828956528715527e-06,2.0312229755219153
29.385,26.606,25.353,24.422,23.961,23.755,23.7108,0.2888372230051576,7376,5973,2.717017,8.007224378671534 jupiterMass,54.81346365852956 solMass,2463019.8686427786,506.8843294185267,1.5317691525181112,4.8296743431514097e-05,0.008358613926357776,0.0012093939770216845,0.9324550769297256,0.00013944840759554927,2.2765614731172263
28.261,25.715,24.533,23.683,23.264,23.061,23.0388,0.3716662800190651,2648,1727,12.35634,0.6138255811279104 jupiterMass,78.54059347332516 solMass,2462911.5215546004,335.49705341607023,2.0743915117048863,5.7510009037441175e-05,-0.013305169093899187,0.011740345392623289,0.9007932650784162,7.460528810577192e-06,1.9075718301109519
31.369,28.47,27.178,26.126,25.608,25.382,25.3268,0.2208783558371501,7687,7648,10.65531,10.421239118448737 jupiterMass,37.24389150068746 solMass,2461741.111161303,15.378166148883844,1.4952462157477473,0.00029786018680672433,-0.000706618778560711,0.0012989369306745937,7.313583095146343,0.00026710567484880337,2.8198863408479182
27.158,24.693,23.607,23.151,22.928,22.795,22.7498,0.542192069355303,7817,6997,10.94069,12.216260013294699 jupiterMass,97.23300530307688 solMass,2462713.3443433014,115.033494221546,2.3219748038335224,9.361185261612357e-05,-0.004023616945809861,0.001655651873711931,0.11285798994054762,0.00011993428911316522,0.12480703587192418
25.61,23.373,22.479,22.176,22.041,21.953,22.0008,0.6786614190555997,7990,2252,10.71039,11.318416083755496 jupiterMass,85.24333627574488 solMass,2461973.792196062,507.43490735465576,0.8432614620259078,2.654651848778083e-05,0.01573403220218976,0.014551424103640843,0.4236242524692749,0.00012674884868734277,2.6343440433409744
31.768,28.493,27.091,25.501,24.726,24.382,24.2598,0.3661450446716865,7855,2314,7.931964,12.39316913112485 jupiterMass,116.25006537613346 solMass,2463043.9965987387,782.3164525579285,0.1783600870601325,1.2759409889827091e-05,-0.017754207625345693,0.0025990460713115233,0.26940969977924567,0.00010176723561316158,1.7370676536248475
31.245,28.242,26.913,25.663,25.049,24.781,24.7068,0.3385736542044376,7999,6453,10.11444,2.031371965688831 jupiterMass,4.242786844321975 solMass,2462916.361887998,36.74466108685274,1.9985061593587976,0.0001934497583281889,0.0039830126722771135,0.02916442537578754,3.3613062120535573,0.0004570429853407774,0.11505112346956332
15.732,15.498,15.849,16.143,16.358,16.476,17.2298,2.5536017121859147,7498,6833,5.348922,5.774284840905035 jupiterMass,47.34939818299492 solMass,2461908.935605207,152.77554207152716,2.0423730768345965,0.0007079041241303246,0.002536275751554303,0.005217650181572688,0.35826148853836526,0.0001164132856160365,2.8003190106120566
17.262,16.635,16.925,17.185,17.359,17.428,18.1498,1.991375505446327,7304,6467,4.761777,1.1823254223697397 jupiterMass,47.52784884741829 solMass,2462506.1009136573,200.88443773466588,0.7175770176858042,0.0004841320847430804,0.0038781776058268197,0.005544320416135274,0.7677937809179559,2.3746941177431556e-05,1.9370547100944038
31.664,28.757,27.462,26.374,25.838,25.604,25.5468,0.2221535005011184,7960,3212,15.063,7.217959849038974 jupiterMass,20.392710441250816 solMass,2462714.289079301,134.68387553592305,0.4508452187904317,2.336683157359115e-05,0.009127084294574206,0.032163842895606615,0.020815784921166095,0.00033787675614601047,1.0106026378302444
29.738,27.11,25.902,25.03,24.598,24.396,24.3668,0.3323939885759656,6394,5988,6.947263,8.665854017618704 jupiterMass,12.491662108293406 solMass,2461991.8757944005,54.62370174735255,1.8543237488946405,0.00023268719087266745,0.006773774286717523,0.007634388488422555,3.105282934575555,0.0006622316714880214,0.23733815725165663
31.349,28.146,26.76,25.259,24.527,24.204,24.0948,0.40332315969966,7767,7428,10.30359,8.4524357133428 jupiterMass,49.36046473023451 solMass,2462895.681080072,54.48525499211305,0.5564566598941405,0.0001571155300668024,0.0036115186018583034,0.0012537074467359726,2.0168243945741526,0.00016346374449775365,2.17469858411659
29.75,27.139,25.935,25.068,24.639,24.436,24.4078,0.3381840811792025,7362,6361,5.746658,4.899467356879563 jupiterMass,11.5049031616769 solMass,2461965.5681424635,89.96550427145176,2.5557944364314724,0.00015092208392260175,0.014495917111908554,0.004232600308684975,1.802828539605209,0.00040652261237429324,0.6971604043737978
19.665,18.649,18.6,18.68,18.776,18.806,19.3568,1.5601026008452017,7426,7117,5.684696,0.37647731500213666 jupiterMass,47.28947598708176 solMass,2462510.5334676825,96.4128976080547,1.2437308499425561,0.0006510924383416207,-0.0031104058826147284,0.00234662959851063,1.7953181902729491,7.599641709277279e-06,0.538440900826914
31.973,28.796,27.416,25.948,25.23,24.914,24.8108,0.4094050174720274,3804,2088,6.532887,1.3339002336184187 jupiterMass,80.20692793356466 solMass,2461525.922526804,664.1750814373532,0.07519988883173379,4.213196789901263e-05,-0.018025865110818932,0.002411730351434164,1.0660120910937232,1.5875604570682213e-05,0.001700986481250202
31.467,28.361,26.999,25.616,24.938,24.641,24.5498,0.4668239841989559,7817,7484,8.019248,5.872700715745821 jupiterMass,94.91513346599578 solMass,2462513.709653813,95.54044908007211,2.6513392166950354,0.00013239724313053288,0.0008466890111522526,0.0025780870635601066,1.5257433391342576,5.906377662195361e-05,1.6341587400609812
31.746,28.608,27.237,25.815,25.118,24.813,24.7158,0.4391907259352863,7956,7713,9.114515,8.47174145609553 jupiterMass,13.211017731774183 solMass,2463066.2716961857,26.164758932758446,2.0399472762165582,0.0003931831525873661,-0.005191327660256249,0.003135902148598035,1.3224405126366459,0.0006121462940903666,2.8212849832061884
31.428,28.57,27.292,26.294,25.801,25.585,25.5338,0.2458403473484319,7997,6827,4.772824,4.684097321597675 jupiterMass,11.539107819963524 solMass,2462772.185315703,108.62116353517078,2.1869552241077517,0.00010072169143144952,0.013515022151756744,0.0067308293539085585,0.9638344213383245,0.00038750069453484266,2.9293026770722133
31.444,28.264,26.883,25.412,24.692,24.376,24.2718,0.4103487935075872,7711,6854,4.978057,5.057486644763995 jupiterMass,118.1618937739545 solMass,2462482.3862996725,289.8384059961206,1.803746711195489,6.26489037536384e-05,0.0026864227673939205,0.0031037350038657643,0.3397259226290042,4.085790634588443e-05,1.8161382036061335
27.361,24.939,23.898,23.487,23.289,23.168,23.1398,0.5769699051410406,7968,7386,3.602681,6.653466899422961 jupiterMass,78.33584604596524 solMass,2462580.7244465123,254.65923970925675,1.5153691443071429,0.00013406191046699302,0.00029694613310031525,0.003925821149117814,1.005514695888128,8.10786052450129e-05,1.4165347769301413
27.303,24.167,22.8,21.378,20.682,20.378,20.2828,0.4453004775357443,7744,3939,10.78603,12.53695768334376 jupiterMass,56.28989455238697 solMass,2462032.4684291775,256.0982548353958,0.7752519422868765,3.535952233542419e-05,0.01429312339502634,0.008231513654887208,0.7203383115267008,0.00021260845505580874,2.2544551056148956
23.824,21.358,20.251,19.723,19.462,19.314,19.2688,0.5071695381527537,7718,7158,1.542313,8.01352200557363 jupiterMass,70.83377207922217 solMass,2461758.4269591365,572.6932829491984,0.22121362220812346,0.00012636901314592135,0.0018384074906851885,0.0037670097689314467,0.5072473717533851,0.00010799455790313306,0.047727093856858416
30.282,26.925,25.504,23.584,22.628,22.179,22.0018,0.2673949253181532,7327,6725,3.755592,12.124446494004237 jupiterMass,82.4412175058464 solMass,2462593.443550921,278.5598223361969,1.4627447525794488,5.925389494829228e-05,0.0033707155491942645,0.0026139787399435664,1.13879481125688,0.0001403900507949833,1.182161759944537
25.937,23.418,22.249,21.41,20.998,20.797,20.7738,0.380323499810566,7514,7464,7.42707,11.951309868805527 jupiterMass,5.698380078904401 solMass,2462182.6174602117,10.012932506160363,0.15022687634311116,0.0011560855692219658,0.0002516621795890159,0.0043713954313885995,13.208999052577974,0.0020020867915388207,2.9380437343264534
28.264,25.059,23.674,22.166,21.43,21.106,20.9968,0.4155785858071871,7585,6616,7.08042,4.745022192934363 jupiterMass,89.38449874029703 solMass,2462297.950032852,193.40808757678732,1.7539782529475905,6.795958855343214e-05,-0.0024928287624021088,0.004506772336820124,0.0426065559438109,5.0675126999281004e-05,1.570078635330708
28.132,25.282,24.008,23.017,22.528,22.313,22.2638,0.2524370875102649,7897,7561,6.088273,3.3345003456649973 jupiterMass,95.88442308942577 solMass,2462152.76260344,125.75963430625777,1.5323511799291283,7.091570991729893e-05,-0.002498644541016994,0.000981306134874448,0.9872031443327216,3.3197204515397064e-05,2.2654512792940764
26.353,23.833,22.663,21.821,21.408,21.206,21.1828,0.3790121748603547,7829,7731,2.993404,12.694985912387468 jupiterMass,98.51819201645817 solMass,2463174.465957703,139.08069134037834,2.1972073269530163,0.0001975156481554797,-0.00021461217174794858,0.0014041974287469516,1.215315987341864,0.0001230083510897398,0.7399487175205597
31.788,28.69,27.294,25.267,24.22,23.707,23.5058,0.2407981582371851,7075,5491,2.925291,11.232927243897766 jupiterMass,34.03378521387916 solMass,2462525.3827605094,419.80566652001346,0.786059633672598,4.707563221556824e-05,-0.01104039616239989,0.005017129724949996,0.498347633815782,0.0003150659707768531,0.879534330832144
25.039,22.551,21.4,20.679,20.32,20.136,20.1018,0.4483871529855717,7391,7228,6.379862,1.2003401554491238 jupiterMass,68.03955480429805 solMass,2463309.8603335284,74.44086788064867,2.1168516324779025,0.00021697718072797036,0.001169491228809522,0.0020343764467588223,1.5263298347151388,1.6840759680002998e-05,1.327777202924516
26.054,23.568,22.416,21.693,21.335,21.152,21.1168,0.4272215593621399,7807,6130,6.42216,9.64282456919355 jupiterMass,117.9737833336484 solMass,2462040.0629903376,330.01066403554466,2.91116389024676,4.3857785801992436e-05,-0.00603386190009441,0.000250576870765353,0.6862434078991758,7.802568056071203e-05,1.471738024915918
28.478,25.641,24.372,23.402,22.922,22.712,22.6628,0.2613082737155985,7840,6883,3.728702,3.6455464088962874 jupiterMass,92.65240491342766 solMass,2462557.7208665004,358.33817384868064,0.57394214341354,4.2371433997288795e-05,-0.004845574068582181,0.00015156259737946054,0.22354719496201791,3.755992717999739e-05,2.5403175240949305
32.008,28.677,27.259,25.307,24.331,23.872,23.6908,0.2521466258082342,6991,3624,12.78189,10.862352129188743 jupiterMass,96.13252592626921 solMass,2462908.453257899,291.49192585660387,0.4980375807167017,1.644292475299038e-05,0.012091338043067218,0.004851124079155836,0.16384100371122154,0.00010786295907610723,2.6506765848115332
30.66,27.332,25.922,24.27,23.466,23.109,22.9788,0.322591678965458,7606,6609,9.223042,8.128582712204954 jupiterMass,41.04662112764426 solMass,2463322.77481097,101.97936502177384,0.1302090032615566,7.659442599556813e-05,-0.007077243618079803,0.0030388040212322946,0.7616570231975941,0.00018904109459542544,2.3830792482191434
24.439,22.037,21.021,20.633,20.449,20.334,20.3168,0.6006938157960569,7302,4078,3.517363,8.495228124386644 jupiterMass,21.331648562014784 solMass,2463089.745958906,450.4387465260644,2.317900529429794,8.819525415551191e-05,0.0045310476210053754,0.024545212613044147,1.3204291644156911,0.00038016263769852715,0.49581877612729003
31.925,28.42,26.985,25.118,24.213,23.803,23.6418,0.2683200714226518,7776,1718,10.77166,9.832025445607217 jupiterMass,102.72718044136397 solMass,2461778.304784268,660.4805145883288,0.7532175406026104,8.238365930474571e-06,0.02118514070758922,0.009653201716466275,0.30067739412175276,9.136427923254032e-05,1.0398834391909126
27.21,24.685,23.512,22.661,22.243,22.039,22.0158,0.3746736583708602,7813,7172,9.319244,2.3277687071773947 jupiterMass,93.86233857349023 solMass,2463176.244086942,115.89782882564144,2.6032452855301518,7.541646460298211e-05,-0.0015042666662019304,0.003563971481961621,0.5112386926796191,2.3673761166156975e-05,2.5612852583073704
28.765,25.811,24.5,23.334,22.758,22.507,22.4408,0.3188990025518814,7728,2698,6.544815,1.76862737109847 jupiterMass,15.314165855165404 solMass,2461770.027392177,306.1314118595198,0.5477079616474619,3.498384933215983e-05,-0.013151449507914852,0.04196640008049995,0.5241472738685756,0.00011024573629790363,0.6064576347980082
18.775,17.637,17.326,17.272,17.292,17.298,17.689799999999998,1.3172043639120885,7828,7277,2.089632,11.243105110559682 jupiterMass,81.11667114314997 solMass,2462253.1427104734,441.86884023129085,0.3310791261142636,0.00030954655318858474,0.0005558358767947122,0.003785680551107751,1.4306515904560777,0.0001323106971624988,2.804115876804504
28.993,26.164,24.897,23.938,23.464,23.255,23.2068,0.2673949253181533,7774,7519,3.403246,12.73941482419811 jupiterMass,31.39500850838143 solMass,2462792.879109286,113.36892560922408,2.355513754032111,0.00015142865567656835,-0.0025028453429059264,0.0032850800274309626,1.4188471058379557,0.00038735367541232807,0.3479553170995599
29.733,26.845,25.558,24.517,24.005,23.781,23.7268,0.230225360064798,7885,7733,11.56584,5.560263753842609 jupiterMass,25.309862366365437 solMass,2463082.226841186,22.63942437568817,0.6724453801179753,0.00018940686623788463,0.00048297150585475723,0.0034435910758226764,3.3693720960605176,0.0002097125476992075,1.1129888751443529
29.613,26.746,25.465,24.452,23.952,23.733,23.6808,0.2421883011753911,7828,7810,9.677352,1.6743594800476005 jupiterMass,105.18635379166248 solMass,2462372.4123012214,18.954702999382906,1.758538676442992,0.000286494070391455,-0.000526817585459085,0.0002572147318395847,2.1448074196594478,1.519525915320783e-05,3.0914195679682503
29.846,26.703,25.332,23.904,23.205,22.898,22.8008,0.4437651171732515,7197,2628,4.226242,4.842600063197871 jupiterMass,61.57583781111542 solMass,2461969.5120983836,951.249511379221,2.119753439970558,2.605191579115913e-05,0.005501454248479829,0.021246839905196217,0.8422069995975966,7.50735720710519e-05,0.4558458879840394
30.575,27.346,25.954,24.422,23.675,23.345,23.2328,0.3781404710477003,7979,5455,7.359395,2.566838834446024 jupiterMass,109.13592139801376 solMass,2462316.089985136,356.3074325393637,1.2895642913681524,3.069902033554077e-05,-0.006798642026435522,0.004361443260303484,0.3297364273395438,2.2451723680919158e-05,2.795849505237823
31.173,27.862,26.453,24.821,24.027,23.675,23.5468,0.3401364391860351,7828,7340,10.70918,6.8933531732565685 jupiterMass,84.75563270361646 solMass,2461632.3225567415,82.58222746910968,1.2182695807846562,8.34538445860844e-05,0.003319703740618693,0.0011328761077095027,1.3746023101913765,7.763914895091204e-05,0.5220857923730847
29.948,26.805,25.434,24.005,23.306,22.999,22.9018,0.4437651171732515,7963,6425,7.298535,2.6603740672632146 jupiterMass,89.52602046266367 solMass,2461762.8255179026,234.28988731435211,0.5998424809161267,5.535718819911933e-05,0.0033690964313099593,0.005466199992280133,0.20696302845918746,2.8366923177045523e-05,1.4406205528264204
29.676,26.564,25.201,23.811,23.129,22.831,22.7398,0.4706013415209779,7871,7277,4.508828,6.078082162106322 jupiterMass,93.58251971869736 solMass,2462326.751416788,227.74792835335808,0.9996215534979779,9.889901375777301e-05,0.0027050273648295815,0.0025078913552369375,1.3362781211573778,6.199985000381721e-05,1.4404008319462556
28.883,26.127,24.882,23.959,23.503,23.297,23.2558,0.291174380983583,7726,6046,11.59309,1.7905304752525928 jupiterMass,37.89220037423802 solMass,2463044.2573627844,104.96243866912901,2.242329321065558,5.2608043803131487e-05,-0.008065119772472549,0.007176146661692914,0.1233107633065347,4.510770159931234e-05,2.6958280371362195
20.827,19.497,19.055,18.947,18.935,18.926,19.2558,1.029563555158772,7860,7035,1.616348,4.229550095363607 jupiterMass,60.71763483285168 solMass,2462414.0702595315,613.7985202382873,1.219975968039703,0.00022426253318626752,-0.0037054442180798597,0.004054744906983395,0.8323199643854422,6.649640000690524e-05,2.3462561176869685
31.312,28.01,26.602,24.981,24.192,23.842,23.7168,0.343679130448042,7612,1584,13.54359,9.652003526539911 jupiterMass,61.192628560335066 solMass,2462213.7881368557,425.7094472078092,2.773239484937416,1.3301300684945877e-05,0.031496597898640614,0.0033195722371439597,0.9702759584833649,0.00015056955599810465,2.020163108979542
20.716,19.365,18.897,18.774,18.75,18.733,19.0278,1.0682014443678416,7764,7299,7.517942,8.789712257329743 jupiterMass,82.71430421793514 solMass,2463285.9953408428,114.22747905495892,1.5791316534802986,0.0002721353044355717,0.003437474055688488,0.0006031854511994941,0.01536918333907792,0.00010144084168306545,0.48841892108698154
29.376,26.513,25.233,24.225,23.726,23.508,23.4558,0.2610076045600214,7906,7420,8.885703,6.428814795407363 jupiterMass,86.48941622285687 solMass,2462064.3474204103,99.29973030694889,0.34290115109993924,6.355406074250659e-05,0.002148233806568364,0.002673255855560618,1.548729178141583,7.095561287105476e-05,0.31116096049079434
32.257,28.881,27.463,25.752,24.921,24.55,24.4108,0.2959055840720005,7792,7227,14.65452,2.8398017169702685 jupiterMass,43.60463669946863 solMass,2462008.84860828,47.04724068720856,2.2462900730959565,9.355893677589054e-05,-0.005314974320445832,5.6742376860946285e-05,1.2222052698400607,6.216903865797012e-05,2.4293426401455744
31.859,28.55,27.141,25.511,24.719,24.367,24.2398,0.3417064376553579,6204,6035,11.14866,3.9141264322625657 jupiterMass,117.64821300716319 solMass,2462955.96498579,68.13196398713701,1.1640682980319863,0.0001231670695041522,-0.001016216290611986,0.0019178778108320286,2.1251845251206034,3.175910987306942e-05,0.5886809270330878
31.156,27.856,26.45,24.828,24.037,23.686,23.5598,0.3602907902763462,3902,3141,8.142863,1.3033573917177335 jupiterMass,32.208095425226915 solMass,2462764.511448952,181.02297782387643,0.9705925841971482,0.0001064000614859685,-0.002980694550599741,0.01509390782570966,1.829117786408446,3.862933944118124e-05,0.05256597992155688
