u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN
19.956,18.936,18.716,18.7,18.743,18.763,19.2108,1.3432385920946637,7939,7925,8.877571,2462045.994516585,0.0686440143463057,2.1609059064810183,0.4716038556884516,0.1332927073918012,0.0045237494932536
28.382,25.777,24.567,23.733,23.317,23.121,23.0998,0.3312479207396709,7886,6189,9.584598,2461754.188011767,0.8140607541010749,0.0678354495910215,0.0091443424943797,-1.4935694607799253,0.646940668292905
30.73,27.88,26.605,25.627,25.145,24.932,24.8828,0.2372210155844411,7618,3434,12.96847,2462116.7072153348,2.175357092955641,0.0152422457509437,0.0018749069051173,0.6445564103257619,1.967848476595576
29.651,26.991,25.766,24.908,24.481,24.283,24.2558,0.3066571964181931,7713,7657,5.438761,2463021.06411816,0.2751385192428391,0.1012877060886109,0.0451299939305325,0.222791078628679,0.0626913701913937
22.287,20.947,20.49,20.37,20.35,20.336,20.6488,0.955329438758398,7908,7471,6.198839,2462027.244977918,0.5488311870569829,0.2456557576802971,0.0603148396319001,0.7518553251116444,0.2555660076356473
20.709,19.651,19.383,19.346,19.376,19.389,19.8108,1.256473000779319,7913,7617,1.184958,2462437.8268543486,5.778994893259828,0.1812348796742159,0.0393861511290415,0.0482402953996223,0.2574594143008805
24.317,22.437,21.74,21.522,21.438,21.385,21.5428,0.7632260075093799,7346,6555,8.461133,2462514.496669974,1.347448429685503,0.1317224106511429,0.0154791952526141,0.2885515400265745,0.4401025038364162
31.064,28.243,26.976,26.03,25.563,25.356,25.3088,0.2530190150966674,7877,7786,9.300916,2462407.631465609,0.2275485673700558,0.0276887666544608,0.0257797857454068,0.2560162772151463,0.0051825988569041
26.967,24.617,23.626,23.262,23.092,22.983,22.9738,0.6048576264084821,7358,6865,6.101761,2461872.3355830195,0.1544830910177198,0.8751041151892449,0.1481303503398807,-2.720867248987729,2.626600874150015
17.372,16.372,16.244,16.278,16.349,16.377,16.878800000000002,1.4796301112853374,7823,6520,6.443838,2462135.2454496254,0.2347533078793885,0.0707406570420672,0.2123783842297205,3.242257285464471,5.247310931951668
