u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN,theta_E,theta_s
17.875,15.529,14.688,14.425,14.308,14.24,14.3228,11.459169960687849,7978,6576,11.46598,2462470.407396402,0.4673456359883676,1.3986786391370127,0.45529887084397314,-0.0007196687335463666,0.0016733194733771642,14.670980740122936,6.6796809651516496
18.457,16.025,15.151,14.873,14.747,14.673,14.7328,12.608202078203467,7410,7116,6.957953,2462995.568697673,0.41169711140483223,2.7338188643997836,1.0089333043910884,0.0006463219272188172,0.00029611322869766056,7.842762905929053,7.912824694234854
18.671,16.333,15.495,15.235,15.12,15.053,15.1378,10.70663903012266,7525,1706,10.88592,2462887.8919458846,6.4673315839105046,0.8043790083949028,0.03432758143371863,0.0008914586201707952,0.0021760760776620815,192.75250988616847,6.616727479671105
18.959,16.615,15.776,15.515,15.399,15.331,15.4158,10.818154034596295,7868,7299,2.359449,2462213.6824332,2.073245852889565,0.034622129472315466,0.4774349697819899,0.0004856291589277523,0.0005580913581353963,13.392793577972435,6.394187997195698
18.97,16.632,15.794,15.533,15.418,15.351,15.4358,10.718972602248586,7843,7427,5.078736,2461816.12021566,1.0434951313627674,2.4516582700060927,0.4380379083215092,0.00018896702238910265,0.00045448055410253214,14.509613386657946,6.355760698445416
19.089,16.311,15.304,14.952,14.777,14.675,14.6368,17.85061407876243,7321,5874,4.406212,2462534.876755929,3.854453113650157,1.76507185603998,0.24386047411378584,0.0005661942459754219,0.0004506526527643415,46.49839168460694,11.339119841736766
19.355,17.04,16.209,15.952,15.838,15.772,15.8618,10.107719024854674,7892,4194,8.571331,2462004.6717437645,2.645387451126251,0.9113358940181663,0.09594345297179244,0.0016827417272705031,0.0006382471169756827,62.079374310333804,5.956109529661811
19.276,16.858,15.99,15.715,15.59,15.517,15.5808,12.250481558315062,7863,7268,1.916043,2462471.3573673684,4.006160583604551,2.11752822432371,0.34476097175024994,0.00048609141163065726,9.566902534281944e-05,21.015676777799904,7.245385147903456
19.547,17.228,16.396,16.138,16.024,15.958,16.0468,10.166071523589029,7747,4714,7.170007,2462445.1276266547,4.11633871749066,2.8378881565600254,0.07552239206782277,0.0002499639176408716,0.0009969412576699339,80.80541387756071,6.102618148063827
19.691,17.286,16.422,16.149,16.026,15.954,16.0208,11.999224002803537,7885,7633,8.011196,2462856.123699703,0.7862556627096884,0.5501813594123482,0.41037144697378763,0.00014613098416024843,0.00019388972718960745,17.24530655736401,7.076981405452017
