u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN
20.962,19.825,19.535,19.497,19.529,19.542,19.9668,1.3416930213881533,7891,7852,5.549429,2463077.403955859,0.4563418839640571,0.3063027063194667,0.1140431758729691,-0.0332668722863957,0.0844680005808585
30.851,28.027,26.761,25.806,25.334,25.126,25.0768,0.2825876389511032,7710,6993,7.849688,2462896.795043627,1.4148275015109726,0.021172207344019,0.0056056981731018,0.0828500241519925,0.42943751792549
30.161,27.345,26.082,25.113,24.635,24.423,24.3738,0.2918456072539354,7793,6944,8.439608,2462783.1112201684,1.3029462034407768,0.0521183969136707,0.0057847759191501,0.0354544335638238,0.5199089510844714
21.235,20.076,19.763,19.715,19.741,19.751,20.1638,1.2991316425104007,7862,7524,9.768721,2462297.120720813,0.1651846892238043,0.030269821891298,0.1739399899336567,-0.830193822901659,0.991737999177568
19.935,18.895,18.84,18.921,19.018,19.047,19.6008,1.665916236087235,7958,7094,6.782928,2462645.796242262,1.2307464236772574,0.1697636111454113,0.0425941790724507,-0.5703239562421921,0.3508710100416347
30.039,27.506,26.342,25.437,24.997,24.783,24.7488,0.3720944230486839,7531,6851,6.445591,2461767.346547027,1.1970134904889882,0.0432781951142775,0.0108774110356846,-0.6110602413927133,0.1260349975277077
20.497,19.453,19.343,19.395,19.477,19.504,20.0288,1.6261221325027777,7926,7659,8.271867,2462846.807719089,0.7274290046529805,0.2504633314236234,0.0579150922185237,0.2326687615781225,0.1309365354522155
26.297,23.779,22.624,21.715,21.275,21.06,21.0268,0.3751052657666269,7655,7314,7.041795,2462870.5445763147,0.4887294342950458,0.2274860675976817,0.0241848227199781,-0.2834196999682407,0.5809383455833923
26.978,24.24,23.004,22.064,21.601,21.391,21.3478,0.3200023449941075,4094,3321,3.830607,2462569.265306276,2.105842195128884,0.1013564431056172,0.0164588208103496,-2.148162503149251,1.4186019052949257
12.908,11.724,11.299,11.135,11.048,10.989,11.0978,31.416164395953647,7617,3210,12.11315,2461616.788830895,3.032136627210367,0.1213347241623831,0.1907436809640244,-0.4934182132602413,1.7231621696212227
24.281,21.825,20.79,20.374,20.176,20.055,20.0308,0.6000026394326469,7366,6715,6.773275,2462899.058932977,1.9236585895754863,0.0913499020207299,0.0106189495512872,-0.3367928722066427,0.1506459467072525
25.783,23.313,22.199,21.566,21.251,21.081,21.0208,0.486018903022404,7783,7590,4.228065,2462229.97218233,0.2702714391465279,0.3192623911211286,0.0928220459719425,-0.1603086075377092,1.0319019596212122
29.916,26.856,25.509,24.176,23.518,23.231,23.1438,0.2191054402054159,7183,6677,4.818566,2462485.270760796,1.0230415840729103,0.0688871206387375,0.0105104911628244,-0.7222276747407476,0.2990794442340907
28.774,25.966,24.705,23.756,23.287,23.08,23.0318,0.2871793187054742,7967,7303,10.25568,2461707.139452673,0.278478476171128,0.0295128046490118,0.0214382368325637,0.3043472053520643,1.4274216494733485
29.519,26.655,25.375,24.355,23.851,23.631,23.5788,0.2550663461285687,7659,4481,11.87996,2462470.8173408443,0.5092981300619065,0.0675502999069584,0.0093493377084567,4.470491604705756,3.355972436045377
30.463,27.514,26.206,25.053,24.486,24.24,24.1778,0.2168468715007582,7497,3484,5.51689,2462995.0675542685,7.894449617103795,0.006984651156542,0.0011280706080556,-1.0732775940804553,0.712919961249305
28.759,25.997,24.753,23.809,23.343,23.134,23.0888,0.3123583793563914,7801,7435,8.0019,2461738.774332914,0.0774925200935117,1.0422150375552484,0.1096823620595563,-2.248349800029281,2.959842599521316
20.798,19.521,19.127,19.046,19.052,19.052,19.4218,1.15518930876488,7973,6228,14.9558,2462348.155907756,0.4754834783157283,0.343419412266613,0.0346077315110538,-0.4977972077796682,1.7349691473878617
15.001,14.349,14.637,14.894,15.053,15.119,15.8408,3.878405025236885,7767,7237,3.142566,2462086.771424374,2.058158223073559,0.8063426332763334,0.1311364750333725,0.3387064095018372,0.4108490282473969
18.9,17.824,17.618,17.622,17.678,17.699,18.1718,1.529865182610145,7623,4586,5.811879,2463219.6700016763,2.638232979390818,0.1112862402584882,0.0222322976435011,2.008654682597143,0.4977352017892016
31.843,28.809,27.47,26.179,25.545,25.269,25.1898,0.2196105304092523,7986,7973,5.712467,2463222.3268654007,0.1961929711464616,0.3701900133886976,0.0416776787198238,0.0586272404740097,0.0314685020027303
26.85,24.359,23.269,22.753,22.499,22.354,22.3008,0.5347529152770695,7627,7452,9.454058,2462022.2373193083,0.2434610161840373,0.4505522091019637,0.0517414431450109,-0.4862704851763637,0.047660809568558
28.861,26.178,24.961,24.038,23.584,23.375,23.3338,0.3323939885759657,7978,7611,2.043615,2463292.638330827,1.7126026463447688,0.1929525197913,0.0202204237346619,-0.2611503374207891,0.5741602195156345
21.25,19.916,19.481,19.378,19.37,19.36,19.6878,1.1672211836205062,7212,6785,2.880491,2462837.232663329,0.9409593568208524,0.3115698913053009,0.1014254331068173,0.7182375054963098,0.9310778440742916
29.931,27.197,25.963,25.031,24.572,24.364,24.3208,0.30807266172422,7963,7840,10.50801,2462001.848404814,0.3372683839322716,0.1036479723277498,0.0185424515109668,-0.1793246265240319,0.0952503898820713
29.097,26.554,25.388,24.477,24.035,23.82,23.7848,0.3674118512924793,7913,5832,9.576008,2463245.761819151,0.5301619797003893,0.1340414981520242,0.0155348023305698,2.886443754900973,1.4810191854394852
