u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN
30.802,28.0,26.74,25.796,25.329,25.122,25.0748,0.2806423193277209,7835,3924,13.20024,2462149.84754426,304.0577302437465,1.887834217754898,1.515873983524578e-05,-0.0019655366355279,0.0114082804699199
20.144,19.121,19.006,19.051,19.129,19.156,19.6718,1.5351582853585075,7887,7605,9.244699,2461920.1899323296,92.92576872078408,0.8555463869010327,0.000384856829767,-0.0019824335890034,0.0002563404175391
30.524,27.729,26.47,25.506,25.028,24.816,24.7688,0.2945460214098367,7899,7385,8.420053,2462508.8285683384,105.37548322695709,2.9969938003581578,7.138606754538024e-05,-0.0032073221632924,0.0016940946252135
27.813,24.514,23.111,21.49,20.702,20.353,20.2298,0.3569876244564643,7378,3380,9.841475,2462659.711857562,501.5346864249838,0.6844136086658411,1.6650993752125753e-05,0.0028130019840646,0.0115252776405956
24.613,22.075,20.904,20.028,19.601,19.394,19.3698,0.3691077473438424,4787,3953,5.150851,2461757.470615775,155.55219056732926,0.4855210167475957,0.0001634637398182,0.0189728193505144,0.0066104317947179
29.717,26.632,25.236,23.181,22.108,21.578,21.3658,0.2466909178647102,6694,1672,8.879237,2463269.724201681,184.03810298009364,0.3419667958473119,3.83063588382113e-05,0.1001221894627296,0.0058148994001167
13.546,12.875,13.161,13.418,13.59,13.655,14.3738,1.9982653642918724,7916,5084,7.717345,2462598.384965537,298.5257596136319,2.3451348936770264,0.0001861163228826,0.0015385185104184,0.0110497633971508
27.974,24.992,23.672,22.447,21.846,21.584,21.5148,0.303496132291995,7952,7445,7.830667,2462631.243771569,105.413622430009,0.0634337482153023,7.853587952728688e-05,0.0037798664691457,0.0002675400452896
30.273,26.842,25.419,23.64,22.777,22.389,22.2408,0.2848742277366738,7190,4051,8.09609,2461730.4963512807,445.85020580437055,1.587191869188045,1.864433027353681e-05,0.0105227906800963,0.0028618422714665
25.315,22.836,21.692,20.959,20.597,20.411,20.3728,0.434663488144918,7685,7563,6.447042,2462317.3089781576,58.621458145667376,0.7458440577347653,0.0002542020149052,0.0013070449095698,0.0015513942120606
28.874,25.613,24.214,22.642,21.877,21.538,21.4198,0.3794487800342181,7935,7475,13.90177,2462074.006031003,69.22238562482673,1.0475355927471235,8.44065956472429e-05,-0.0026382841663522,0.0013053800445183
30.084,26.773,25.365,23.732,22.938,22.586,22.4588,0.3541222058991058,7888,7123,7.194851,2462613.841901429,175.69298492927166,2.2550812202864647,6.032493311658789e-05,0.0038594270988038,0.0007628754924439
29.174,26.014,24.639,23.189,22.48,22.169,22.0688,0.4541017346220355,7296,3859,6.646304,2463145.6290357737,408.55638343990734,1.2978016299875184,3.8933455346802725e-05,0.0084148415108187,0.0141000992683792
29.192,25.96,24.568,23.026,22.273,21.94,21.8258,0.4237923968353893,7988,6604,7.126298,2462990.248608569,153.00318630523026,0.4574149569838494,8.26489739154566e-05,-0.0087473096607821,0.0008503005968712
29.513,26.326,24.944,23.461,22.736,22.418,22.3128,0.4296879363400379,7503,7046,5.366383,2462535.113980412,104.361591985857,2.3302425324375124,0.0001736931413633,-0.00517328200786,0.0022408649428403
30.573,27.249,25.839,24.19,23.389,23.033,22.9028,0.3500686025283024,7780,7144,6.73751,2461577.672205231,121.83811053927764,0.3350373469359758,9.310602844132906e-05,-0.0037365209096638,0.0034585461589832
30.308,26.951,25.536,23.847,23.026,22.659,22.5238,0.3289676260926328,7968,7744,12.2272,2462589.796886904,23.531646116177896,0.3440642914809777,0.000243731312279,0.0029372274576107,0.0035509810633895
29.403,26.425,25.105,23.889,23.291,23.031,22.9618,0.2962464541483473,7889,6621,6.663352,2462356.515745079,241.1449375154552,2.38062422978549,3.969603370842845e-05,-0.0041109363950966,0.0036810481001188
26.404,23.882,22.716,21.861,21.443,21.238,21.2098,0.3959616824074619,7712,4452,5.404492,2462959.53841739,282.43024229038,2.0512375860800764,5.713561138804125e-05,-0.0203965038419214,0.0100103826668012
29.696,26.799,25.508,24.45,23.929,23.701,23.6468,0.2299604558441284,7882,7797,9.320452,2463297.3977057524,45.86248853071555,2.4310960620175868,0.0001159335022989,0.0011105664173474,0.0004041484688783
24.514,22.138,21.156,20.803,20.64,20.534,20.5358,0.6355550309352371,7894,4740,7.836447,2462900.269546446,302.6828522229565,0.9400969662566564,5.765484863595702e-05,0.0008242639892371,0.0129536445450847
25.919,23.439,22.296,21.579,21.224,21.04,20.9988,0.4577761484702464,7001,3518,2.893749,2462292.4782772167,1614.7682392148777,2.6412862240239194,2.376888679064044e-05,0.0106538400288358,0.0029470446076737
25.104,22.631,21.539,21.013,20.749,20.6,20.5578,0.5541829509220096,7555,4260,4.689011,2462255.042864532,596.4398545404828,1.4133002211126495,4.455101479183298e-05,0.0082313831644381,0.0105365818836401
29.544,26.41,25.041,23.623,22.929,22.625,22.5288,0.4787989186140158,7976,4499,4.172219,2461580.1153068915,190.4021514685268,1.3741488296297897,0.0001283559139892,0.0341439146212869,0.0286174889921932
27.821,25.089,23.851,22.929,22.473,22.267,22.2248,0.3203709734676507,7970,6434,4.076929,2462369.948880038,238.00639725573583,2.8454287416502475,7.036551599714168e-05,0.0067303139099254,0.0090460314616196
29.749,26.747,25.42,24.172,23.559,23.292,23.2188,0.321479408707195,7824,7672,8.697234,2461509.922898272,62.50423562646967,1.9202527459565983,0.0001283868464708,0.0009620267933262,0.0014033024167602
29.178,26.242,24.938,23.8,23.24,22.996,22.9338,0.2708028064756135,7480,7163,7.168976,2463005.5878883484,26.857959869530728,1.4188511867629376,0.0003193803789569,-0.0102919639143236,0.0044765197240548
