u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN,theta_E,theta_s,M
18.163,15.986,15.207,14.966,14.862,14.802,14.9158,13.324568715949466,7873,3445,7.16746,2462103.2513802242,1.2183851805867107,1.959736448742023,0.32919242976216767,-0.005433685474239637,0.004135457116881701,23.908903617927518,7.870630074935041,0.4503938385304039 jupiterMass
19.001,16.735,15.921,15.665,15.552,15.486,15.5758,13.202408335681543,7741,6609,3.921378,2461567.4536404735,3.3495150856360594,1.972575149500989,0.22055771978527067,0.00035552565767434,0.0005021843239171015,35.96088916490447,7.931451715662177,7.517933643108925 jupiterMass
18.524,16.273,15.468,15.219,15.111,15.048,15.1508,13.202408335681543,7995,7318,16.65424,2462156.7070611715,0.4987105605961783,2.2524274467662604,0.33771326920199635,-6.217374069935101e-06,0.0005088177069724425,22.739617704868714,7.679470635514811,5.748304629845199 jupiterMass
16.114,13.781,12.954,12.706,12.599,12.537,12.6438,13.26334788372878,7901,6541,3.473445,2463086.5387018616,4.173020044761779,0.6282446058117597,0.1967193214507257,-0.0006613053499348771,4.902205916960559e-05,39.68447805442184,7.806703594992079,7.698035339860414 jupiterMass
18.246,15.897,15.066,14.816,14.709,14.646,14.7528,13.217616923080996,7985,3670,7.788191,2463248.0106344754,1.9459685035602465,2.599190104085467,0.18552082026629657,0.0021197634188751904,0.0028459092211319086,41.49370126135902,7.69794549389199,1.5040968059897375 jupiterMass
16.649,14.735,14.047,13.831,13.744,13.692,13.8488,13.278626670778086,7929,7348,4.882986,2462746.864813578,1.8985475572572745,1.967758033841454,0.30684185488756727,0.00010745389371087312,0.0003779111297269235,25.381467877950637,7.78809668343958,8.30990684818512 jupiterMass
16.341,15.014,14.703,14.609,14.572,14.537,14.7788,13.293923058310792,7966,7755,1.727401,2461859.1928925756,3.7540154850095027,2.839322663123303,0.43712983432717695,-0.00011784135503982892,0.00015206486438138658,17.75411390231595,7.7608528687452,11.871043737871979 jupiterMass
18.567,16.434,15.67,15.432,15.331,15.272,15.3918,13.35528501912506,6731,2958,12.65113,2462381.1028855057,2.6408085848278744,1.9827304925144245,0.10087746140395379,0.001863493563314491,0.0009052372189770431,91.4694393203928,9.227204834684217,5.67929256465558 jupiterMass
18.159,15.888,15.077,14.827,14.718,14.655,14.7558,13.20240833568154,7878,7572,1.854894,2462761.968984713,2.1701393040656254,1.9358373014137253,0.7071593553273484,-0.00039429155434101917,0.00024735235189624706,11.020885350514728,7.793522179606613,3.0457158040953844 jupiterMass
17.965,15.682,14.868,14.617,14.509,14.446,14.5468,13.248086676911177,7861,7692,9.330307,2462060.2934421506,0.48493751336155405,0.8241982466035085,0.6326746966542871,-6.990169662168116e-05,0.00021451868347202653,12.387723136153049,7.837398977402924,7.062599845447843 jupiterMass
16.791,14.486,13.666,13.416,13.308,13.245,13.3488,13.232843030096934,7956,6407,6.922522,2463150.829069599,2.2283056597802835,2.737780512014053,0.18314965054048726,9.704220524048099e-05,0.0007129628867120776,42.23270349775093,7.734904886993097,7.5500025802738175 jupiterMass
17.309,14.991,14.169,13.918,13.81,13.748,13.8508,13.217616923080996,5582,1004,7.4416,2461969.915575338,12.820530921796815,0.9510549468685809,0.04215778765105187,-0.0024957514244864586,0.0018844778352339506,261.20537414823593,11.011840696654884,10.743931366165024 jupiterMass
18.971,16.594,15.755,15.504,15.397,15.334,15.4398,13.278626670778106,4253,3935,2.205373,2462273.389374028,5.708785140056154,2.0625904516737954,0.4212295624004589,-0.00032539663013413626,0.0004449692282121472,34.469543081946775,14.519590548552205,8.043319220329645 jupiterMass
18.518,16.093,15.241,14.99,14.883,14.821,14.9298,13.32456871594947,3790,3146,6.097327,2462242.601610999,2.5825407388327752,1.4044252989019266,0.3792399658656826,-0.0012292743632127167,0.00024179094333611327,43.11182854342239,16.349728385214668,4.4264564963780435 jupiterMass
15.105,13.466,12.873,12.68,12.609,12.565,12.7668,13.278626670778086,7599,6260,4.548421,2463062.5381610403,3.0611220328711397,1.707541861651778,0.21317792617113085,-1.9179772369268688e-05,0.0007381628308440487,38.119840486991876,8.12630854099124,6.640543143278801 jupiterMass
16.512,15.115,14.697,14.559,14.508,14.469,14.6978,13.386072130692366,7978,7516,9.483811,2462206.4134808676,0.13015073452945627,0.1894683472090698,2.3089601144295524,-0.002259841808848066,0.0003020010794677022,3.379397584636652,7.802894233725597,0.190663982062351 jupiterMass
15.912,14.165,13.534,13.332,13.254,13.207,13.3908,13.370669713666665,7963,4539,3.343241,2461852.1701567685,9.897817709077145,0.25164425018728964,0.08618985019496334,-0.0007961420818931774,0.0006778713071262385,90.59764538128071,7.808597483428996,11.145208980674028 jupiterMass
17.731,15.738,15.022,14.797,14.704,14.65,14.7898,13.202408335681543,7977,3697,8.398778,2462247.715079129,5.264932717916529,1.9861593840773861,0.063575744870612,-0.00018169881749515677,0.0011849202906668316,121.06502692051349,7.6967992642523395,12.990741235768395 jupiterMass
17.019,15.581,15.18,15.052,14.999,14.956,15.1568,13.32456871594948,7518,4778,4.87447,2462709.3132939655,4.070274964496448,1.6122577352622325,0.151735257098357,-0.0013931125941549609,0.00017642487473045076,54.32014567060644,8.242281268949673,4.975892720111036 jupiterMass
19.093,17.007,16.259,16.025,15.926,15.869,15.9948,13.278626670778111,7277,4960,6.582595,2462485.204730434,4.064152409785727,2.3651776063171943,0.11585652022736442,7.078462993447332e-05,0.0008735625205154336,73.24481678820939,8.485889597772783,10.750113863543492 jupiterMass
16.891,14.658,13.86,13.612,13.505,13.443,13.5478,13.23284303009694,7446,3882,3.04358,2463183.9259631913,9.9831811987634,0.5526403953047603,0.09934894725551482,-0.0006274959754172701,0.0013427781152886844,83.18853013807613,8.264692892951532,7.219697839751992 jupiterMass
18.699,16.465,15.667,15.419,15.311,15.249,15.3528,13.202408335681543,7806,4192,4.444147,2462415.3816844057,5.7891109853308835,2.6728534799612924,0.11166347482163393,0.0002693411332638824,0.0015446287087420869,70.43849477926157,7.865407088257868,5.778738723321991 jupiterMass
18.834,16.573,15.764,15.514,15.404,15.341,15.4408,13.293923058310783,7294,6455,8.231979,2461724.1484259125,1.0114396108018266,0.905627969073237,0.3718176538196158,0.0002171106263437147,0.0007509556216135689,22.79575533439784,8.475864265481796,3.751105436267651 jupiterMass
17.207,15.58,14.989,14.796,14.724,14.68,14.8828,13.202408335681524,7800,3002,7.409288,2461574.6570329308,6.85751602233162,1.0594103126048013,0.056585097286845534,0.0008536111330293193,0.0012004450327904941,139.10831259156578,7.871457401402669,12.147935147100114 jupiterMass
14.953,13.243,12.625,12.426,12.35,12.304,12.4928,13.278626670778108,7750,7266,10.62224,2462379.48380021,0.9770125257906657,0.552653364566217,0.2804284250939922,-0.00028641456279947865,9.732229549979866e-05,28.41358393416739,7.96797659393452,12.082450384301175 jupiterMass
17.344,15.389,14.686,14.464,14.374,14.32,14.4668,13.263347883728777,7642,7501,6.992686,2462322.598672782,0.7871281227431111,2.7041333244097983,0.5356035995722835,-9.815257188848366e-05,0.00013041983250097197,15.069513495173261,8.071285671817902,11.875633941297183 jupiterMass
17.347,15.393,14.69,14.469,14.378,14.325,14.4718,13.232843030096928,7963,7776,17.35167,2461775.8692199034,0.3566301639272362,2.1703928407351425,0.456146039384208,0.00012376499364362718,0.00012828385722760808,16.942173624945394,7.728105397578432,12.22590086513191 jupiterMass
17.603,15.663,14.964,14.744,14.655,14.602,14.7518,13.232843030096928,7546,7090,3.799813,2462392.811401923,1.9023462938555797,2.351330427334974,0.4120703580621318,0.0001841169179992472,0.0003893248768333831,19.79071917287954,8.15516873587557,5.911158418282838 jupiterMass
18.138,16.134,15.414,15.187,15.093,15.038,15.1748,13.263347883728786,7622,4799,4.042685,2462550.007520425,1.5932825893339069,0.6930352694679175,0.4588897095376191,0.003286075876390443,0.0028904551484596236,17.634879191406828,8.092464589875682,0.5183284494108259 jupiterMass
18.038,15.992,15.255,15.021,14.922,14.864,14.9898,13.386072130692352,7019,6225,6.228343,2462865.0733816917,0.9088753089542391,2.3232668781431887,0.5722527752914435,-0.0011604354823016845,0.00016788859743626736,15.498390604785685,8.868997036139442,1.7002725864545674 jupiterMass
16.481,15.063,14.695,14.583,14.537,14.497,14.7118,13.38607213069235,6608,5929,2.447542,2461663.095152264,2.197981039404602,0.6693797491205395,0.6396108874407017,0.001108661856757328,0.00039423281042889706,14.728681476102444,9.42062502976131,1.6101291156438893 jupiterMass
16.848,14.569,13.757,13.506,13.397,13.333,13.4328,13.38607213069235,7771,7683,10.62548,2462375.084083549,0.4014911459841312,2.2633434199298583,0.6858648360294066,-1.2971052257623733e-05,0.00012552616489673298,11.679770408847272,8.01074381632515,11.905425846078804 jupiterMass
17.543,15.834,15.241,15.054,14.974,14.92,15.0668,13.309237066601789,6948,4498,4.052473,2462966.6939900154,6.240623056647099,2.290478337174204,0.12865660460797068,0.0004744260273886808,0.001028022917916881,69.2401271464472,8.908199661286075,7.866474560418108 jupiterMass
18.426,16.09,15.262,15.011,14.902,14.839,14.9418,13.32456871594946,7449,6386,7.201494,2463303.4193639657,1.5143585055382291,1.8482058780364432,0.2786061495405201,-0.0007370441757368942,0.00012999289067158843,29.858025164907662,8.318629424078877,5.131768256698061 jupiterMass
17.503,16.015,15.591,15.466,15.415,15.37,15.5718,13.293923058310776,7401,7234,3.947219,2461519.130250499,1.4899923678706422,0.5285771912609596,0.5187693463753998,-0.0001643998612260731,0.00010246004419867864,16.102193523104688,8.353324409191217,10.692364955985193 jupiterMass
17.333,15.544,14.897,14.689,14.607,14.558,14.7328,13.20240833568154,7871,7203,8.489297,2461547.5994094033,1.3158037490850407,1.3677926118224115,0.2550628553437812,-0.00028086755301788075,0.0002637104309260946,30.582474523467184,7.800453275433985,10.210884472466883 jupiterMass
17.441,15.874,15.361,15.194,15.128,15.083,15.2738,13.33991802667551,6641,4495,9.312194,2462460.7405174733,1.9911809560984517,0.3052504822179726,0.18401098562213006,-0.0010301748013727215,0.0009716377900626645,50.76595031428957,9.341492553376506,4.611367687158513 jupiterMass
16.765,14.793,14.082,13.858,13.765,13.711,13.8528,13.370669713666656,7903,6562,1.72265,2462748.4654467353,8.60006083458388,0.9224790849560326,0.19397663583219366,0.0005134136258613738,0.0003779354720287398,40.5609713804132,7.867880774458441,8.184033099642718 jupiterMass
18.616,16.475,15.708,15.468,15.366,15.307,15.4238,13.202408335681524,2289,1800,6.552252,2463233.9569175737,5.10214360145165,1.9440323107405095,0.2930562002292503,0.0007364850957681761,0.0010672418412930682,91.52780456372012,26.822790620769254,9.079601371439633 jupiterMass
19.098,16.902,16.116,15.871,15.766,15.704,15.8128,13.37066971366667,7960,7790,5.973937,2462700.129693823,0.6821413423378879,2.2016376336772776,0.700151299569247,-5.211241444879285e-05,0.0002401379986738443,11.156931975967078,7.8115404221790365,5.840397777279436 jupiterMass
18.239,16.02,15.227,14.98,14.874,14.812,14.9178,13.37066971366666,7551,5787,2.033299,2462548.3459786335,7.87619384934361,2.5905150281358202,0.18780963254441116,7.07753897292496e-05,0.0009179651810603973,43.84574148576732,8.234652597079204,6.125837361881572 jupiterMass
17.962,15.682,14.869,14.617,14.508,14.444,14.5438,13.32456871594946,7861,7529,4.607689,2461940.495806719,1.225331595367114,2.876190145037753,0.5099474097860941,-5.98353379571347e-05,0.0003579242209443073,15.457760200754283,7.882644775469221,5.479253500493715 jupiterMass
19.488,17.196,16.379,16.127,16.017,15.953,16.0528,13.278626670778095,7895,7828,4.444529,2462946.290967379,0.7591392583934679,0.6148985890417527,0.8467216157523675,-0.0001070936627445453,4.7999852934018674e-05,9.237553590604412,7.821636301835651,10.124960627695515 jupiterMass
18.334,15.984,15.151,14.9,14.791,14.728,14.8308,13.38607213069235,7883,4172,17.44471,2463181.0489848014,0.47284134885075274,0.41591604408173666,0.3496787560430514,0.0047440461826727155,0.001568141532065303,22.58338181166383,7.89692885914788,0.5813987300118203 jupiterMass
19.878,17.517,16.681,16.429,16.32,16.257,16.3598,13.217616923080987,7266,7109,4.347186,2462457.9785679216,0.5934581921452315,1.8677808506134623,1.1976949863295838,-0.00039829634657175716,0.00016288641830277263,7.063307719312964,8.459688242324184,2.111406052385758 jupiterMass
17.196,14.813,13.973,13.722,13.614,13.551,13.6568,13.217616923080987,7862,7562,9.011261,2462263.383766325,0.5731291130573251,2.4574690862335506,0.5529284022383525,8.039630156783343e-05,0.0003476908532189456,14.139948047797573,7.8183788818020235,5.096773546731251 jupiterMass
16.777,15.122,14.567,14.396,14.324,14.273,14.4348,13.355285019125056,6802,6472,7.242448,2462897.095657987,0.8380634606216452,2.9894956079717594,0.549466295240653,-0.0003185306214249139,0.0003194115618950766,16.617744104729127,9.130890288482716,4.738671280916074 jupiterMass
16.035,14.171,13.497,13.282,13.196,13.145,13.3058,13.202408335681524,7759,7042,10.18881,2462055.036340279,1.186002523695182,0.34595338193839187,0.23918015782190813,-1.4412580741451739e-05,0.00039637990825177477,33.084063993020415,7.913051647240731,10.729304576207921 jupiterMass
17.197,15.656,15.18,15.025,14.96,14.914,15.0938,13.293923058310789,7957,2073,9.442491,2462833.187184614,6.925872581782189,2.151839807384684,0.04339398572442484,0.0010845567706628835,0.0016712172085770276,179.0485681605067,7.769631010735736,11.560295975960111 jupiterMass
17.018,15.578,15.178,15.06,15.015,14.975,15.1928,13.309237066601794,7536,4172,6.273338,2462003.820245727,5.56881672250466,0.23104920240848037,0.08586921143899824,0.0010478939960455501,0.0003915684664638938,95.6470076942476,8.21313312720484,10.998240961919846 jupiterMass
16.01,14.129,13.449,13.231,13.142,13.091,13.2458,13.293923058310764,7925,7738,7.014382,2462922.3103441494,0.24707368620189143,1.1146394024331887,1.644087008264191,8.997987386465795e-05,0.0006363396571437825,4.744884920378359,7.801003653302731,0.949705624120554 jupiterMass
16.75,14.538,13.745,13.498,13.391,13.329,13.4328,13.324568715949477,7110,3610,3.680014,2461869.227355962,6.369374466494517,1.622840566281027,0.13580761507687572,0.0020047159610511356,0.0007044470516715212,64.17354471715909,8.715256059066613,3.884830444613939 jupiterMass
16.73,15.113,14.579,14.41,14.339,14.287,14.4468,13.248086676911162,7781,7095,10.68305,2461997.8553533494,1.0445688020758974,1.1737481644784569,0.2591625531275575,-0.00036783821689001024,0.00017353732315442686,30.552171775542547,7.917978840941307,9.662714020758518 jupiterMass
17.481,15.568,14.876,14.654,14.563,14.509,14.6578,13.293923058310783,6682,6211,2.550255,2462152.994478718,4.168692458387106,0.6296896387222168,0.317870365404788,0.00030015454226413725,0.0002488649504395761,29.106718098464096,9.25216311769294,9.602511268185362 jupiterMass
17.946,15.945,15.224,14.994,14.898,14.841,14.9738,13.35528501912506,7721,6702,0.4340759,2462970.3097169064,35.43916209349516,2.0210696318023036,0.19099293599703776,-7.702247004190866e-05,0.00046117226250019886,42.11714217927391,8.044076640624201,11.587048752425648 jupiterMass
17.56,15.455,14.699,14.46,14.359,14.299,14.4158,13.263347883728768,7899,7251,6.347155,2462121.6805989677,1.7504576882503617,1.4704803791950825,0.2567066630593512,0.00035670053540201693,0.00010535056868726317,30.418689303947225,7.80868022585547,10.520279052643328 jupiterMass
18.364,16.26,15.503,15.265,15.163,15.103,15.2198,13.23284303009692,7129,3468,7.391722,2463155.153013791,1.2925007366023216,0.6479107571725816,0.3300159558256288,0.005611182603884847,0.0007506136416504777,26.156895632469773,8.632192913580727,0.5943354378760709 jupiterMass
16.946,14.794,14.022,13.78,13.676,13.615,13.7258,13.26334788372878,7898,6167,3.999775,2461563.519200098,4.6323719640156025,2.017132282493096,0.15395147750954932,-0.0007005782432364594,1.1475077796594852e-06,50.728119294648884,7.809668916691873,9.314140515723002 jupiterMass
19.309,17.012,16.19,15.934,15.821,15.755,15.8458,13.386072130692362,834,313,31.06147,2462082.287165177,4.978652321294757,0.4895040267637495,0.1762950515503361,-0.004254657990874395,0.002029553042240723,423.39290819528395,74.6420745763343,11.553433692132431 jupiterMass
18.615,16.541,15.794,15.556,15.455,15.396,15.5148,13.248086676911168,7391,6630,6.371232,2462940.9924472356,1.4079747658811559,1.7103098528033542,0.3394051935308245,-0.0006233138932212226,0.00010636629379732366,24.559983254139706,8.335785869485095,4.996195906609231 jupiterMass
18.494,16.382,15.622,15.382,15.279,15.219,15.3328,13.202408335681543,7317,2227,12.97704,2462746.41964972,4.9402009666623075,1.5549984432757893,0.04780646838105543,0.0012807293201554549,0.0012356717716689566,175.52138412707853,8.391057500470264,12.686645724988654 jupiterMass
19.462,17.255,16.463,16.214,16.106,16.043,16.1438,13.263347883728786,7177,5880,9.307194,2461736.461699714,1.6511495178733595,2.263382611598619,0.20426401400685112,0.00030079222719341597,0.0006656698085766502,42.07411057044169,8.594226710886504,7.409031422987914 jupiterMass
17.901,15.673,14.875,14.625,14.516,14.452,14.5508,13.232843030096934,7737,2926,9.831636,2461746.622622247,3.7613794458955443,1.1147072209240025,0.0785587277998467,-0.001129057623718836,0.0017694331474480613,101.24712818597314,7.95384558367805,6.204806487353971 jupiterMass
18.187,15.91,15.095,14.84,14.729,14.663,14.7558,13.263347883728768,7109,3762,5.171958,2463308.9304250428,1.6396524728837238,1.4334071102038957,0.37370134829375246,0.0028501660848771425,0.004575121833330838,23.21755982026217,8.676433408922826,0.5540589722120367 jupiterMass
19.407,17.035,16.193,15.936,15.823,15.757,15.8498,13.32456871594948,7930,7857,7.625001,2463294.331595015,0.35048319159488267,2.1350351032772537,1.067971564623902,3.28469746331656e-05,0.0001567261549252583,7.3167274097034145,7.814056819667545,5.877492500761628 jupiterMass
19.446,17.056,16.209,15.952,15.84,15.774,15.8698,13.217616923081003,7557,7429,11.51421,2461828.945910212,0.1936868248424276,2.3982994886017037,1.332159814870171,-5.7095006074621113e-05,0.00036901943698302686,6.105820056040872,8.133928115485984,2.1033379885927497 jupiterMass
16.632,14.793,14.121,13.913,13.825,13.769,13.9018,13.202408335681543,7792,6039,2.733418,2463091.918758301,5.3531216559767,0.22238547208531156,0.19668800239802994,0.0006109439966882038,0.0007010679796140815,40.06110633986727,7.879538979843547,5.541523604211846 jupiterMass
18.553,16.15,15.301,15.044,14.933,14.867,14.9638,13.248086676911182,7849,1286,12.87556,2461953.218971348,5.3527804303322055,2.8003234793587204,0.04159873188493023,0.003337169313927349,0.0008584474511831361,188.6928010884822,7.849381241096243,7.043926392251006 jupiterMass
18.94,16.46,15.59,15.333,15.222,15.157,15.2578,13.26334788372879,7406,1874,4.043348,2462843.0591871017,7.576469599947535,1.4344835069728377,0.09929977457466238,-0.004719728744247221,0.0005561200993000098,83.87215114033857,8.328485701327633,2.270167694588581 jupiterMass
18.646,16.597,15.851,15.609,15.504,15.443,15.5528,13.293923058310783,7863,7657,11.11103,2461806.5241371803,0.11477265492437327,2.987095114950552,2.251951085765308,0.0007303868265626122,0.0006533746001808576,3.491423441599888,7.8625148101773155,0.4582853790628702 jupiterMass
18.406,16.332,15.583,15.344,15.242,15.182,15.2978,13.386072130692344,7679,6257,10.82231,2463236.9421907696,1.6693066361479458,2.058371365098509,0.1639001003153299,0.00012717259340980198,0.0005846900089815393,49.46133853922046,8.106718348308727,10.632960711960147 jupiterMass
18.298,16.011,15.192,14.936,14.822,14.757,14.8468,13.37066971366668,7759,7473,11.40718,2462427.591638135,0.6635044871206559,1.52173721204823,0.3867337426876814,-7.025516371753829e-05,0.00022742675335230453,20.722012636257368,8.01390150284124,11.198241314237979 jupiterMass
18.415,16.135,15.318,15.063,14.951,14.885,14.9768,13.202408335681543,7786,4809,12.67555,2462502.796296905,1.7043765611885715,2.3241924341698565,0.1333193573669654,0.0003856231887279348,0.0012877105915814029,59.14828287521916,7.8856110622837035,5.66012310299446 jupiterMass
19.458,17.151,16.325,16.066,15.952,15.885,15.9728,13.248086676911171,6919,5647,5.751669,2462530.982514888,2.686535338386063,0.07209889637307021,0.2104796938994046,0.0007638745007989325,9.318623766205801e-05,42.305440173031144,8.90443609789917,7.0716001411903315 jupiterMass
19.149,16.661,15.767,15.481,15.348,15.271,15.3208,13.386072130692355,6986,5353,2.541812,2463231.0612292704,5.193511756831478,0.023102398800024404,0.24655104674899342,-0.0012079123675775199,2.726556869819136e-05,36.14217797578463,8.910891811718116,3.847862397231142 jupiterMass
19.038,16.664,15.821,15.563,15.45,15.384,15.4768,13.217616923080996,7654,7015,6.130428,2462849.778750895,0.520443467969777,2.763324585065174,0.9193632945828145,-0.0008232330154636156,0.0010855745373857056,8.735225758956945,8.030845932679323,0.8247357017445065 jupiterMass
13.315,11.399,10.704,10.48,10.388,10.334,10.4758,13.263347883728786,7996,7759,3.941009,2463283.303217651,1.6129908477149382,2.856648384129108,0.4432286871382707,7.786652470862779e-05,0.00020521692870539677,17.404001225906093,7.713952614311212,10.199518131533184 jupiterMass
18.195,15.927,15.114,14.859,14.746,14.681,14.7718,13.23284303009694,7946,7836,3.885425,2461657.2989600766,0.9784993460608433,1.0099102115351362,0.7440332533834444,4.4571548598527036e-05,0.00016376597312869285,10.408996089441349,7.744639224882596,7.888950776069669 jupiterMass
18.363,15.974,15.126,14.866,14.751,14.684,14.7718,13.263347883728771,7795,4301,7.365026,2462948.82055532,2.868816044327661,1.2222567386606107,0.1367876447618283,0.0013568624149722728,0.0011851457415212312,57.84778851660609,7.912862745866885,4.130355525055267 jupiterMass
17.747,16.09,15.52,15.332,15.253,15.202,15.3578,13.202408335681534,7894,7386,7.984234,2461894.6359979887,1.135687231563554,0.867448742797447,0.3132931179947072,-0.0001796749181113378,0.00030147744320778224,24.825715558153593,7.777725833663652,9.099080682091042 jupiterMass
18.252,16.115,15.344,15.099,14.992,14.929,15.0318,13.30923706660178,7925,5473,8.914703,2463018.3795206505,2.783312443456956,1.7051408439175706,0.11496664710821713,0.0003982666049412659,0.0007306892694190969,67.93265924605902,7.809990062664431,10.500566673569057 jupiterMass
18.92,16.489,15.627,15.364,15.247,15.179,15.2638,13.339918026675504,7236,4076,6.982885,2461631.9880940774,4.401868908698156,1.1422988732013937,0.1018754227797317,0.0005521187319433351,0.0011471807237399872,84.15535763043044,8.573362637779622,8.502770231074077 jupiterMass
16.323,14.58,13.935,13.718,13.629,13.577,13.7388,13.32456871594947,3844,2038,5.525119,2463239.159513227,5.640910901200236,0.115180051102173,0.18891468629579614,-0.0010776847975013733,0.0024774025380157392,85.32978507194673,16.120049578554525,4.062771233551008 jupiterMass
19.225,17.221,16.479,16.227,16.115,16.049,16.1478,13.293923058310789,7644,3840,4.622994,2461533.3010952477,7.012739146456495,2.6199536471598948,0.09111886132602005,0.0014504490734230041,0.00016716561254805215,88.76071457257632,8.08777524233703,7.819954512823314 jupiterMass
18.808,16.693,15.929,15.683,15.576,15.513,15.6168,13.355285019125064,7940,6029,6.171224,2461900.4625634416,3.3817491889720976,0.5444631338863315,0.13690104691738136,-0.0004226345593411706,0.0005563456911911849,57.13766394788539,7.822206012879027,10.519650535587804 jupiterMass
18.457,16.26,15.469,15.217,15.105,15.041,15.1338,13.38607213069235,7783,6997,7.428002,2462167.3754611616,1.7770569407281966,1.5165863240996376,0.2213194542265709,0.0001759448711661073,0.00035852967080808465,36.13958250470343,7.998392675917092,11.640023932213206 jupiterMass
16.292,14.082,13.287,13.035,12.924,12.86,12.9528,13.248086676911164,6262,2705,7.53797,2461738.7998427222,6.96318615447159,1.611512392314424,0.06846435215788808,0.000741927351337126,0.0012589132039113507,143.70510153818537,9.838676678595387,12.650045625711982 jupiterMass
18.357,16.006,15.164,14.901,14.783,14.714,14.7928,13.217616923081,7604,7336,6.607253,2463086.307080964,0.8126002024853008,2.3342688902191284,0.5499206214452689,-0.0003210096827851663,6.142073812079699e-05,14.699671801975663,8.083652652383952,5.785397002663531 jupiterMass
18.879,16.411,15.517,15.225,15.089,15.009,15.0468,13.27862667077809,7122,6102,7.570903,2463136.5464255232,0.4077387671016765,1.9809022301405235,1.0259077724301122,0.0017130424217115935,0.0021857706029308854,8.451610280811456,8.670572676634716,0.3914751317558397 jupiterMass
18.659,16.309,15.467,15.204,15.086,15.017,15.0958,13.202408335681543,7724,2991,8.465801,2462137.766828328,5.331370741979393,0.1707609983090853,0.06432662585391508,0.0010590265966973432,0.0012755901616945935,123.57104382976016,7.948908302814723,9.587532669316134 jupiterMass
16.896,15.492,15.056,14.91,14.851,14.809,15.0078,13.24808667691116,7640,3052,3.782638,2462760.255137815,13.5938423853514,1.2194633381592797,0.05728087018091398,0.0011229334530256782,0.000832135045476334,140.78188849511525,8.064109078712605,12.956846228144235 jupiterMass
18.102,15.847,15.025,14.752,14.627,14.554,14.6128,13.278626670778111,7795,3981,10.13088,2462704.240096744,3.330006543440616,0.6755987666424381,0.08576924737991104,-0.00115520396916552,0.0006604440748257724,92.36385130954598,7.921978011929769,8.928590971945116 jupiterMass
17.425,15.174,14.366,14.111,13.999,13.934,14.0248,13.217616923080987,4162,3311,7.001051,2463131.876272318,1.4747843125693993,0.3998613327585079,0.5224517043147852,-0.0015061320967365616,0.0015823811296377087,28.268419401227398,14.768883894456392,1.6645084386077462 jupiterMass
18.794,16.334,15.461,15.194,15.075,15.005,15.0848,13.29392305831078,7967,7174,11.27631,2462081.4871705393,1.1299459654503103,0.1372861208280468,0.2224438879085776,-0.0001248102627679033,0.00037763384190507684,34.88465705589867,7.759878743871495,11.282443583041577 jupiterMass
17.648,15.924,15.298,15.108,15.031,14.978,15.1308,13.23284303009693,7932,6444,7.410159,2461863.3018979738,1.9446925118154408,1.2520898208548936,0.19664314097987093,-0.0006609507415676159,0.00032800567169425726,39.45374597854017,7.75830853264209,6.878013862546398 jupiterMass
16.594,15.073,14.581,14.405,14.328,14.274,14.4278,13.38607213069234,7513,6088,8.298236,2462340.6558907684,2.2591659845128635,1.0555307247955033,0.1614331293778853,-0.000575241055072531,0.00019374545071283004,51.32674196484622,8.285836576156354,10.877067315018204 jupiterMass
18.256,16.02,15.215,14.958,14.844,14.777,14.8628,13.32456871594947,7975,7279,11.34017,2462511.773760096,0.9325531999670871,2.9518845250309838,0.26835896194776726,0.0003933179073466141,0.00012953285472293568,28.95362579512871,7.769964963004838,8.993947298438004 jupiterMass
16.57,14.279,13.456,13.196,13.08,13.012,13.0928,13.202408335681524,7668,6294,5.124369,2462907.640289801,1.2644557744861673,0.1434707922729016,0.45135040161181406,-0.0016035000761677846,6.486923933371689e-05,17.74000813866641,8.006959797983935,1.4219390858598067 jupiterMass
