u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN
29.738,26.999,25.756,24.846,24.395,24.191,24.1518,0.289503061569944,7935,7535,7.376433,2462814.5482053305,0.8384861634061601,0.075831485366357,0.0100196082872095,-0.3941077957902679,0.0276041767128457
26.723,24.31,23.274,22.869,22.675,22.555,22.5298,0.5776345488186236,7847,7748,3.545359,2462070.1916094488,1.1260580968753156,0.0160732228549655,0.0313195352129512,-0.027369662433256,0.1464384570471162
26.381,23.94,22.867,22.41,22.186,22.054,22.0168,0.5664390175566517,6971,4197,5.485767,2462927.3536527003,4.785241159180931,0.0522154444793057,0.005257795699421,-1.302296740324444,0.2107092629495802
21.34,20.245,19.952,19.906,19.931,19.942,20.3548,1.2463877182468088,7882,7789,8.025051,2462023.0403243084,0.5468025146425232,0.4337465260607129,0.0612104034518236,-0.1102971310653562,0.0610978288942556
28.253,25.107,23.737,22.302,21.601,21.293,21.1958,0.323335329587423,7757,7405,9.6291,2462834.4224779294,0.2974144977597537,0.2428134526213907,0.0247228397350536,-0.30145244918784,0.7210917852968404
26.844,24.351,23.192,22.46,22.096,21.911,21.8798,0.418941285383705,7959,7841,4.253086,2463310.083854526,1.0458907758126257,0.0468429338033017,0.0200997647679458,0.0679529288217762,0.139596563562259
31.092,27.865,26.473,24.942,24.196,23.866,23.7538,0.296246454148347,7835,7794,3.648216,2462322.0227990053,0.2880406237011393,0.3194237542848362,0.0611176559896549,0.1872073914259993,0.1393333678939993
19.27,18.256,18.141,18.184,18.261,18.289,18.8018,1.512352960677162,7040,5706,8.679183,2462333.589988324,0.137198603848873,0.9258331793344232,0.3064352911748914,8.667795914133816,5.350552333017814
25.207,23.031,22.179,21.898,21.776,21.696,21.7678,0.7049416340266808,7822,7670,11.31338,2462626.008389527,0.1868664933001543,0.5214229346847082,0.0724099678560281,-0.4334539442499165,0.0609660666373979
22.551,21.179,20.714,20.595,20.576,20.563,20.8778,0.98662737413737,7929,6845,7.614571,2461770.069762714,1.4696090247744873,0.0684196332369706,0.018887492642027,-0.1103915273158426,0.6424843621466666
25.215,22.747,21.659,21.188,20.958,20.822,20.7768,0.5359856480596339,7705,7562,8.887693,2461540.9172134795,0.1212206131177189,0.1639276756467885,0.1096735276340262,-0.2680310827460864,0.7877010332219796
25.977,23.508,22.395,21.857,21.59,21.44,21.3928,0.5036782076097325,7969,7329,3.663969,2462602.3154626093,2.998013120492093,0.0079578305595082,0.0097735160444989,-0.2616490095114627,0.2535773092361327
27.152,24.682,23.55,22.961,22.665,22.504,22.4548,0.4804554906445685,7766,7703,7.832694,2462587.675017534,0.3711151088222447,0.3225514943325938,0.0361512063926571,0.0954633868874426,0.0916384101980114
30.699,27.581,26.216,24.813,24.124,23.822,23.7278,0.3350835908865629,7757,7410,6.442861,2462253.659654224,0.9779872225766216,0.0122147001168284,0.0116448592253342,-0.1641268769835597,0.3090656815835001
16.895,16.017,16.232,16.45,16.604,16.643,17.3248,1.8821453577184408,7699,7484,8.015564,2462320.69619916,0.5370061545056669,0.1412155943595364,0.0964700065475018,0.1012724016735198,0.2999937172460557
31.353,28.241,26.877,25.487,24.805,24.507,24.4148,0.3448682083946526,7897,7838,7.607718,2463216.3568835887,0.2698811955792506,0.2708272220449796,0.0361285729304425,0.168495447133602,0.0190554098710349
18.111,17.087,17.125,17.253,17.371,17.4,17.9968,1.6430590084328018,7757,7678,10.09552,2463017.167563348,0.3960179120093223,0.6181871076183246,0.0899917427304551,-0.1172804361342955,0.0304951739040425
30.263,27.57,26.343,25.444,25.0,24.796,24.7588,0.3105654653587113,7995,7890,9.618789,2462275.392402385,0.1769335788912376,0.2984800646377541,0.0387695578804395,0.3210830812717705,0.156595471245548
28.347,25.153,23.773,22.28,21.552,21.231,21.1258,0.3116399750193809,7835,7716,3.585468,2461820.777110615,1.223869274786214,0.1207043338578476,0.0153964321763558,-0.1246712931470402,0.1063073383509443
15.239,14.444,14.699,14.937,15.099,15.148,15.8498,1.9348761031776416,7543,6675,9.412885,2462437.225816111,0.1588931538929827,0.8737691327244408,0.2913184098786048,3.3376976488374006,2.5659783323131284
28.712,25.822,24.533,23.461,22.93,22.698,22.6408,0.2512772444481589,7699,7304,6.530039,2461720.3454933,0.3497204547257533,0.1026350547347629,0.0242755371090575,-0.5866827283373942,0.9580986546900698
18.473,17.432,17.239,17.243,17.299,17.321,17.7928,1.4459496179950222,7271,7243,3.520788,2463056.4741408853,0.6695824163557589,0.9030819023118896,0.1432853921109774,0.0081019314812306,0.0819748935678058
30.058,27.01,25.666,24.358,23.715,23.435,23.3538,0.3119989704145193,7105,4044,7.850754,2463091.289718748,2.4709056950011177,0.0122365536665915,0.003845106339047,-1.9931651963793096,0.2257326665454564
27.562,24.921,23.712,22.822,22.382,22.178,22.1448,0.3476587472191466,7851,7652,1.414094,2462137.201726694,2.70953417871638,0.0512475471893257,0.0196309847726657,0.1954616076406664,0.2480025420750695
25.961,23.517,22.464,22.037,21.831,21.706,21.6728,0.5723387634432133,7719,7652,9.695613,2462578.397502141,0.0950951503181725,0.7049376793006039,0.1365982999345044,-0.2812792208687346,0.3504387448575409
19.1,18.078,17.969,18.017,18.096,18.124,18.6428,1.547580186515989,7971,7569,3.543888,2462117.449893696,1.2477280642942217,0.4182738880748741,0.0745808340865554,-0.3452891708254355,0.4285987213364378
15.257,15.061,15.419,15.718,15.934,16.056,16.8148,3.3277689167196014,7937,5999,8.276897,2462834.822679208,1.611283828119861,0.4316019175851464,0.0534003369600263,0.0228850077062257,1.114493696105725
21.45,20.3,19.972,19.912,19.93,19.937,20.3348,1.2236385785941757,7545,7407,13.35532,2462376.312914762,0.1550968030526708,0.1266867538091755,0.1329914093248422,-0.1599274176631551,0.4049885457149701
29.787,26.649,25.28,23.857,23.161,22.856,22.7598,0.3417064376553581,7918,7768,4.72051,2462664.1754494663,0.7127884096432985,0.0691848465057186,0.0217858710224326,-0.018554174487042,0.2640814748559514
29.369,26.275,24.916,23.545,22.873,22.579,22.4898,0.3504718659937241,7785,7347,9.118233,2463232.9256237918,1.089621774144785,0.0406928959670785,0.0076965288386855,0.0721873869423192,0.2721074769886697
29.196,26.354,25.082,24.1,23.614,23.401,23.3508,0.2649434339074424,7478,7282,3.421078,2461906.9603275657,1.6714573237848125,0.02856575942602,0.010524373377009,0.0516427873957866,0.2240316439818094
18.18,17.157,17.089,17.16,17.253,17.282,17.8258,1.5909376543960452,6681,5951,3.37156,2462962.8370578885,0.3372773345034433,0.7500368665953252,0.3556972072062045,5.282329670664787,2.622366281706697
31.328,28.158,26.78,25.318,24.604,24.29,24.1878,0.3274561571458786,7939,7904,17.34955,2462311.719759115,0.0611954751015311,0.4497990500789502,0.0659882557808342,0.111719371380559,0.1560068067793406
17.658,16.733,16.932,17.142,17.292,17.327,18.0018,1.8203427182680008,7730,7563,11.72369,2462445.257222494,0.3487097741303286,0.0622187819330846,0.0978435127163754,-0.0187011536406543,0.2545279959808791
16.92,16.228,16.507,16.76,16.929,16.99,17.7048,2.080430254600816,7871,7733,3.636739,2463031.303403715,1.131067201575814,0.0475535082747288,0.1091464265478995,0.0264428892579756,0.1995776750500351
21.856,20.472,20.006,19.889,19.871,19.859,20.1758,1.0669723396720836,5913,4140,6.987631,2461942.941945136,0.1375470747295802,2.0433918857747555,0.3188972516715361,0.6694979138244727,27.51572125090235
13.882,13.179,13.458,13.71,13.878,13.939,14.6538,2.0900330843448884,7383,6038,5.178014,2462451.654685118,3.653861918618109,0.2151345556252185,0.0254150961426994,-0.3912912709816269,0.4314611467235341
31.803,28.36,26.934,25.142,24.273,23.881,23.7308,0.2082826817754379,7870,7838,7.587274,2462353.194643591,0.2830638980009193,0.107796473044235,0.0209312417362267,-0.0878239434844364,0.0083990715341665
