u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN
30.156,27.276,25.99,24.968,24.464,24.244,24.1918,0.2289038835238722,7824,6459,5.961816,2461906.3619829025,2.139662123589373,1.867340655460394,0.0038957167076341,0.1915569481667849,0.7493035033662104
31.796,28.568,27.176,25.644,24.897,24.568,24.4558,0.3573988583275141,7856,7731,6.501677,2462247.859189239,0.2303065108359034,1.171953610122244,0.0516067959119849,0.3901024543231203,0.3160004759149362
17.237,16.487,16.752,16.997,17.162,17.216,17.9228,1.8350722204533647,7927,6294,10.61566,2463141.1702133,1.808649251789252,0.837012079539943,0.0204799911725645,0.6133275604711755,0.1073043911503358
31.712,28.416,27.01,25.392,24.604,24.253,24.1268,0.3421000682786426,7928,6949,11.00274,2461570.744617507,0.2586655228551144,1.1305157890973656,0.025753540265798,-0.2285188306354398,2.269113989765652
31.138,28.004,26.634,25.216,24.521,24.217,24.1208,0.4184592389459038,7889,4283,6.028533,2462968.6801289865,3.541628205795498,0.9677013406673108,0.0042199121547455,0.728783240098462,1.6739428008714994
28.674,26.147,24.968,24.171,23.776,23.583,23.5618,0.3798858881578302,7796,2943,4.059637,2462819.8171787374,12.581303417716065,2.257176091725106,0.0016205234058913,1.129260633694424,1.0063522598605252
31.817,28.599,27.21,25.691,24.95,24.624,24.5128,0.3632061226088153,7917,7440,4.517968,2461597.102268275,0.2462016915139806,2.485760112259743,0.0700559697031847,-1.96636941282438,1.790085210326552
21.276,20.088,19.719,19.639,19.643,19.644,20.0118,1.1082893523494812,7895,7689,8.273539,2462807.732984273,0.5726126936295857,2.7887060725616006,0.0503309992541452,0.1807384478719862,0.1891626002676777
18.049,17.042,17.097,17.229,17.347,17.377,17.9748,1.616788311718752,7443,4715,7.013225,2461904.525610206,4.357311975505289,0.0123589756982416,0.0120741211668386,-0.0605652161285559,0.9271367013029672
31.215,28.325,27.036,26.0,25.49,25.267,25.2138,0.2203703497157452,7694,7479,2.713901,2461707.7673231703,1.684905074741796,1.621929895089104,0.0106394298497752,0.1130046890404863,0.276222807549916
30.581,27.765,26.5,25.554,25.087,24.88,24.8328,0.2619106514982379,7972,1549,4.163381,2462348.757040871,14.126272293205895,1.8201380052812124,0.000948853049085,1.305639675169531,2.9546234365338564
29.855,27.041,25.776,24.826,24.357,24.148,24.1018,0.2689386130683602,7959,7497,7.45207,2462389.176804107,1.0726782775219232,1.831065345720208,0.0071801755144898,0.2214475215374539,0.2759076430139988
30.816,27.654,26.278,24.826,24.116,23.805,23.7038,0.3987063576679134,4671,3172,8.790782,2462771.6731348075,1.9234327236007716,1.539881927011305,0.0085748315806975,1.857355777157824,1.1517363297965293
31.426,28.535,27.245,26.208,25.697,25.474,25.4208,0.2196105304092522,7723,5810,6.950958,2461742.709346472,3.061599676885141,1.6891175679449966,0.0022696603678547,0.0435001110294449,0.7304343303569896
31.707,28.443,27.042,25.468,24.701,24.362,24.2428,0.3436791304480415,7227,4580,8.618517,2461760.541668176,3.6527296153499305,1.331873938806126,0.0025658534846982,0.9097207221642504,0.182442474503114
30.045,27.363,26.135,25.256,24.819,24.619,24.5858,0.305951904438076,7993,7405,9.392207,2462899.789245048,1.1754011089151828,2.4165661295902003,0.005889472687025,0.3264501562803132,0.0382576289804362
29.796,27.023,25.77,24.846,24.388,24.183,24.1408,0.2822624851181539,7945,7864,6.501873,2461719.0025788825,0.4609271003819272,2.167670541163176,0.0201360995490839,0.0109424267384722,0.1576242867691969
31.974,28.695,27.292,25.696,24.918,24.573,24.4498,0.3500686025283026,7114,6320,2.626451,2463313.410551799,5.704155021777334,1.6735543621924802,0.0055791173099356,0.4245229509557767,0.0717620113656873
31.785,28.528,27.129,25.561,24.797,24.458,24.3398,0.3569876244564637,7522,6735,4.615109,2462439.912627784,2.8709076226227466,1.4711598962923156,0.0060842278066843,-0.0214451357038806,0.4277082499280885
30.878,27.749,26.38,24.967,24.274,23.97,23.8738,0.4437651171732511,7751,2311,16.14379,2463264.300208698,2.152799114824159,1.91570546408712,0.0027981644463971,0.7069663997664855,3.112421063617826
21.748,20.564,20.199,20.12,20.125,20.126,20.4958,1.1146875766047486,7977,7137,11.50518,2463107.057295555,0.7855711144866188,0.6630434988384895,0.0262616168651275,-0.055675221389205,0.5936544779098066
29.838,27.078,25.829,24.911,24.456,24.252,24.2108,0.2928553490294933,7939,7876,2.594033,2463261.20941451,0.3887543685473482,2.687304744324688,0.0621331534294548,-0.2143890291081923,0.2953143847440916
16.754,16.308,16.624,16.898,17.09,17.182,17.9178,2.160992008647976,7400,6748,3.979536,2462073.5405849367,2.30728799502665,0.2435171253603912,0.054022417237547,-0.5144459629895837,0.071521305358365
29.237,26.719,25.544,24.771,24.387,24.197,24.1738,0.392783432308455,7003,6740,9.341554,2463308.499349568,0.5452975796358162,1.5200475056722584,0.0187026502234743,0.3137916157802526,0.2473033301660476
31.644,28.531,27.167,25.776,25.095,24.796,24.7038,0.4366698036478704,7792,7413,5.00961,2463252.943723577,0.8412634757781382,0.7378123734334122,0.022586819522005,0.5391766822097017,0.1807194291973769
29.251,25.842,24.421,22.566,21.654,21.234,21.0718,0.2717397433348307,7864,7619,1.58516,2462420.402330267,3.7112062659094462,0.7455725391867388,0.0099771907269805,-0.187153395620443,0.1715462322948254
26.427,23.588,22.319,21.347,20.867,20.656,20.6088,0.2610076045600216,7815,7262,3.461288,2462043.468521268,0.677248081514104,0.8804627915057949,0.0242005632659041,-0.5319807045610361,1.4220033735201123
27.866,24.941,23.642,22.493,21.928,21.683,21.6228,0.2658600982214725,7964,7828,4.967932,2462360.312545095,1.0450577625949675,2.469023123377519,0.0109217639819203,0.0493826167887681,0.1453107911661711
31.667,28.563,27.165,24.995,23.844,23.272,23.0328,0.2307560843313175,7459,6464,7.831898,2463116.489684551,2.0161011187325752,2.0767653487661843,0.003327974855263,0.4413839559133006,0.1818215096602516
19.548,18.09,17.583,17.447,17.417,17.398,17.6858,0.9197147696752777,7468,6153,6.654816,2463255.962082453,1.5139752099813386,2.064180449474767,0.0207625576516336,1.0007626157012086,0.2734782974068498
10.796,10.755,11.147,11.467,11.706,11.848,12.6238,3.2482777765839463,4825,3378,9.116162,2462230.1081330674,2.037886530650355,1.5473847181658118,0.0615531986129157,-0.7062189679694624,1.5962090721946365
28.721,25.821,24.529,23.476,22.957,22.731,22.6778,0.2153541081372752,7643,2815,3.924156,2461805.3389442293,7.181502111709743,2.187908038565893,0.0016983005912026,-2.81807489773202,0.7191844772740081
30.969,27.534,26.109,24.326,23.461,23.072,22.9228,0.2755200197243473,2527,1922,15.22216,2461630.8840417974,1.9625661574526367,1.834277733814864,0.0061991785730028,-0.3890170077995403,1.4724300939271882
28.657,25.676,24.355,23.133,22.532,22.271,22.2008,0.3200023449941074,7671,4142,10.27012,2461624.52260822,1.348043271279343,1.6894374740332136,0.0051180985371166,2.8686063274147844,0.5977423655387524
28.954,25.814,24.444,23.017,22.319,22.013,21.9158,0.4208750304959977,5977,4559,5.856214,2461620.0094018243,2.983586247470422,2.3829398513397546,0.0068454371244602,0.5664524522892612,0.9287031825790816
31.095,27.671,26.248,24.479,23.621,23.235,23.0878,0.277749420096,7408,6814,3.442258,2461586.6538994545,1.903437432481701,1.1843162103442997,0.0097197921817036,0.3546691532132911,0.5518345982290979
28.736,25.871,24.591,23.585,23.089,22.872,22.8218,0.2366754223886477,7623,1355,5.152967,2461529.3374450137,7.638905437914945,2.645889399986228,0.0013397555409563,3.9419882190543207,4.020692219885539
27.935,25.215,23.978,23.077,22.631,22.429,22.3918,0.2962464541483469,6455,5227,7.016216,2462704.871030004,0.4688566017584564,1.796526268309123,0.0236974024409484,-4.040501315721766,0.0680613361607071
31.804,28.326,26.895,25.061,24.172,23.771,23.6138,0.2683200714226517,6396,2302,4.364793,2463320.623342414,2.22142853567516,0.1922678534702906,0.0073491231203507,3.7311363963665407,9.787299914201366
29.327,26.444,25.158,24.129,23.621,23.399,23.3468,0.226283642436515,7979,7606,10.1888,2463139.936912368,0.5107766976893365,1.565342114489794,0.0092562995004088,0.371352935132175,0.2194736717465917
26.898,24.276,23.068,22.201,21.772,21.571,21.5428,0.3484601834013509,7804,5068,10.65783,2462499.819511815,2.2787139333513777,0.2451605858500115,0.003122943445762,0.9367632608870066,0.4526305399281028
29.422,26.539,25.253,24.224,23.717,23.495,23.4428,0.2265443111316169,7059,3409,7.724391,2461650.337662431,4.379553118393559,0.7932830796886982,0.0016113977302386,-1.1509146554665717,1.165017349801733
31.711,28.301,26.878,25.126,24.275,23.893,23.7478,0.2819377054169803,7939,5815,3.113163,2461808.888610196,7.141278348890263,0.5103447055882484,0.0027132908704217,-0.6329554365244223,0.4131805283954256
29.625,26.487,25.118,23.695,22.999,22.694,22.5968,0.4228177013701806,7996,3860,5.79054,2462338.8980958723,2.8200632750537693,1.807351444601085,0.0055003366627281,-1.7777949115547431,2.4131633382304605
31.386,28.026,26.611,24.92,24.099,23.732,23.5968,0.2952250201140844,7616,4008,10.39351,2462762.168092198,2.8808248376229457,2.3322321911773822,0.0021990441585561,0.1286708340557779,1.436106999612612
30.007,26.848,25.472,24.024,23.316,23.005,22.9038,0.4075239722825522,4496,2378,6.760906,2462857.370238425,2.5214024793869947,1.2752330387959705,0.0090316396370002,-1.684927942826628,3.8957880436527295
28.007,25.276,24.035,23.115,22.659,22.453,22.4138,0.3084275477330513,7938,6773,11.66806,2463197.5330109443,1.1446138602100593,1.6971881908828306,0.0049416414140164,0.5641756941849302,0.1813507988180941
30.983,27.699,26.294,24.693,23.914,23.57,23.4468,0.3362429295629464,7936,7114,8.305436,2462326.7051545638,1.667466134636747,0.1574315161981075,0.0051965948580458,-0.2075503034663731,0.3230728188239785
31.442,28.113,26.701,25.048,24.243,23.886,23.7548,0.3116399750193804,7918,6909,5.228609,2461925.598632448,2.323910923571719,2.584543910599256,0.0055019778275343,-0.3074177313853197,0.4613941992505659
29.972,26.751,25.36,23.836,23.092,22.764,22.6518,0.3764030734007396,7816,7740,8.344797,2461559.181742898,0.3735489855684632,2.6803680172935005,0.0262417073842953,-0.0286975078766033,0.1443780014258088
24.013,21.825,20.961,20.673,20.547,20.464,20.5278,0.692074999154841,7901,6390,1.675095,2462690.317105944,4.057358280320173,2.5481748958638653,0.0218914794884519,-0.9915752724839824,1.266360263610924
26.757,24.285,23.137,22.524,22.216,22.051,22.0088,0.4567232925452072,7659,7200,10.61608,2463073.166868246,0.4870298286596447,2.0748048750215977,0.0195906192389,0.3329709803927325,0.4846404396505964
30.287,27.13,25.756,24.31,23.603,23.292,23.1928,0.4079934217793598,7623,2929,4.913899,2462922.687789493,9.049587941992831,0.3122874257451425,0.0020443677742198,1.5639064493638146,0.7320591217629704
29.97,26.897,25.544,24.201,23.541,23.254,23.1688,0.4351642011573262,7608,7364,8.788144,2462264.422062854,0.6591736308515278,1.8700674948690452,0.0167715222433822,-0.0027489206486355,0.2745851300447557
30.091,26.916,25.537,24.069,23.352,23.037,22.9328,0.4051848148192529,7723,7421,1.805288,2461748.747852467,4.604780941869593,1.0431120194015149,0.0107200909950761,0.2270479734505686,0.0452978208915767
30.48,27.55,26.248,25.097,24.53,24.284,24.2228,0.2661663572339968,7982,6507,8.081479,2462750.031550135,1.3641472314285457,0.2473284800663876,0.0051377877468466,0.8875930263749324,0.31216595917093
30.406,27.282,25.915,24.51,23.821,23.52,23.4258,0.4336637898635178,6669,2403,5.087306,2461594.1934894384,10.83461583178394,0.4121738054524855,0.0020039084718097,1.3081445630721178,1.1833872956462663
29.726,26.845,25.56,24.513,23.995,23.769,23.7148,0.2391405153755518,7242,6996,5.211533,2462747.9835675955,1.231901852203591,2.742004910246721,0.0087365477717612,0.2667334600775763,0.0718183742105481
30.694,27.768,26.467,25.323,24.759,24.514,24.4538,0.2613082737155988,7083,6788,6.318197,2461990.887691403,1.0619455119524164,0.5060801936243353,0.0093395798212313,0.3329724567578545,0.0262897160725486
29.949,27.134,25.87,24.924,24.456,24.249,24.2018,0.2655541915997749,7755,7631,6.568932,2463179.888134223,0.3321055499407702,1.7336239942593403,0.0266616654827172,0.3262958593413835,0.1288485535461624
29.657,26.602,25.255,23.935,23.288,23.005,22.9228,0.4122428774794105,7753,4384,3.223137,2461604.584776584,2.010481464741799,0.7583399588419844,0.0139377077410746,5.033098835446481,2.425187775914286
31.327,28.118,26.73,25.221,24.484,24.16,24.0498,0.3725230592800365,7462,4653,3.683992,2462383.2854323047,7.509967315948071,2.2209674545841445,0.0030649825532057,-1.0456319128399298,0.2177449119876425
30.045,26.911,25.541,24.123,23.428,23.124,23.0278,0.4316712857393396,7719,7530,6.451872,2462689.516971132,0.9395981305041112,2.2812318066219017,0.0156693524454589,-0.1162806254936296,0.1576755545286162
30.94,27.788,26.415,24.976,24.272,23.963,23.8638,0.4136691756477602,7763,4090,5.573202,2462961.137910972,3.3601972995880147,2.927600263678958,0.0048332674530526,-2.189157390899052,0.5461580367880748
30.674,27.695,26.375,25.157,24.559,24.298,24.2278,0.3148858613438076,7071,3815,4.720054,2462326.066828484,4.867285017076981,0.7516886113431882,0.0032924970463149,-0.2385021406082375,1.9040790373653336
31.358,28.157,26.771,25.272,24.54,24.218,24.1098,0.3781404710477009,7645,6760,3.293245,2462090.006614529,3.114816447156173,0.3896544211996448,0.0081904164917146,0.0767209300270673,0.6049055083569572
14.269,14.175,14.554,14.867,15.098,15.234,16.0028,3.0140687961286257,7942,3546,8.045764,2461534.7189304703,5.625815914805601,0.0490413180522198,0.0142415509249677,-1.0161579285862334,0.7442917329567171
15.091,14.845,15.193,15.487,15.7,15.817,16.5698,2.53019015096668,7416,6876,9.65602,2463302.393613626,0.6293676076872208,0.8297163804539105,0.0953603227222221,-0.6338058990278042,0.0581399292133105
32.096,28.809,27.403,25.801,25.021,24.676,24.5528,0.335469592284834,7639,7239,7.060246,2461924.342642066,1.1471016534753766,2.9004732629233776,0.0092104686263649,-0.2119077408170469,0.2480241385312176
