u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN,theta_E,theta_s,M
14.438,13.158,12.867,12.792,12.774,12.75,13.0458,8.925923509927467,7269,2811,4.572574,2461767.735303405,10.58569572540274,1.1557998125260927,0.043090859711205735,0.0015449060853591785,0.0005688931015727861,132.52259287032913,5.710512457940586,10.354438474266658 jupiterMass
17.668,15.908,15.264,15.055,14.973,14.924,15.0968,8.87468936907893,7945,7794,6.493778,2462559.7327541867,0.7232847621991659,2.729256504273575,0.40396089156258835,0.0001236788458984598,0.00014374604717262002,12.859276321708899,5.1946447277672085,8.722915501430954 jupiterMass
18.458,16.693,16.048,15.839,15.756,15.708,15.8798,8.94649988868298,7137,6363,7.618667,2462067.5635872893,1.646768169331936,1.5262696434333234,0.1697121066854234,-0.0002974370314275098,0.00039715115722627306,34.34956415698736,5.829536896808435,8.904927207702016 jupiterMass
17.916,16.089,15.419,15.202,15.113,15.062,15.2188,8.884912616647162,7799,7423,4.74343,2463035.900600213,1.5344415718750972,1.2200907229579463,0.2658631856917438,0.00026705742591755867,0.00018683422362761017,19.9274912670212,5.297986311094659,7.864788417891701 jupiterMass
19.095,17.309,16.656,16.446,16.362,16.312,16.4818,8.956805858776974,7648,5660,5.250466,2461585.397917065,1.665452598232109,0.09219985136810971,0.2274898218529807,0.0007250882941805378,0.0017759639575572058,23.940868560244624,5.446303923775676,1.6053842118666277 jupiterMass
19.428,17.623,16.963,16.751,16.666,16.616,16.7818,8.977453428698976,7820,7451,8.014126,2462392.503419641,1.0456073550101572,0.12456567743326186,0.23270645378287141,0.00025672305016598686,0.00010144366252836208,22.942174098776537,5.338791976595532,10.690926533564976 jupiterMass
16.087,14.704,14.331,14.215,14.173,14.136,14.3678,8.874689369078933,7997,6342,4.635304,2461531.9723827676,2.1074489441299256,0.03686142809742532,0.19296457919122176,0.00046421601635159276,0.0011283510718638754,26.74515132244003,5.160866870340189,2.8196597642368455 jupiterMass
13.698,12.191,11.698,11.541,11.483,11.442,11.6408,8.823749308409937,7819,7363,8.504586,2463292.6552241324,0.9496709301001457,2.07462020393017,0.23733535713580392,0.00033708339376031495,0.00012116246160067828,22.112410942468657,5.248056948164457,7.940806569662177 jupiterMass
16.446,14.582,13.905,13.689,13.602,13.551,13.7078,8.915653073992493,7170,6913,6.566533,2463226.6606197776,1.1381538407331624,2.4725394413176596,0.2826075250405086,-0.00012922701216620081,0.0002179682157316599,20.46194320123492,5.7826991256204625,10.387178417633999 jupiterMass
17.964,16.1,15.421,15.204,15.117,15.065,15.2218,8.854278149935377,7928,7612,6.290836,2461844.0149225746,1.0130942955541542,0.038298856522275604,0.29765837186133604,0.00021535649379869447,0.0002089921430605265,17.44889819539141,5.193810627614412,7.479328505867699 jupiterMass
18.633,16.768,16.089,15.873,15.785,15.734,15.8908,8.987795055894821,7545,2823,10.68843,2462602.926403924,3.43097815373919,1.6340622169505616,0.05517582843565093,0.002163503056922305,0.0004414278905151952,100.40183388848891,5.539754361255987,5.848960427960068 jupiterMass
16.116,14.762,14.422,14.324,14.292,14.259,14.5118,8.813596437182925,6531,3587,10.74675,2462650.620830352,2.73498162279394,0.9451480058452248,0.07798817085076468,-0.0012027792139087186,0.0009960381728774273,80.4713586714874,6.275814068665122,6.628376598057119 jupiterMass
