u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN
22.657,20.864,20.218,20.039,19.983,19.946,20.1658,0.916543666850568,7602,7129,2.172521,2463066.797692593,3.213785391364069,0.2528720930189407,0.0293312962336826,-0.4540137270167423,0.0483124455989648
19.07,17.969,17.784,17.803,17.869,17.891,18.3808,1.6373938726378772,7618,7282,6.823747,2461612.527113144,0.5286842132558645,0.6547153244625814,0.1011998222512943,-0.463695576673932,0.4012843697349608
30.559,27.727,26.458,25.488,25.008,24.797,24.7468,0.2758374065369454,7466,7222,7.367862,2461700.0224079792,0.3523890312092444,0.1058389661202178,0.0241706386966074,0.6335349586846263,0.062455064218904
25.883,23.418,22.401,21.992,21.797,21.678,21.6648,0.6518582417174984,7904,7300,6.939367,2462384.198347661,0.4902212565511895,0.2731468469260466,0.0411794981760832,1.0438977650965835,0.4165713152308191
25.732,23.366,22.435,22.121,21.984,21.894,21.9438,0.696070391726889,7854,7850,2.622931,2462826.9306408,0.2056701986262056,1.273710522091161,0.2790556669167608,0.0279232486346568,0.0339097698319603
19.372,18.272,18.084,18.102,18.167,18.189,18.6788,1.6317482697771992,7864,7402,7.329143,2462487.8879548963,0.2740485051760646,0.1419944656943306,0.1754752375795938,1.402763606488057,0.3396938193139338
12.928,12.011,12.228,12.449,12.59,12.625,13.3108,3.4407503352571407,7753,7700,8.498736,2462901.67128601,0.3955644370783178,2.110602824399016,0.2242325285624462,0.0797563014938681,0.0542484672195744
21.72,19.531,18.712,18.463,18.365,18.3,18.4218,0.7579719966298019,7829,7190,2.444122,2462049.6129160565,4.606840687325608,0.1004161460500542,0.014605203402965,-0.1179110314294466,0.3488509373453521
27.604,24.838,23.596,22.649,22.183,21.974,21.9268,0.296929372754893,7382,4327,9.385939,2461540.4116430487,1.1717255169619405,0.002470964728356,0.0062124416230111,-0.3991095806541046,3.151239045437299
14.452,13.451,13.63,13.83,13.956,13.981,14.6498,4.630769464427301,7923,7665,3.684365,2463285.2965329858,1.4647209073096656,1.5101703325233236,0.1839639780173101,-0.0889069740918531,0.2734444674880749
18.181,17.009,16.726,16.7,16.742,16.757,17.198800000000002,1.4049250654162009,7742,6692,3.634235,2462362.9924512766,2.05832562528244,0.296573169928599,0.0412059301814705,0.6211182513824567,0.7703548179042377
28.088,25.639,24.532,23.659,23.24,23.025,22.9698,0.4203907590329346,7929,7812,6.421177,2462294.763702602,0.15056179818156,0.3850348607994267,0.0931519872999999,-0.5618459335580266,0.4399775837427843
17.578,16.531,16.588,16.725,16.843,16.868,17.4668,2.0732570977977525,7654,7576,8.824901,2461652.5845945585,0.3209077186052966,0.7363688719967045,0.1624656355389409,-0.0343648515416493,0.1700491736697008
29.114,26.335,25.087,24.138,23.67,23.46,23.4128,0.3021016942286874,7888,7445,2.032204,2461906.269043878,1.67370218209222,0.1776527471951767,0.0191261514609413,-0.6012028175395749,0.5429101155381642
23.64,21.646,20.904,20.669,20.575,20.516,20.6618,0.8339752474143641,7396,3740,6.95281,2463071.258253182,1.5618264534578197,0.0342697081936409,0.0176380243701315,4.445566428236303,0.0264157919066264
27.062,24.545,23.463,22.928,22.665,22.517,22.4588,0.5403226345486019,7255,6911,3.01044,2461735.376190061,2.372010552675899,0.1458215367983986,0.0177156041422407,-0.1042356678257686,0.335094977701648
31.515,28.521,27.196,25.972,25.368,25.106,25.0338,0.2148588074330086,7323,7052,5.658133,2463258.178021252,0.4170379306339258,0.0616603390384689,0.021120404614947,0.3856257765577588,0.7149145601608127
20.22,18.579,18.019,17.881,17.852,17.834,18.1218,0.94984591842936,2413,1187,2.671259,2463311.123989609,13.447192948615694,0.115297283397096,0.018613799005601,4.18844093587184,1.1832236938072729
28.542,25.694,24.42,23.425,22.933,22.717,22.6668,0.2652486369634333,7736,6992,2.412463,2462997.651592844,4.154327509438217,0.0073342995047706,0.0058111504973298,-0.1136759640973936,0.4882248195253737
