u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN
30.802,28.0,26.74,25.796,25.329,25.122,25.0748,0.2806423193277209,7835,3924,13.20024,2463207.4783273246,2.800913397080397,2.5340330325258904,0.0016455817707411,0.3950484464006744,1.192983318387655
20.144,19.121,19.006,19.051,19.129,19.156,19.6718,1.5351582853585075,7887,7605,9.244699,2462097.586598561,0.2339468149377348,1.4125997241962744,0.1528685772578993,-0.7528560099801275,0.2522649643960918
30.524,27.729,26.47,25.506,25.028,24.816,24.7688,0.2945460214098367,7899,7385,8.420053,2461827.466069252,0.1641765897793614,0.7055739135348476,0.0458185991886906,2.323948314666372,0.1392473090118288
27.813,24.514,23.111,21.49,20.702,20.353,20.2298,0.3569876244564643,7378,3380,9.841475,2461982.1709552505,3.272403955602349,2.0964053823614908,0.0025519621181974,-1.7540197677136071,0.4789587678044348
24.613,22.075,20.904,20.028,19.601,19.394,19.3698,0.3691077473438424,4787,3953,5.150851,2462098.155299589,4.0331087870949975,2.871946750918789,0.0063046012764201,0.6773731447565243,0.3763504206155381
29.717,26.632,25.236,23.181,22.108,21.578,21.3658,0.2466909178647102,6694,1672,8.879237,2462870.985890493,6.362632093135669,2.462938122834397,0.0011080052263692,-2.252971125516302,1.827383815404907
13.546,12.875,13.161,13.418,13.59,13.655,14.3738,1.9982653642918724,7916,5084,7.717345,2462447.6590465303,2.981484371061652,0.7227086070223988,0.018635186286504,0.8887329179473583,0.6767194543163088
27.974,24.992,23.672,22.447,21.846,21.584,21.5148,0.303496132291995,7952,7445,7.830667,2462259.642133602,0.436249145387959,2.3351201216092443,0.0189771180968979,0.7941232691017102,0.455808090629729
30.273,26.842,25.419,23.64,22.777,22.389,22.2408,0.2848742277366738,7190,4051,8.09609,2461841.674540224,4.490711944397392,1.6665642169023769,0.0018510602756232,0.5166663724663908,0.9514465741857492
25.315,22.836,21.692,20.959,20.597,20.411,20.3728,0.434663488144918,7685,7563,6.447042,2462842.730556401,0.5728621393759498,0.3772709685212947,0.0260127031497387,-0.1332423065833952,0.1591826320653379
28.874,25.613,24.214,22.642,21.877,21.538,21.4198,0.3794487800342181,7935,7475,13.90177,2462414.398898566,0.4642157712254873,0.1975275618205734,0.0125864442255973,0.4187084840064431,0.1317076175190836
30.084,26.773,25.365,23.732,22.938,22.586,22.4588,0.3541222058991058,7888,7123,7.194851,2463035.870294025,0.699261960638613,2.2256055927236487,0.0151569342557009,0.6438474583881476,0.7500120990040962
29.174,26.014,24.639,23.189,22.48,22.169,22.0688,0.4541017346220355,7296,3859,6.646304,2462797.0848720185,4.580440364608862,1.9390530257978549,0.0034727035929147,0.0555303029890862,1.4635593519685222
29.192,25.96,24.568,23.026,22.273,21.94,21.8258,0.4237923968353893,7988,6604,7.126298,2461865.4870900684,1.1931408243199366,2.0856853769354147,0.0105985446949486,0.8413861087275614,0.7498051302183144
29.513,26.326,24.944,23.461,22.736,22.418,22.3128,0.4296879363400379,7503,7046,5.366383,2463054.593863421,1.957232152037192,1.2228335876008356,0.0092614934466718,-0.2882006279045943,0.0854830779979289
30.573,27.249,25.839,24.19,23.389,23.033,22.9028,0.3500686025283024,7780,7144,6.73751,2462337.006906682,1.3593462375843872,1.625444654969245,0.0083450869774475,0.3708970816949047,0.2658748945046431
30.308,26.951,25.536,23.847,23.026,22.659,22.5238,0.3289676260926328,7968,7744,12.2272,2463101.87054534,0.5616762582942204,0.5055272308374172,0.010211218479131,-0.1765364261385956,0.0781676143178556
29.403,26.425,25.105,23.889,23.291,23.031,22.9618,0.2962464541483473,7889,6621,6.663352,2462510.2537033297,1.8008355523469008,2.129026618850032,0.0053155867318119,-0.6065718501768427,0.4219864977103021
26.404,23.882,22.716,21.861,21.443,21.238,21.2098,0.3959616824074619,7712,4452,5.404492,2462227.823116769,3.444152649515658,1.9887425646715748,0.0046852814639335,1.4402043373880935,1.1820102779092727
29.696,26.799,25.508,24.45,23.929,23.701,23.6468,0.2299604558441284,7882,7797,9.320452,2463330.825876583,0.4491153678505833,1.0535575650602598,0.0118388265023282,0.1187438150121434,0.0215539889726606
24.514,22.138,21.156,20.803,20.64,20.534,20.5358,0.6355550309352371,7894,4740,7.836447,2463302.727234574,3.457565046971195,1.8817419023281263,0.0050472323130699,-1.1350704445395714,0.0525014845681319
25.919,23.439,22.296,21.579,21.224,21.04,20.9988,0.4577761484702464,7001,3518,2.893749,2462363.9220100325,11.101116863724725,1.1832345302159677,0.0034574218019845,-1.344035419091164,0.8825676780151691
25.104,22.631,21.539,21.013,20.749,20.6,20.5578,0.5541829509220096,7555,4260,4.689011,2462959.9140350465,7.131691170145278,1.1742103512473865,0.0037259045783288,0.4586891106117907,1.0198153654627098
29.544,26.41,25.041,23.623,22.929,22.625,22.5288,0.4787989186140158,7976,4499,4.172219,2463044.6779196006,5.314867851603684,2.797521448700697,0.0045982784256607,-0.2443304959507125,1.5771918472750348
27.821,25.089,23.851,22.929,22.473,22.267,22.2248,0.3203709734676507,7970,6434,4.076929,2462666.6684454847,3.2835125231273694,2.2024470380406544,0.0051004656859263,0.7971232147756683,0.1803863303953303
29.749,26.747,25.42,24.172,23.559,23.292,23.2188,0.321479408707195,7824,7672,8.697234,2461661.4074654817,0.5310005025651344,1.8461947078183816,0.0151124559475657,0.0656810904173426,0.1891953446478111
29.178,26.242,24.938,23.8,23.24,22.996,22.9338,0.2708028064756135,7480,7163,7.168976,2462342.8008819595,0.1834049461205411,0.8527565708609087,0.0467703057228493,0.3341429840557295,1.609232128782052
30.373,27.075,25.669,24.049,23.26,22.909,22.7838,0.3755373703549232,7540,6934,10.22937,2461947.0349682523,1.1490887237299257,0.1811549247049425,0.0071972432420429,-0.3583350099287807,0.0362913660984537
29.999,27.061,25.755,24.592,24.019,23.77,23.7068,0.2583171026410173,7649,6901,5.218974,2461847.1990675745,1.7381778621194948,2.146907898851852,0.0063234773636734,0.0502862684411542,0.5683323913843871
30.138,27.228,25.932,24.857,24.328,24.097,24.0408,0.2218978840047314,7447,4552,5.005515,2463260.16175633,5.471122520281731,2.456101930912898,0.0018481338234501,-0.2463230865451112,1.1120626330077636
25.246,22.82,21.789,21.385,21.192,21.073,21.0508,0.5945017821698437,7495,5876,5.419198,2462186.08522606,3.5809225003508307,1.9053979332934683,0.0069428598506232,0.3351266325978313,0.60534174562763
32.206,28.884,27.464,25.521,24.549,24.09,23.9088,0.2652486369634331,4330,1530,8.238204,2461949.089862187,4.714069478263631,0.2216183493389838,0.0026793136663961,-2.2876850321838584,3.2507476792716217
30.775,27.591,26.21,24.732,24.01,23.693,23.5878,0.4351642011573258,7503,4938,10.30151,2461558.670076827,1.310506082479177,0.0697842807279632,0.0072973487270287,0.6385160637298062,1.760866287227288
32.057,28.724,27.311,25.652,24.845,24.486,24.3548,0.3278333720796104,7559,4279,1.803055,2462020.2501184903,15.052401939726872,0.9960981458221746,0.002714318772049,1.0816097571787862,0.8322098802303411
17.725,16.701,16.728,16.845,16.957,16.985,17.5668,1.675533675473786,7961,7625,3.601275,2462730.866178181,1.7949044314404767,2.8697003306055224,0.055306316788541,0.1254823921795385,0.2864942191597206
31.476,28.139,26.727,25.064,24.256,23.896,23.7638,0.3218497386924626,7913,6573,7.918591,2461615.0000928724,1.273108264974702,0.6693119166100703,0.0068530762110758,0.8797276419862634,0.3120122818750316
13.832,13.812,14.208,14.531,14.772,14.916,15.6938,3.304860716630585,7773,4367,11.23882,2461786.6211552024,0.3441406026341655,2.779146192298421,0.1867216509091323,7.348774729881922,5.981836194331428
23.604,21.493,20.685,20.427,20.32,20.25,20.3538,0.750158718105134,7596,6340,17.25861,2462672.6175410133,1.0531312125065797,2.3155575764961065,0.009229256610657,-0.5240271073401747,0.0089686780213036
28.315,25.809,24.649,23.81,23.4,23.197,23.1678,0.3959616824074616,7919,7520,8.51363,2461780.13361357,0.6901273070011033,2.4964388730301463,0.0144552514265096,-0.3134652615310819,0.2742708878941286
31.863,28.569,27.162,25.551,24.767,24.42,24.2958,0.3619538170034984,7177,2318,8.907488,2462624.6775449696,4.203694445533928,1.3208038924033183,0.0022877609552992,0.4629565160924681,2.811146322934004
30.679,27.647,26.308,25.021,24.388,24.112,24.0338,0.3573988583275144,7340,6232,8.102543,2462772.795912808,1.3126481866346618,0.2024788248867375,0.0077763218921921,0.6491357243920519,0.5201644110997126
30.701,27.678,26.342,25.067,24.44,24.167,24.0898,0.3452654812372514,7890,7807,8.850972,2462943.8839791124,0.4607787294040922,0.471326230685576,0.0182255055490768,-0.0761191053947238,0.0936417060960963
31.002,28.064,26.758,25.595,25.022,24.774,24.7108,0.2577229897914001,7770,914,11.25207,2461684.568987289,8.508381450763403,0.2026118617778443,0.0005884906682538,1.0826113816114378,3.520402870166923
