u,g,r,i,z,Y,W149,radius,D_S,D_L,mu_rel,t0,te,u0,rho,piEE,piEN,theta_E,theta_s
8.959,9.326,9.801,10.172,10.459,10.652,11.4788,13.776952493971224,6621,6232,4.390072,2462517.3409299506,2.020096886932837,1.8102795328187709,0.398540578183048,-8.163461752124032e-05,0.00037960123690355697,24.280275922275194,9.676675204507495
10.057,10.26,10.67,11.006,11.258,11.428,12.2238,22.758999216056385,7800,7041,6.274369,2461843.826358266,0.40477608755656685,0.015541198692486491,1.951463665385059,-0.001170644463199022,0.0016062216873216437,6.953359440674082,13.569228300837647
8.777,9.148,9.623,9.995,10.285,10.479,11.3078,10.307495665980364,7492,5230,6.132872,2462670.076186505,3.24718208870077,0.5504650434613749,0.11734691177881174,0.0007969833206246967,0.0006970432588437061,54.5230721716481,6.398114140036175
8.668,9.01,9.47,9.837,10.117,10.307,11.1298,12.435211060424892,7896,7618,8.949655,2462100.944866422,0.6215631376025307,0.589175201141152,0.48088506889818194,-0.00029758602062298294,5.939655976905395e-05,15.230049670801305,7.323903485266019
11.279,11.473,11.895,12.239,12.497,12.667,13.4678,12.857400166874454,7683,3260,3.002755,2463309.857112698,14.132954545116068,2.691292342335339,0.06698171802309504,-0.0009934719966873864,0.0011502226363421435,116.18836392914442,7.782496230266698
11.199,11.331,11.739,12.073,12.321,12.482,13.2738,13.416930213881551,7958,7530,7.359456,2462055.934512642,0.10407833246491399,0.8714066834944102,3.7387807974925855,-0.0028707371977420987,0.0018327221790260641,2.097083937929928,7.840537157862548
10.025,10.146,10.549,10.88,11.125,11.284,12.0748,15.601026008452006,7620,1350,8.79907,2462272.1949258056,6.555528829384968,1.5859852571117927,0.060289336048369065,-0.002074513426623094,0.003254487174713344,157.92623424168755,9.52126780705055
14.929,11.59,10.185,9.247,8.799,8.466,8.1068,499.63535350458153,7872,7582,9.516771,2462959.724318063,0.6456055668460157,2.194823640264267,17.546803222664337,-0.00020353646411926078,0.00020494737446315488,16.821575184116973,295.16486965095413
11.241,11.34,11.749,12.081,12.327,12.485,13.2738,10.355072904269967,7482,6960,4.2435,2461668.686620086,0.7417139354282525,2.290059782054711,0.7468985696318446,0.00010747684077615322,0.0011582744819973146,8.617284284708527,6.436237306359772
14.046,10.523,9.339,8.904,8.673,8.536,8.3698,319.63414067556823,4686,2322,5.879086,2461976.73506212,5.560317544968107,2.8913137835599567,3.544282128653156,-0.002289525412969737,0.0008068166671374631,89.49920611684152,317.21043676856664
10.903,10.935,11.328,11.65,11.886,12.035,12.8168,11.538601132171856,7564,7205,5.406038,2461864.6470801784,1.6335363965818892,1.4789130509007116,0.29341380754493507,0.0002699462283368357,3.687215995830812e-05,24.177850333483267,7.094115124598904
12.837,10.526,9.001,7.306,6.354,5.689,5.0708,541.568206860115,7446,6664,11.49541,2461850.08218845,0.8150119289839054,0.15201032407312964,13.18646887225551,0.0005566104998219585,0.00026013636484060044,25.650640050816907,338.2413665835276
12.674,10.542,9.574,9.224,9.045,8.938,8.8658,226.80528010546576,7856,5287,9.591001,2463283.7309698206,2.8322052070775245,0.42889979172887405,1.8053019398742067,0.0008284227604381336,7.350508154048707e-05,74.37011080981723,134.26050531362276
15.301,11.536,10.175,9.575,9.259,9.06,8.7758,364.4627610026137,7851,6310,8.989083,2462998.597051164,1.7248165930803139,0.4703494832564772,5.085769669454219,0.0007161473545686185,0.0001552927355887954,42.44906095818253,215.88614671793795
12.951,9.235,7.936,7.383,7.091,6.913,6.674799999999999,255.9488372088637,7930,3850,4.938896,2462336.9896828043,4.619258668458754,1.1349787256996695,2.4030600627539696,0.002137742122249089,8.695616528218797e-05,62.46143233570504,150.09857350834218
12.04,11.979,12.353,12.661,12.883,13.021,13.7918,10.049701465147727,7710,4810,7.516632,2462949.5460613905,3.048102816266439,1.8915740315109666,0.09663460994114494,-0.0011798691482750008,0.00040247103767269233,62.72817842036533,6.061713053970549
9.923,9.865,10.241,10.551,10.774,10.912,11.6838,10.084471916197938,7969,7148,7.278426,2462740.413908705,1.77720936526306,1.1592004923047592,0.16617285669366422,0.0003882148394161739,0.0001221426050747227,35.414885288361816,5.884992657845505
13.819,10.662,9.566,9.162,8.951,8.827,8.6908,203.7760599722772,7301,6508,3.013612,2461694.776803454,0.4414448378585812,2.867515549703114,35.63640198036628,-0.0034770673995439473,0.002984316215154071,3.6422818910572885,129.7978215955262
15.82,12.542,11.155,10.197,9.691,9.318,8.9328,333.1602358552958,7432,5301,5.659395,2461762.542482831,4.357176082833494,0.6642693673761186,3.0878710651507326,-0.00026679707902082253,0.0007554623412382143,67.51260927394239,208.4702327098337
15.758,12.743,11.344,10.236,9.726,9.326,8.9358,302.4497019484443,7731,6876,7.321812,2462709.7250880017,0.6876770628386422,0.971321134763319,13.197789316114545,0.0011165513118883376,0.0003385897672843631,13.785194170613895,181.93408834549257
16.815,13.098,11.772,11.151,10.828,10.636,10.4018,184.3542528968687,7866,3244,10.06539,2462114.8342291866,3.3730284439774847,1.404321377558631,1.172560943229114,-0.0005818187217666544,0.001859768799310291,92.95235255229716,108.99229818408669
13.339,9.749,8.517,8.04,7.786,7.634,7.427799999999999,184.1421293511524,7769,7675,5.589306,2461691.0017673033,0.2047886316590875,2.005842300064287,35.17313868172143,-0.00025359923792375407,0.0004344494974286869,3.133816092166811,110.22614801279356
15.998,12.657,11.535,11.148,10.948,10.83,10.7408,134.78859949928693,6650,5999,6.224974,2463140.798651943,1.9062008198903646,1.9718021725899886,2.901430269934746,-0.0004390979010236495,0.0002439259584748328,32.48747581819631,94.26014573268785
14.161,10.59,9.407,9.002,8.794,8.672,8.5908,132.17616923080993,7333,4666,8.434676,2463111.1775516905,3.3528676242398663,0.3493749319263513,1.0826136032930949,-0.0009744879500489814,0.00025264041747514527,77.42738420630532,83.82393940914706
13.517,12.031,11.113,10.735,10.53,10.407,10.2788,135.8792561931955,7685,6441,8.463764,2462792.850633122,0.7908181932996771,1.7841123245611334,4.486998328809344,-0.00035124730297118347,0.0013256854973389815,18.3252527173028,82.22537831754654
13.431,11.675,10.711,10.34,10.143,10.025,9.9298,118.892144559018,7629,6902,9.074446,2462928.6711875913,1.1902075549433009,1.7122064180979786,2.4509222735786316,-7.673136161767498e-05,0.00046056849345294047,29.570086751882318,72.47398425184079
11.483,9.702,9.155,9.001,8.958,8.918,9.1948,86.2289625256128,7708,4668,3.845058,2462355.6767128035,6.945217634008847,2.3417937681331216,0.7115567065802375,0.00033686483139971137,0.0011053969853088554,73.11366084979271,52.02451572030295
14.704,12.189,11.342,11.092,10.986,10.919,11.0208,93.2509276603952,7612,7495,4.093,2462180.690373186,0.8041082022615705,2.9333287001050325,6.322443549354965,-0.00021996268383577317,5.841860130791907e-05,9.010855227533494,56.9706235074906
13.414,12.094,11.234,10.876,10.682,10.565,10.4708,116.45366493932173,7951,7544,4.79809,2462354.499262835,0.9922022328045158,1.3407450313847653,5.225762082162538,0.0005161241715712411,6.801308921630211e-05,13.034019469396357,68.11268472133976
12.081,10.924,11.023,11.16,11.202,11.207,11.8228,46.30769464427309,7160,883,8.703327,2462383.159370651,10.151793960014087,1.744395800884265,0.12433656314690698,-0.002222550030796375,0.003450458098190721,241.9011155937783,30.077153334333058
15.214,12.377,11.39,11.051,10.88,10.779,10.7288,99.00409560170128,4956,4813,8.37817,2462212.043631101,0.4721840912599022,0.3160643232215953,8.577251804416909,0.00025990345903593315,0.0004886857825525162,10.831043361727515,92.90058621809511
14.37,10.807,9.576,9.096,8.84,8.687,8.4758,172.64466435407155,7952,7332,3.678452,2462242.056594203,1.302760511309313,1.090009562340017,7.69544832296593,0.00047370205762344215,0.0006576608428921453,13.120169769601,100.96558845050431
15.918,12.747,11.654,11.263,11.06,10.94,10.8278,103.9089989443362,7746,7514,7.821074,2462644.8592070946,0.7030862978468095,2.132824639450642,4.143691885206711,-0.0002174442523061195,0.00015105144996365924,15.055140215868414,62.38386234314316
14.984,11.256,9.946,9.359,9.054,8.874,8.6628,146.77536223304116,7349,4850,5.533779,2463151.479448246,5.234771938129733,1.4332045689272288,1.1710950703167162,-0.0007862643553768499,0.00040410035653695215,79.31025604657528,92.87984988170085
