Source,t0,u0,te,rho,piEN,piEE,t0_err,u0_err,te_err,rho_err,piEN_err,piEE_err,chi2,cov_piEE_piEN,piE,piE_err
5000,2461713.748880505,4.762179561869245,1.101112445711628,6.444216464566381e-12,1.5459364686774237e-11,-1.7645204746202095e-14,586.9699585205994,461.58035990259634,36.01567969138842,5.287242626292756,6232.97412608749,5711.022124769088,1.0019284608387031,16513363.550819756,1.5459374756824185e-11,6232.973474572395
5002,2462481.437088682,1.384811149443686,0.8408930305597326,0.013403397075559004,0.004283317786034351,0.0005525499871748108,185529.1777996797,5159.68050249805,3093.729691632726,682.1977382460964,3655.8060500315883,3646.0715239045626,1.00913429500557,-3814691.80396748,0.004318810339026837,3655.6469169205916
5004,2463303.900358374,0.08500857442773418,0.21310995835963,0.001756034358553481,0.0031034565281020275,0.00015633076580764437,0.011368319247988125,13273.369994881936,6594.335596590947,318.046967848281,6867.253618532564,6790.615213102294,1.0174279230751473,-14905688.343300562,0.0031073914671565115,6867.060724235661
5006,2462423.0585227995,1.90793940331548,0.0010038532822472773,0.030756287293376712,1.4648626480695336e-05,6.547191931957931e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.998973521848449,-2.1343061539169094e-05,1.6045185569659943e-05,0.0
5007,2462170.444633019,0.019195080163825873,4.408204857246222,0.006845626243497898,1.1991664569416257e-07,-9.41300098901742e-10,174253.210452199,5863.565326934746,9360.10811555579,77.23480701426155,5755.728987634178,5335.180605803312,1.0042270995168205,9240358.82463086,1.1992034006129032e-07,5755.704023055165
5009,2463315.7372331116,0.025476058507996505,0.04858993748485088,3.354114891554488e-05,6.877121332551171e-07,-1.397728257337883e-06,0.14297174893315767,115605.45438400532,22187.19150323719,6459.533962197988,39452.36840608728,38862.11057339174,1.0069707875027656,693796990.2718697,1.5577523100888342e-06,38977.85437839665
5010,2463259.37693624,0.44709132112207894,1.7824201091654983,0.014117654706552839,1.0138439731889977e-07,0.0012112620790637558,9.102108990513033,5312.093578145912,7213.956285261133,2904.961671662461,4658.072930597552,4730.441444548491,1.0040337046303272,-7854908.604143946,0.0012112620833067665,4730.44144404536
5011,2462767.3853207664,0.2679311867180819,1.7681507416622617,0.012101402469881358,0.0002958927730603037,0.00018168474814652936,0.0645806387202486,1.9013741813052774,0.05155047904286941,0.2909247000279875,335.1399882162205,4.99890845601151,1.0044334944901494,1469.8699115619536,0.0003472202195414089,285.61026657669754
5018,2462427.542985178,0.0008400897048956879,1.908239283570745,3.140279259991512e-21,1.0471027989152692e-17,-3.3234040804189273e-18,44.45722240580713,11318.949456938642,2145.3351141741236,24.99869297036459,10366.275834225578,9741.043830329125,1.0092372775118386,38588355.639723524,1.0985783623909777e-17,10310.632390768116
5020,2461792.8819838585,1.532171501967146,3.596389198134577,0.008163368530629198,0.001497136950524898,0.0009250535388509999,688.3437489962928,372.48915173389776,66.27920181975817,20.26897766292712,6188.104137841557,1076.5835348004584,1.0151189132394496,-5892058.385941374,0.0017598701936130826,5294.602707636422
5023,2462608.4519605795,0.46685260885183705,0.6356959121092831,0.014749667674594706,0.001419985032831398,8.84957310520057e-05,0.05164004467590589,4.920341914651797,0.02277004601481145,0.4861295441152099,556.8361718944732,8.169462670829367,0.9972725914618639,611.7850884524082,0.0014227399579261194,555.7581734726994
5026,2462909.502181662,1.0619018517630239,7.45977439655089,0.006775399646447999,0.001994300781144675,1.566505686210589e-08,59.2513166456864,15.15302714110822,210.0026906963903,86.88640502327931,3004.3794950827255,169.79225438394425,1.0085282221883538,-502669.2440556228,0.0019943007812061988,3004.379494990337
5030,2462816.5672564907,0.004013340207321394,4.340511189917226,1.1252198894662345e-21,3.1090711449603846e-11,0.0017610674720421034,125.09746983705479,8780.350179085044,164.07089160790164,8.295360972820449,3451.557208737829,363.7384321739685,1.0026465429803115,1218448.9670676012,0.0017610674720421036,363.73843217397354
5040,2462693.8449552306,5.199038088359495,9.160945303737215e-06,0.06155535830646305,1.3590973528065822e-05,0.00785976595081272,0.0,0.0,0.0,0.0,0.0,0.0,1.0069107011206173,-134676006.81707165,0.007859777701444005,0.0
5043,2462560.2096800753,0.30019431006135294,0.3538038090713198,8.540594152917697e-09,1.2590938097449412e-07,-0.0001506622159718376,0.004023138786301758,0.2537444519331692,0.006109630912329978,1.6068267657077242,51.02904570737948,107.85332492958517,0.9893796276152212,-5472.500749901151,0.00015066226858346737,107.85329569793419
5044,2462402.1455147425,0.038556064235784206,4.397195425234071e-05,0.01689947869191447,3.887234872486444e-15,1.5301252599895812e-09,0.01774038797529118,2.3038683761447518e-07,65015.695005920345,145949.13297743473,0.0,0.0,1.0044567194518927,0.0,1.5301252599945188e-09,0.0
5054,2461840.2845679056,1.1448033344848474,5.732225710989677,0.009341149733317199,0.000112671412069218,-0.0006092429756667999,27.785237271173596,6.5348597993563216,67.46417036366229,79.97588782214423,2127.2550292308197,19.15861086141807,0.9892702368103301,-40046.239044005124,0.0006195739265793942,387.30628192743984
5059,2461535.861400792,8.927052767489262e-12,4.698487598310716,0.004507329167575199,1.4440659245941122e-20,-0.0016504944689331997,95.12574114679829,5919.026455772984,90.86686038259222,8.414694370665,2409.1984484309955,256.1589256572999,0.9983850974264896,593222.9488734496,0.0016504944689331997,256.1589256572999
5063,2462255.177084823,4.592523040446654,39.12246492406228,0.0013911207087281229,0.007121362076127904,-0.0017459976485849546,28684.05197841119,17428.392444803278,136025.48575113778,350.5372905042225,316.8348693221645,56.485566398549295,1.0033296520235502,-7981.8628272846745,0.007332278336791159,308.01479867931016
5068,2462286.9872435406,1.0452209454734862,4.652300431424718,0.005287555196448964,4.687533911348828e-13,-0.000524736112257995,154782.94214457722,4372.457462696552,5291.256148561639,38.726905617896506,4125.254502812274,3526.1950873322576,1.0081106470081092,-4492881.529085772,0.000524736112257995,3526.195087332257
5069,2461915.828265199,2.6223703674318597,0.3225172743550166,0.0001434210759678643,0.00011884901577037849,2.0846898518552025e-09,13.439933010441258,14507.47090806222,158526.4751551373,11823.194444875498,235197.54937416757,212275.55711693293,1.0132414229575024,16789151259.302649,0.00011884901578866191,235197.5493674587
5070,2461949.4621306197,5.439802643859937,4.9993983272583105,0.00923168519429804,0.000473428490792915,4.5238784763903854e-15,39840.84526894215,9271.361176866378,1636.1140728543824,32.492621594434766,4836.126775774233,3250.2683574086586,0.9873006364131491,7630276.275848621,0.000473428490792915,4836.1267757742335
5071,2463322.746334096,4.416426611167368e-05,0.00018762996493399515,0.004543090615594422,0.0044604014840056464,2.6631952724592463e-11,0.001542908237759985,0.0,6334.758051604226,7078.637026234346,0.0,0.0,1.0027652623148524,0.0,0.0044604014840056464,0.0
5072,2462708.343441143,0.0024131828672659707,5.7599098921385,3.6157646535613226e-33,8.182686136195217e-16,-0.0008524953328319859,49.62255967605784,3411.506813238516,66.24536407771818,3.1275491624931453,483.2443351964107,50.00676982799977,0.9970539156193854,-23589.021222121963,0.0008524953328319859,50.00676982799977
5074,2463136.3883493748,3.120456325076532e-10,0.14425540730809588,0.005535709623699743,3.0383327449798433e-07,3.2743584427485174e-05,0.6573550996791423,1.2630097438232365e-09,50995.074458229654,13429.560924086918,76694.57416244704,73382.67102523957,1.0017908508085995,-2220699370.0225644,3.274499405739054e-05,73382.96259933592
5079,2463250.3774317033,5.4253383165243285,2.8218889137554677,0.0053324059053358255,0.003309124250100681,-1.7131200504985969e-06,90.11894642387998,22883.308697522563,7405.272566279445,35.06917620504701,4183.127465568841,4129.092886674752,0.9904786608204353,-5151763.2145808805,0.003309124693538263,4183.127451180621
5081,2462999.2322358754,2.3733683156919088,3.973495674951503,0.010801145729910198,0.00027504036847959996,-0.00041146035817699994,609.4326420810532,102.8517098454218,93.74076575672859,20.532680759606485,3724.5712536909514,519.8328855406096,0.9944002497687017,1003653.3547795428,0.0004949210347565954,2114.47638525054
5086,2462605.4469510415,1.4541670384405565,2.145555205161012,0.006995652534058199,8.345874648329597e-15,-2.127737990456321e-32,10.050994818979627,36.001975762616475,7.72619799234447,4.517312803209055,4080.741440316597,294.7843837744,0.994868475625281,1202655.9770164401,8.345874648329597e-15,4080.7414403165967
5092,2462287.1393365944,4.42738611467531,0.006688966796450868,2.970129885217985e-07,0.0004572101273129163,3.60933155059897e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.992991636662773,0.0,0.00045721012873756477,0.0
5094,2461916.1794403777,0.02216224095616947,0.07431403179362821,1.3547169212016802e-05,1.8583142432239919e-06,-6.698243769899291e-06,0.08111856027045218,34598.678305957365,11261.468044758218,203.8819881555556,16256.032626397575,14982.995528819183,1.0046999603106663,87606402.78673436,6.951244595578826e-06,15077.544100390534
